cell_set_accession	cell_label	Add_to_CL
CS20230722_CLUS_2524	2524 PMd-LHA Foxb1 Glut_2	
CS20230722_CLUS_2525	2525 PMd-LHA Foxb1 Glut_2	
CS20230722_CLUS_2526	2526 PMd-LHA Foxb1 Glut_2	
CS20230722_CLUS_2527	2527 PMd-LHA Foxb1 Glut_2	
CS20230722_CLUS_2528	2528 PMd-LHA Foxb1 Glut_2	
CS20230722_CLUS_2529	2529 PMd-LHA Foxb1 Glut_2	
CS20230722_CLUS_2530	2530 PMd-LHA Foxb1 Glut_2	
CS20230722_CLUS_2531	2531 PMd-LHA Foxb1 Glut_2	
CS20230722_CLUS_2532	2532 PMd-LHA Foxb1 Glut_2	
CS20230722_CLUS_2533	2533 PMd-LHA Foxb1 Glut_3	
CS20230722_CLUS_2534	2534 PMd-LHA Foxb1 Glut_3	
CS20230722_CLUS_2535	2535 PMd-LHA Foxb1 Glut_3	
CS20230722_CLUS_2536	2536 PH-SUM Foxa1 Glut_1	
CS20230722_CLUS_2537	2537 PH-SUM Foxa1 Glut_1	
CS20230722_CLUS_2538	2538 PH-SUM Foxa1 Glut_1	
CS20230722_CLUS_2539	2539 PH-SUM Foxa1 Glut_1	
CS20230722_CLUS_2540	2540 PH-SUM Foxa1 Glut_2	
CS20230722_CLUS_2541	2541 PH-SUM Foxa1 Glut_2	
CS20230722_CLUS_2542	2542 PH-SUM Foxa1 Glut_2	
CS20230722_CLUS_2543	2543 PH-SUM Foxa1 Glut_3	
CS20230722_CLUS_2544	2544 PH-SUM Foxa1 Glut_3	
CS20230722_CLUS_2545	2545 PH-SUM Foxa1 Glut_3	
CS20230722_CLUS_2546	2546 PH-SUM Foxa1 Glut_3	
CS20230722_CLUS_2547	2547 PH-SUM Foxa1 Glut_3	
CS20230722_CLUS_2548	2548 PH-SUM Foxa1 Glut_3	
CS20230722_CLUS_2549	2549 PH-SUM Foxa1 Glut_3	
CS20230722_CLUS_2550	2550 PH-SUM Foxa1 Glut_4	
CS20230722_CLUS_2551	2551 PH-SUM Foxa1 Glut_4	
CS20230722_CLUS_2552	2552 PH-SUM Foxa1 Glut_5	
CS20230722_CLUS_2553	2553 PH-SUM Foxa1 Glut_5	
CS20230722_CLUS_2554	2554 PH-SUM Foxa1 Glut_5	
CS20230722_CLUS_2555	2555 PH-SUM Foxa1 Glut_5	
CS20230722_CLUS_2556	2556 PH-SUM Foxa1 Glut_5	
CS20230722_CLUS_2557	2557 PH-SUM Foxa1 Glut_5	
CS20230722_CLUS_2558	2558 PH-SUM Foxa1 Glut_6	
CS20230722_CLUS_2559	2559 PH-SUM Foxa1 Glut_6	
CS20230722_CLUS_2560	2560 PH-SUM Foxa1 Glut_6	
CS20230722_CLUS_2561	2561 PH-SUM Foxa1 Glut_6	
CS20230722_CLUS_2562	2562 PH-SUM Foxa1 Glut_6	
CS20230722_CLUS_2563	2563 PH-SUM Foxa1 Glut_6	
CS20230722_CLUS_2564	2564 HY Gnrh1 Glut_1	
CS20230722_CLUS_2565	2565 MM-ant Foxb1 Glut_1	
CS20230722_CLUS_2566	2566 MM-ant Foxb1 Glut_1	
CS20230722_CLUS_2567	2567 MM-ant Foxb1 Glut_1	
CS20230722_CLUS_2568	2568 MM-ant Foxb1 Glut_1	
CS20230722_CLUS_2569	2569 MM-ant Foxb1 Glut_1	
CS20230722_CLUS_2570	2570 MM-ant Foxb1 Glut_1	
CS20230722_CLUS_2571	2571 MM Foxb1 Glut_1	
CS20230722_CLUS_2572	2572 MM Foxb1 Glut_1	
CS20230722_CLUS_2573	2573 MM Foxb1 Glut_1	
CS20230722_CLUS_2574	2574 MM Foxb1 Glut_2	
CS20230722_CLUS_2575	2575 MM Foxb1 Glut_2	
CS20230722_CLUS_2576	2576 MM Foxb1 Glut_2	
CS20230722_CLUS_2577	2577 MM Foxb1 Glut_2	
CS20230722_CLUS_2578	2578 MH Tac2 Glut_1	
CS20230722_CLUS_2579	2579 MH Tac2 Glut_1	
CS20230722_CLUS_2580	2580 MH Tac2 Glut_1	
CS20230722_CLUS_2581	2581 MH Tac2 Glut_1	
CS20230722_CLUS_2582	2582 MH Tac2 Glut_2	
CS20230722_CLUS_2583	2583 MH Tac2 Glut_2	
CS20230722_CLUS_2584	2584 MH Tac2 Glut_2	
CS20230722_CLUS_2585	2585 MH Tac2 Glut_2	
CS20230722_CLUS_2586	2586 MH Tac2 Glut_2	
CS20230722_CLUS_2587	2587 MH Tac2 Glut_3	
CS20230722_CLUS_2588	2588 MH Tac2 Glut_3	
CS20230722_CLUS_2589	2589 MH Tac2 Glut_3	
CS20230722_CLUS_2590	2590 MH Tac2 Glut_3	
CS20230722_CLUS_2591	2591 MH Tac2 Glut_3	
CS20230722_CLUS_2592	2592 MH Tac2 Glut_3	
CS20230722_CLUS_2593	2593 MH Tac2 Glut_3	
CS20230722_CLUS_2594	2594 MH Tac2 Glut_4	
CS20230722_CLUS_2595	2595 MH Tac2 Glut_4	
CS20230722_CLUS_2596	2596 MH Tac2 Glut_5	
CS20230722_CLUS_2597	2597 MH Tac2 Glut_5	
CS20230722_CLUS_2598	2598 MH Tac2 Glut_5	
CS20230722_CLUS_2599	2599 LH Pou4f1 Sox1 Glut_1	
CS20230722_CLUS_2600	2600 LH Pou4f1 Sox1 Glut_1	
CS20230722_CLUS_2601	2601 LH Pou4f1 Sox1 Glut_2	
CS20230722_CLUS_2602	2602 LH Pou4f1 Sox1 Glut_2	
CS20230722_CLUS_2603	2603 LH Pou4f1 Sox1 Glut_2	
CS20230722_CLUS_2604	2604 LH Pou4f1 Sox1 Glut_2	
CS20230722_CLUS_2605	2605 LH Pou4f1 Sox1 Glut_2	
CS20230722_CLUS_2606	2606 LH Pou4f1 Sox1 Glut_3	
CS20230722_CLUS_2607	2607 LH Pou4f1 Sox1 Glut_3	
CS20230722_CLUS_2608	2608 LH Pou4f1 Sox1 Glut_3	
CS20230722_CLUS_2609	2609 LH Pou4f1 Sox1 Glut_4	
CS20230722_CLUS_2610	2610 LH Pou4f1 Sox1 Glut_4	
CS20230722_CLUS_2611	2611 LH Pou4f1 Sox1 Glut_4	
CS20230722_CLUS_2612	2612 LH Pou4f1 Sox1 Glut_4	
CS20230722_CLUS_2613	2613 AD Serpinb7 Glut_1	
CS20230722_CLUS_2614	2614 AD Serpinb7 Glut_1	
CS20230722_CLUS_2615	2615 AV Col27a1 Glut_1	
CS20230722_CLUS_2616	2616 AV Col27a1 Glut_1	
CS20230722_CLUS_2617	2617 PVT-PT Ntrk1 Glut_1	
CS20230722_CLUS_2618	2618 PVT-PT Ntrk1 Glut_1	
CS20230722_CLUS_2619	2619 PVT-PT Ntrk1 Glut_1	
CS20230722_CLUS_2620	2620 PVT-PT Ntrk1 Glut_2	
CS20230722_CLUS_2621	2621 PVT-PT Ntrk1 Glut_2	
CS20230722_CLUS_2622	2622 PVT-PT Ntrk1 Glut_2	
CS20230722_CLUS_2623	2623 PVT-PT Ntrk1 Glut_2	
CS20230722_CLUS_2624	2624 PVT-PT Ntrk1 Glut_3	
CS20230722_CLUS_2625	2625 PVT-PT Ntrk1 Glut_3	
CS20230722_CLUS_2626	2626 PVT-PT Ntrk1 Glut_3	
CS20230722_CLUS_2627	2627 PVT-PT Ntrk1 Glut_4	
CS20230722_CLUS_2628	2628 PVT-PT Ntrk1 Glut_4	
CS20230722_CLUS_2629	2629 PVT-PT Ntrk1 Glut_4	
CS20230722_CLUS_2630	2630 PVT-PT Ntrk1 Glut_5	
CS20230722_CLUS_2631	2631 PVT-PT Ntrk1 Glut_5	
CS20230722_CLUS_2632	2632 PVT-PT Ntrk1 Glut_6	
CS20230722_CLUS_2633	2633 CM-IAD-CL-PCN Sema5b Glut_1	
CS20230722_CLUS_2634	2634 CM-IAD-CL-PCN Sema5b Glut_1	
CS20230722_CLUS_2635	2635 CM-IAD-CL-PCN Sema5b Glut_1	
CS20230722_CLUS_2636	2636 CM-IAD-CL-PCN Sema5b Glut_1	
CS20230722_CLUS_2637	2637 CM-IAD-CL-PCN Sema5b Glut_2	
CS20230722_CLUS_2638	2638 CM-IAD-CL-PCN Sema5b Glut_2	
CS20230722_CLUS_2639	2639 CM-IAD-CL-PCN Sema5b Glut_2	
CS20230722_CLUS_2640	2640 CM-IAD-CL-PCN Sema5b Glut_3	
CS20230722_CLUS_2641	2641 CM-IAD-CL-PCN Sema5b Glut_3	
CS20230722_CLUS_2642	2642 CM-IAD-CL-PCN Sema5b Glut_3	
CS20230722_CLUS_2643	2643 CM-IAD-CL-PCN Sema5b Glut_4	
CS20230722_CLUS_2644	2644 CM-IAD-CL-PCN Sema5b Glut_4	
CS20230722_CLUS_2645	2645 CM-IAD-CL-PCN Sema5b Glut_4	
CS20230722_CLUS_2646	2646 CM-IAD-CL-PCN Sema5b Glut_5	
CS20230722_CLUS_2647	2647 CM-IAD-CL-PCN Sema5b Glut_5	
CS20230722_CLUS_2648	2648 TH Prkcd Grin2c Glut_1	
CS20230722_CLUS_2649	2649 TH Prkcd Grin2c Glut_1	
CS20230722_CLUS_2650	2650 TH Prkcd Grin2c Glut_2	
CS20230722_CLUS_2651	2651 TH Prkcd Grin2c Glut_3	
CS20230722_CLUS_2652	2652 TH Prkcd Grin2c Glut_3	
CS20230722_CLUS_2653	2653 TH Prkcd Grin2c Glut_4	
CS20230722_CLUS_2654	2654 TH Prkcd Grin2c Glut_4	
CS20230722_CLUS_2655	2655 TH Prkcd Grin2c Glut_5	
CS20230722_CLUS_2656	2656 TH Prkcd Grin2c Glut_5	
CS20230722_CLUS_2657	2657 TH Prkcd Grin2c Glut_5	
CS20230722_CLUS_2658	2658 TH Prkcd Grin2c Glut_5	
CS20230722_CLUS_2659	2659 TH Prkcd Grin2c Glut_6	
CS20230722_CLUS_2660	2660 TH Prkcd Grin2c Glut_6	
CS20230722_CLUS_2661	2661 TH Prkcd Grin2c Glut_6	
CS20230722_CLUS_2662	2662 TH Prkcd Grin2c Glut_6	
CS20230722_CLUS_2663	2663 TH Prkcd Grin2c Glut_6	
CS20230722_CLUS_2664	2664 TH Prkcd Grin2c Glut_6	
CS20230722_CLUS_2665	2665 TH Prkcd Grin2c Glut_7	
CS20230722_CLUS_2666	2666 TH Prkcd Grin2c Glut_7	
CS20230722_CLUS_2667	2667 TH Prkcd Grin2c Glut_7	
CS20230722_CLUS_2668	2668 TH Prkcd Grin2c Glut_8	
CS20230722_CLUS_2669	2669 TH Prkcd Grin2c Glut_8	
CS20230722_CLUS_2670	2670 TH Prkcd Grin2c Glut_8	
CS20230722_CLUS_2671	2671 TH Prkcd Grin2c Glut_8	
CS20230722_CLUS_2672	2672 TH Prkcd Grin2c Glut_8	
CS20230722_CLUS_2673	2673 TH Prkcd Grin2c Glut_8	
CS20230722_CLUS_2674	2674 TH Prkcd Grin2c Glut_9	
CS20230722_CLUS_2675	2675 TH Prkcd Grin2c Glut_9	
CS20230722_CLUS_2676	2676 TH Prkcd Grin2c Glut_9	
CS20230722_CLUS_2677	2677 TH Prkcd Grin2c Glut_10	
CS20230722_CLUS_2678	2678 TH Prkcd Grin2c Glut_10	
CS20230722_CLUS_2679	2679 TH Prkcd Grin2c Glut_11	
CS20230722_CLUS_2680	2680 TH Prkcd Grin2c Glut_11	
CS20230722_CLUS_2681	2681 TH Prkcd Grin2c Glut_12	
CS20230722_CLUS_2682	2682 TH Prkcd Grin2c Glut_12	
CS20230722_CLUS_2683	2683 TH Prkcd Grin2c Glut_13	
CS20230722_CLUS_2684	2684 TH Prkcd Grin2c Glut_13	
CS20230722_CLUS_2685	2685 TH Prkcd Grin2c Glut_13	
CS20230722_CLUS_2686	2686 TH Prkcd Grin2c Glut_13	
CS20230722_CLUS_2687	2687 TH Prkcd Grin2c Glut_13	
CS20230722_CLUS_2688	2688 TH Prkcd Grin2c Glut_14	
CS20230722_CLUS_2689	2689 TH Prkcd Grin2c Glut_14	
CS20230722_CLUS_2690	2690 RE-Xi Nox4 Glut_1	
CS20230722_CLUS_2691	2691 RE-Xi Nox4 Glut_1	
CS20230722_CLUS_2692	2692 RE-Xi Nox4 Glut_1	
CS20230722_CLUS_2693	2693 RE-Xi Nox4 Glut_1	
CS20230722_CLUS_2694	2694 RE-Xi Nox4 Glut_2	
CS20230722_CLUS_2695	2695 RE-Xi Nox4 Glut_2	
CS20230722_CLUS_2696	2696 RE-Xi Nox4 Glut_2	
CS20230722_CLUS_2697	2697 RE-Xi Nox4 Glut_2	
CS20230722_CLUS_2698	2698 RE-Xi Nox4 Glut_3	
CS20230722_CLUS_2699	2699 RE-Xi Nox4 Glut_3	
CS20230722_CLUS_2700	2700 RE-Xi Nox4 Glut_3	
CS20230722_CLUS_2701	2701 RE-Xi Nox4 Glut_3	
CS20230722_CLUS_2702	2702 RE-Xi Nox4 Glut_3	
CS20230722_CLUS_2703	2703 RE-Xi Nox4 Glut_4	
CS20230722_CLUS_2704	2704 MG-POL-SGN Nts Glut_1	
CS20230722_CLUS_2705	2705 MG-POL-SGN Nts Glut_1	
CS20230722_CLUS_2706	2706 MG-POL-SGN Nts Glut_1	
CS20230722_CLUS_2707	2707 MG-POL-SGN Nts Glut_2	
CS20230722_CLUS_2708	2708 MG-POL-SGN Nts Glut_2	
CS20230722_CLUS_2709	2709 MG-POL-SGN Nts Glut_2	
CS20230722_CLUS_2710	2710 PF Fzd5 Glut_1	
CS20230722_CLUS_2711	2711 PF Fzd5 Glut_1	
CS20230722_CLUS_2712	2712 PF Fzd5 Glut_1	
CS20230722_CLUS_2713	2713 PF Fzd5 Glut_1	
CS20230722_CLUS_2714	2714 PF Fzd5 Glut_1	
CS20230722_CLUS_2715	2715 PF Fzd5 Glut_1	
CS20230722_CLUS_2716	2716 PF Fzd5 Glut_1	
CS20230722_CLUS_2717	2717 PF Fzd5 Glut_1	
CS20230722_CLUS_2718	2718 PF Fzd5 Glut_1	
CS20230722_CLUS_2719	2719 PF Fzd5 Glut_1	
CS20230722_CLUS_2720	2720 PF Fzd5 Glut_2	
CS20230722_CLUS_2721	2721 PF Fzd5 Glut_2	
CS20230722_CLUS_2722	2722 PF Fzd5 Glut_2	
CS20230722_CLUS_2723	2723 PF Fzd5 Glut_2	
CS20230722_CLUS_2724	2724 PF Fzd5 Glut_2	
CS20230722_CLUS_2725	2725 PF Fzd5 Glut_2	
CS20230722_CLUS_2726	2726 PRC-PAG Pax6 Glut_1	
CS20230722_CLUS_2727	2727 PRC-PAG Pax6 Glut_1	
CS20230722_CLUS_2728	2728 PRC-PAG Pax6 Glut_1	
CS20230722_CLUS_2729	2729 PRC-PAG Pax6 Glut_1	
CS20230722_CLUS_2730	2730 PRC-PAG Pax6 Glut_1	
CS20230722_CLUS_2731	2731 PRC-PAG Pax6 Glut_1	
CS20230722_CLUS_2732	2732 PRC-PAG Pax6 Glut_1	
CS20230722_CLUS_2733	2733 PRC-PAG Pax6 Glut_2	
CS20230722_CLUS_2734	2734 PRC-PAG Pax6 Glut_2	
CS20230722_CLUS_2735	2735 PRC-PAG Pax6 Glut_2	
CS20230722_CLUS_2736	2736 PRC-PAG Pax6 Glut_2	
CS20230722_CLUS_2737	2737 PRC-PAG Pax6 Glut_2	
CS20230722_CLUS_2738	2738 PRC-PAG Pax6 Glut_2	
CS20230722_CLUS_2739	2739 PRC-PAG Pax6 Glut_2	
CS20230722_CLUS_2740	2740 PRC-PAG Pax6 Glut_2	
CS20230722_CLUS_2741	2741 PRC-PAG Pax6 Glut_3	
CS20230722_CLUS_2742	2742 PRC-PAG Pax6 Glut_3	
CS20230722_CLUS_2743	2743 PRC-PAG Pax6 Glut_3	
CS20230722_CLUS_2744	2744 PRC-PAG Pax6 Glut_3	
CS20230722_CLUS_2745	2745 PRC-PAG Pax6 Glut_3	
CS20230722_CLUS_2746	2746 PRC-PAG Pax6 Glut_3	
CS20230722_CLUS_2747	2747 PRC-PAG Pax6 Glut_3	
CS20230722_CLUS_2748	2748 PRC-PAG Pax6 Glut_4	
CS20230722_CLUS_2749	2749 PRC-PAG Pax6 Glut_4	
CS20230722_CLUS_2750	2750 PRC-PAG Pax6 Glut_4	
CS20230722_CLUS_2751	2751 PRC-PAG Pax6 Glut_5	
CS20230722_CLUS_2752	2752 MB-ant-ve Dmrta2 Glut_1	
CS20230722_CLUS_2753	2753 MB-ant-ve Dmrta2 Glut_1	
CS20230722_CLUS_2754	2754 MB-ant-ve Dmrta2 Glut_1	
CS20230722_CLUS_2755	2755 MB-ant-ve Dmrta2 Glut_1	
CS20230722_CLUS_2756	2756 MB-ant-ve Dmrta2 Glut_1	
CS20230722_CLUS_2757	2757 MB-ant-ve Dmrta2 Glut_1	
CS20230722_CLUS_2758	2758 MB-ant-ve Dmrta2 Glut_1	
CS20230722_CLUS_2759	2759 MB-ant-ve Dmrta2 Glut_1	
CS20230722_CLUS_2760	2760 MB-ant-ve Dmrta2 Glut_1	
CS20230722_CLUS_2761	2761 RN Spp1 Glut_1	
CS20230722_CLUS_2762	2762 MRN-PAG Nkx6-1 Glut_1	
CS20230722_CLUS_2763	2763 MRN-PAG Nkx6-1 Glut_1	
CS20230722_CLUS_2764	2764 MRN-PAG Nkx6-1 Glut_1	
CS20230722_CLUS_2765	2765 MRN-PAG Nkx6-1 Glut_2	
CS20230722_CLUS_2766	2766 MRN-PAG Nkx6-1 Glut_2	
CS20230722_CLUS_2767	2767 IF-RL-CLI-PAG Foxa1 Glut_1	
CS20230722_CLUS_2768	2768 IF-RL-CLI-PAG Foxa1 Glut_1	
CS20230722_CLUS_2769	2769 IF-RL-CLI-PAG Foxa1 Glut_1	
CS20230722_CLUS_2770	2770 IF-RL-CLI-PAG Foxa1 Glut_1	
CS20230722_CLUS_2771	2771 IF-RL-CLI-PAG Foxa1 Glut_1	
CS20230722_CLUS_2772	2772 IF-RL-CLI-PAG Foxa1 Glut_2	
CS20230722_CLUS_2773	2773 IF-RL-CLI-PAG Foxa1 Glut_2	
CS20230722_CLUS_2774	2774 IF-RL-CLI-PAG Foxa1 Glut_2	
CS20230722_CLUS_2775	2775 IF-RL-CLI-PAG Foxa1 Glut_3	
CS20230722_CLUS_2776	2776 IF-RL-CLI-PAG Foxa1 Glut_3	
CS20230722_CLUS_2777	2777 IF-RL-CLI-PAG Foxa1 Glut_3	
CS20230722_CLUS_2778	2778 IF-RL-CLI-PAG Foxa1 Glut_4	
CS20230722_CLUS_2779	2779 IF-RL-CLI-PAG Foxa1 Glut_4	
CS20230722_CLUS_2780	2780 IF-RL-CLI-PAG Foxa1 Glut_5	
CS20230722_CLUS_2781	2781 PAG-SC Neurod2 Meis2 Glut_1	
CS20230722_CLUS_2782	2782 PAG-SC Neurod2 Meis2 Glut_1	
CS20230722_CLUS_2783	2783 PAG-SC Neurod2 Meis2 Glut_1	
CS20230722_CLUS_2784	2784 PAG-SC Neurod2 Meis2 Glut_1	
CS20230722_CLUS_2785	2785 PAG-SC Neurod2 Meis2 Glut_1	
CS20230722_CLUS_2786	2786 PAG-SC Neurod2 Meis2 Glut_2	
CS20230722_CLUS_2787	2787 PAG-SC Neurod2 Meis2 Glut_2	
CS20230722_CLUS_2788	2788 PAG-SC Neurod2 Meis2 Glut_2	
CS20230722_CLUS_2789	2789 PAG-SC Neurod2 Meis2 Glut_2	
CS20230722_CLUS_2790	2790 PAG-SC Neurod2 Meis2 Glut_3	
CS20230722_CLUS_2791	2791 PAG-SC Neurod2 Meis2 Glut_4	
CS20230722_CLUS_2792	2792 PAG-SC Neurod2 Meis2 Glut_4	
CS20230722_CLUS_2793	2793 PAG-SC Neurod2 Meis2 Glut_4	
CS20230722_CLUS_2794	2794 PAG-SC Neurod2 Meis2 Glut_4	
CS20230722_CLUS_2795	2795 PAG-SC Neurod2 Meis2 Glut_4	
CS20230722_CLUS_2796	2796 PAG-SC Neurod2 Meis2 Glut_4	
CS20230722_CLUS_2797	2797 PAG-SC Neurod2 Meis2 Glut_4	
CS20230722_CLUS_2798	2798 PAG Pou4f3 Glut_1	
CS20230722_CLUS_2799	2799 PAG Pou4f3 Glut_1	
CS20230722_CLUS_2800	2800 PAG Pou4f3 Glut_1	
CS20230722_CLUS_2801	2801 PAG Pou4f3 Glut_1	
CS20230722_CLUS_2802	2802 PAG Pou4f3 Glut_1	
CS20230722_CLUS_2803	2803 PAG Pou4f3 Glut_1	
CS20230722_CLUS_2804	2804 PAG Pou4f3 Glut_1	
CS20230722_CLUS_2805	2805 PAG Pou4f3 Glut_1	
CS20230722_CLUS_2806	2806 PAG Pou4f3 Glut_1	
CS20230722_CLUS_2807	2807 PAG Pou4f3 Glut_1	
CS20230722_CLUS_2808	2808 PAG Pou4f3 Glut_2	
CS20230722_CLUS_2809	2809 PAG Pou4f3 Glut_2	
CS20230722_CLUS_2810	2810 PAG Pou4f3 Glut_2	
CS20230722_CLUS_2811	2811 PAG Pou4f3 Glut_3	
CS20230722_CLUS_2812	2812 PAG Pou4f3 Glut_3	
CS20230722_CLUS_2813	2813 CUN Evx2 Lhx2 Glut_1	
CS20230722_CLUS_2814	2814 CUN Evx2 Lhx2 Glut_1	
CS20230722_CLUS_2815	2815 CUN Evx2 Lhx2 Glut_1	
CS20230722_CLUS_2816	2816 CUN Evx2 Lhx2 Glut_1	
CS20230722_CLUS_2817	2817 CUN Evx2 Lhx2 Glut_1	
CS20230722_CLUS_2818	2818 CUN Evx2 Lhx2 Glut_1	
CS20230722_CLUS_2819	2819 CUN Evx2 Lhx2 Glut_2	
CS20230722_CLUS_2820	2820 CUN Evx2 Lhx2 Glut_2	
CS20230722_CLUS_2821	2821 CUN Evx2 Lhx2 Glut_2	
CS20230722_CLUS_2822	2822 CUN Evx2 Lhx2 Glut_2	
CS20230722_CLUS_2823	2823 CUN Evx2 Lhx2 Glut_2	
CS20230722_CLUS_2824	2824 CUN Evx2 Lhx2 Glut_2	
CS20230722_CLUS_2825	2825 CUN Evx2 Lhx2 Glut_2	
CS20230722_CLUS_2826	2826 CUN Evx2 Lhx2 Glut_3	
CS20230722_CLUS_2827	2827 CUN Evx2 Lhx2 Glut_3	
CS20230722_CLUS_2828	2828 CUN Evx2 Lhx2 Glut_3	
CS20230722_CLUS_2829	2829 CUN Evx2 Lhx2 Glut_3	
CS20230722_CLUS_2830	2830 CUN Evx2 Lhx2 Glut_3	
CS20230722_CLUS_2831	2831 CUN Evx2 Lhx2 Glut_3	
CS20230722_CLUS_2832	2832 CUN Evx2 Lhx2 Glut_4	
CS20230722_CLUS_2833	2833 CUN Evx2 Lhx2 Glut_4	
CS20230722_CLUS_2834	2834 CUN Evx2 Lhx2 Glut_4	
CS20230722_CLUS_2835	2835 CUN Evx2 Lhx2 Glut_4	
CS20230722_CLUS_2836	2836 CUN Evx2 Lhx2 Glut_4	
CS20230722_CLUS_2837	2837 CUN Evx2 Lhx2 Glut_5	
CS20230722_CLUS_2838	2838 CUN Evx2 Lhx2 Glut_5	
CS20230722_CLUS_2839	2839 CUN Evx2 Lhx2 Glut_5	
CS20230722_CLUS_2840	2840 CUN Evx2 Lhx2 Glut_5	
CS20230722_CLUS_2841	2841 APN C1ql2 Glut_1	
CS20230722_CLUS_2842	2842 APN C1ql2 Glut_1	
CS20230722_CLUS_2843	2843 APN C1ql2 Glut_1	
CS20230722_CLUS_2844	2844 APN C1ql2 Glut_1	
CS20230722_CLUS_2845	2845 APN C1ql2 Glut_1	
CS20230722_CLUS_2846	2846 APN C1ql2 Glut_1	
CS20230722_CLUS_2847	2847 APN C1ql2 Glut_1	
CS20230722_CLUS_2848	2848 APN C1ql4 Glut_1	
CS20230722_CLUS_2849	2849 APN C1ql4 Glut_1	
CS20230722_CLUS_2850	2850 APN C1ql4 Glut_1	
CS20230722_CLUS_2851	2851 APN C1ql4 Glut_1	
CS20230722_CLUS_2852	2852 APN C1ql4 Glut_1	
CS20230722_CLUS_2853	2853 APN C1ql4 Glut_1	
CS20230722_CLUS_2854	2854 APN C1ql4 Glut_1	
CS20230722_CLUS_2855	2855 APN C1ql4 Glut_1	
CS20230722_CLUS_2856	2856 APN C1ql4 Glut_1	
CS20230722_CLUS_2857	2857 PAG-MRN Pou3f1 Glut_1	
CS20230722_CLUS_2858	2858 PAG-MRN Pou3f1 Glut_1	
CS20230722_CLUS_2859	2859 PAG-MRN Pou3f1 Glut_1	
CS20230722_CLUS_2860	2860 PAG-MRN Pou3f1 Glut_1	
CS20230722_CLUS_2861	2861 PAG-MRN Pou3f1 Glut_1	
CS20230722_CLUS_2862	2862 PAG-MRN Pou3f1 Glut_1	
CS20230722_CLUS_2863	2863 PAG-MRN Pou3f1 Glut_1	
CS20230722_CLUS_2864	2864 PAG-MRN Pou3f1 Glut_1	
CS20230722_CLUS_2865	2865 PAG-MRN Pou3f1 Glut_1	
CS20230722_CLUS_2866	2866 PAG-MRN Pou3f1 Glut_1	
CS20230722_CLUS_2867	2867 PAG-MRN Pou3f1 Glut_1	
CS20230722_CLUS_2868	2868 PAG-MRN Pou3f1 Glut_2	
CS20230722_CLUS_2869	2869 PAG-MRN Pou3f1 Glut_3	
CS20230722_CLUS_2870	2870 PAG-MRN Pou3f1 Glut_4	
CS20230722_CLUS_2871	2871 PAG-MRN Pou3f1 Glut_4	
CS20230722_CLUS_2872	2872 PAG-MRN Pou3f1 Glut_4	
CS20230722_CLUS_2873	2873 PAG-MRN Pou3f1 Glut_4	
CS20230722_CLUS_2874	2874 PAG-MRN Pou3f1 Glut_5	
CS20230722_CLUS_2875	2875 PAG-MRN Pou3f1 Glut_5	
CS20230722_CLUS_2876	2876 PAG-MRN Pou3f1 Glut_5	
CS20230722_CLUS_2877	2877 PAG-MRN Pou3f1 Glut_5	
CS20230722_CLUS_2878	2878 PAG-MRN Pou3f1 Glut_5	
CS20230722_CLUS_2879	2879 PAG-MRN Pou3f1 Glut_6	
CS20230722_CLUS_2880	2880 PAG-MRN Pou3f1 Glut_6	
CS20230722_CLUS_2881	2881 PAG-MRN Pou3f1 Glut_6	
CS20230722_CLUS_2882	2882 PAG-MRN Pou3f1 Glut_6	
CS20230722_CLUS_2883	2883 PAG-MRN Pou3f1 Glut_6	
CS20230722_CLUS_2884	2884 MRN Pou3f1 C1ql4 Glut_1	
CS20230722_CLUS_2885	2885 MRN Pou3f1 C1ql4 Glut_1	
CS20230722_CLUS_2886	2886 MRN Pou3f1 C1ql4 Glut_1	
CS20230722_CLUS_2887	2887 MRN Pou3f1 C1ql4 Glut_1	
CS20230722_CLUS_2888	2888 MRN Pou3f1 C1ql4 Glut_1	
CS20230722_CLUS_2889	2889 MRN Pou3f1 C1ql4 Glut_1	
CS20230722_CLUS_2890	2890 MRN Pou3f1 C1ql4 Glut_2	
CS20230722_CLUS_2891	2891 MRN Pou3f1 C1ql4 Glut_2	
CS20230722_CLUS_2892	2892 MRN Pou3f1 C1ql4 Glut_2	
CS20230722_CLUS_2893	2893 MRN Pou3f1 C1ql4 Glut_2	
CS20230722_CLUS_2894	2894 MRN Pou3f1 C1ql4 Glut_2	
CS20230722_CLUS_2895	2895 MRN Pou3f1 C1ql4 Glut_3	
CS20230722_CLUS_2896	2896 MRN Pou3f1 C1ql4 Glut_3	
CS20230722_CLUS_2897	2897 PRC-PAG Tcf7l2 Irx2 Glut_1	
CS20230722_CLUS_2898	2898 PRC-PAG Tcf7l2 Irx2 Glut_1	
CS20230722_CLUS_2899	2899 PRC-PAG Tcf7l2 Irx2 Glut_1	
CS20230722_CLUS_2900	2900 PRC-PAG Tcf7l2 Irx2 Glut_1	
CS20230722_CLUS_2901	2901 PRC-PAG Tcf7l2 Irx2 Glut_1	
CS20230722_CLUS_2902	2902 PRC-PAG Tcf7l2 Irx2 Glut_1	
CS20230722_CLUS_2903	2903 PRC-PAG Tcf7l2 Irx2 Glut_1	
