software_version,cluster_header,clusterName,clusterSize,f_score,precision,recall,TN,FP,FN,TP,marker_count,markers,onTarget,file,markers_symbol
4.1,cluster,3133 PAG Pou4f1 Ebf2 Glut_5,50,0.42452830188679247,0.6428571428571429,0.18,2099,5,41,9,1,['ENSMUSG00000079070'],1.0,cluster_172_PAG_Pou4f1_Ebf2_Glut_individual_results.pkl,Gm3985
4.1,cluster,3134 PAG Pou4f1 Ebf2 Glut_6,50,0.15389876880984954,0.1274787535410765,0.9,1796,308,5,45,1,['ENSMUSG00000030551'],0.0,cluster_172_PAG_Pou4f1_Ebf2_Glut_individual_results.pkl,Nr2f2
4.1,cluster,3135 PAG Pou4f1 Ebf2 Glut_6,50,0.303030303030303,0.27184466019417475,0.56,2029,75,22,28,1,['ENSMUSG00000043659'],0.0685388520359993,cluster_172_PAG_Pou4f1_Ebf2_Glut_individual_results.pkl,Npsr1
4.1,cluster,3136 PAG Pou4f1 Ebf2 Glut_6,50,0.22727272727272727,0.75,0.06,2103,1,47,3,1,['ENSMUSG00000027978'],0.40979743003845215,cluster_172_PAG_Pou4f1_Ebf2_Glut_individual_results.pkl,Prss12
4.1,cluster,3137 PAG Pou4f1 Ebf2 Glut_6,50,0.12461059190031153,0.10810810810810811,0.32,1972,132,34,16,1,['ENSMUSG00000047712'],0.14726153016090393,cluster_172_PAG_Pou4f1_Ebf2_Glut_individual_results.pkl,Ust
4.1,cluster,3138 PAG Pou4f1 Ebf2 Glut_7,32,0.6914893617021276,0.6666666666666666,0.8125,2109,13,6,26,1,['ENSMUSG00000020000'],0.5468078255653381,cluster_172_PAG_Pou4f1_Ebf2_Glut_individual_results.pkl,Moxd1
4.1,cluster,3139 PAG Pou4f1 Ebf2 Glut_7,50,0.7323232323232323,0.7837837837837838,0.58,2096,8,21,29,1,['ENSMUSG00000049001'],1.0,cluster_172_PAG_Pou4f1_Ebf2_Glut_individual_results.pkl,Ndnf
4.1,cluster,3140 PAG Pou4f1 Ebf2 Glut_7,50,0.37837837837837834,0.35,0.56,2052,52,22,28,1,['ENSMUSG00000030994'],0.10479219257831573,cluster_172_PAG_Pou4f1_Ebf2_Glut_individual_results.pkl,D7Ertd443e
4.1,cluster,3141 PAG Pou4f1 Ebf2 Glut_7,50,0.5275229357798165,0.5476190476190477,0.46,2085,19,27,23,1,['ENSMUSG00000085562'],0.0,cluster_172_PAG_Pou4f1_Ebf2_Glut_individual_results.pkl,2610028E06Rik
4.1,cluster,3142 PAG Pou4f1 Ebf2 Glut_8,50,0.46511627906976744,0.46153846153846156,0.48,2076,28,26,24,1,['ENSMUSG00000029659'],0.086847223341465,cluster_172_PAG_Pou4f1_Ebf2_Glut_individual_results.pkl,Medag
4.1,cluster,3143 PAG Pou4f2 Glut_1,50,0.16923076923076924,0.14666666666666667,0.44,1440,128,28,22,1,['ENSMUSG00000001504'],0.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Irx2
4.1,cluster,3144 PAG Pou4f2 Glut_1,50,0.5607476635514018,0.5853658536585366,0.48,1551,17,26,24,1,['ENSMUSG00000041482'],1.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Piezo2
4.1,cluster,3145 PAG Pou4f2 Glut_1,50,0.11257035647279551,0.09448818897637795,0.48,1338,230,26,24,1,['ENSMUSG00000001988'],0.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Npas1
4.1,cluster,3146 PAG Pou4f2 Glut_1,50,0.21806853582554522,0.1891891891891892,0.56,1448,120,22,28,1,['ENSMUSG00000046500'],0.08547702431678772,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Tafa4
4.1,cluster,3147 PAG Pou4f2 Glut_1,50,0.13253012048192772,0.11282051282051282,0.44,1395,173,28,22,1,['ENSMUSG00000089787'],0.07937784492969513,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Gm15825
4.1,cluster,3148 PAG Pou4f2 Glut_1,49,0.30892448512585813,0.27835051546391754,0.5510204081632653,1499,70,22,27,1,['ENSMUSG00000074274'],0.34708088636398315,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,D930028M14Rik
4.1,cluster,3149 PAG Pou4f2 Glut_1,28,0.6081081081081081,0.6,0.6428571428571429,1578,12,10,18,1,['ENSMUSG00000024497'],1.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Pou4f3
4.1,cluster,3150 PAG Pou4f2 Glut_1,45,0.44368600682593856,0.41935483870967744,0.5777777777777777,1537,36,19,26,1,['ENSMUSG00000035456'],1.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Prdm8
4.1,cluster,3151 PAG Pou4f2 Glut_1,50,0.18337408312958436,0.15625,0.6,1406,162,20,30,1,['ENSMUSG00000073530'],0.055394694209098816,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Pappa2
4.1,cluster,3152 PAG Pou4f2 Glut_1,50,0.3181818181818182,0.4666666666666667,0.14,1560,8,43,7,1,['ENSMUSG00000022053'],0.14139039814472198,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Ebf2
4.1,cluster,3153 PAG Pou4f2 Glut_1,50,0.2413127413127413,0.21367521367521367,0.5,1476,92,25,25,1,['ENSMUSG00000051029'],1.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Serpinb1b
4.1,cluster,3154 PAG Pou4f2 Glut_1,50,0.6321839080459771,0.7096774193548387,0.44,1559,9,28,22,1,['ENSMUSG00000058925'],1.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Ccdc192
4.1,cluster,3155 PAG Pou4f2 Glut_1,50,0.467741935483871,0.4461538461538462,0.58,1532,36,21,29,1,['ENSMUSG00000022949'],1.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Clic6
4.1,cluster,3156 PAG Pou4f2 Glut_2,50,0.28443113772455086,0.2676056338028169,0.38,1516,52,31,19,1,['ENSMUSG00000085139'],0.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,A730046J19Rik
4.1,cluster,3157 PAG Pou4f2 Glut_2,50,0.18292682926829268,0.375,0.06,1563,5,47,3,1,['ENSMUSG00000036169'],0.07111336290836334,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Sostdc1
4.1,cluster,3158 PAG Pou4f2 Glut_2,50,0.2389078498293515,0.208955223880597,0.56,1462,106,22,28,1,['ENSMUSG00000068696'],0.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Gpr88
4.1,cluster,3159 PAG Pou4f2 Glut_2,50,0.28969957081545067,0.25961538461538464,0.54,1491,77,23,27,1,['ENSMUSG00000096606'],0.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Tpbgl
4.1,cluster,3160 PAG Pou4f2 Glut_2,50,0.3703703703703704,0.36363636363636365,0.4,1533,35,30,20,1,['ENSMUSG00000046318'],1.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Ccbe1
4.1,cluster,3161 PAG Pou4f2 Glut_2,50,0.43010752688172044,0.47058823529411764,0.32,1550,18,34,16,1,['ENSMUSG00000032034'],0.31168332695961,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Kcnj5
4.1,cluster,3162 PAG Pou4f2 Glut_3,50,0.19854132901134525,0.16554054054054054,0.98,1321,247,1,49,1,['ENSMUSG00000030551'],0.04817430302500725,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Nr2f2
4.1,cluster,3163 PAG Pou4f2 Glut_3,50,0.6578947368421053,0.7142857142857143,0.5,1558,10,25,25,1,['ENSMUSG00000026826'],1.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Nr4a2
4.1,cluster,3164 PAG Pou4f2 Glut_3,50,0.37096774193548393,0.35384615384615387,0.46,1526,42,27,23,1,['ENSMUSG00000040016'],0.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Ptger3
4.1,cluster,3165 PAG Pou4f2 Glut_3,50,0.3526970954356846,0.3148148148148148,0.68,1494,74,16,34,1,['ENSMUSG00000021721'],0.05628536269068718,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Htr1a
4.1,cluster,3166 PAG Pou4f2 Glut_3,50,0.2244165170556553,0.18796992481203006,1.0,1352,216,0,50,1,['ENSMUSG00000030551'],0.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Nr2f2
4.1,cluster,3167 PAG Pou4f2 Glut_4,50,0.7142857142857143,0.723404255319149,0.68,1555,13,16,34,1,['ENSMUSG00000024998'],1.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Plce1
4.1,cluster,3168 PAG Pou4f2 Glut_4,46,0.5451127819548872,0.5272727272727272,0.6304347826086957,1546,26,17,29,1,['ENSMUSG00000029917'],0.6902852058410645,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Qrfprl
4.1,cluster,3169 PAG Pou4f2 Glut_4,50,0.25132275132275134,0.23170731707317074,0.38,1505,63,31,19,1,['ENSMUSG00000043456'],0.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Zfp536
4.1,cluster,3170 PAG Pou4f2 Glut_4,50,0.45714285714285713,0.4266666666666667,0.64,1525,43,18,32,1,['ENSMUSG00000019787'],1.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Trdn
4.1,cluster,3171 PAG Pou4f2 Glut_4,50,0.2366255144032922,0.21100917431192662,0.46,1482,86,27,23,1,['ENSMUSG00000056296'],0.1503111571073532,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Synpr
4.1,cluster,3172 PAG Pou4f2 Glut_5,50,0.40540540540540543,0.4186046511627907,0.36,1543,25,32,18,1,['ENSMUSG00000024421'],1.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Lama3
4.1,cluster,3173 PAG Pou4f2 Glut_5,50,0.6404958677685951,0.6458333333333334,0.62,1551,17,19,31,1,['ENSMUSG00000030249'],1.0,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Abcc9
4.1,cluster,3174 PAG Pou4f2 Glut_5,50,0.23371104815864024,0.20121951219512196,0.66,1437,131,17,33,1,['ENSMUSG00000034324'],0.08716359734535217,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Tmem132c
4.1,cluster,3175 PAG Pou4f2 Glut_5,50,0.3947368421052631,0.3888888888888889,0.42,1535,33,29,21,1,['ENSMUSG00000024907'],0.29886749386787415,cluster_173_PAG_Pou4f2_Glut_individual_results.pkl,Gal
4.1,cluster,3176 PAG Pou4f2 Mesi2 Glut_1,50,0.3795811518324607,0.3493975903614458,0.58,1218,54,21,29,1,['ENSMUSG00000055653'],1.0,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Gpc3
4.1,cluster,3177 PAG Pou4f2 Mesi2 Glut_1,50,0.3260869565217391,0.4090909090909091,0.18,1259,13,41,9,1,['ENSMUSG00000030342'],0.0,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Cd9
4.1,cluster,3178 PAG Pou4f2 Mesi2 Glut_1,50,0.40404040404040403,0.43243243243243246,0.32,1251,21,34,16,1,['ENSMUSG00000053219'],0.3338376581668854,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Raet1e
4.1,cluster,3179 PAG Pou4f2 Mesi2 Glut_1,39,0.6060606060606061,0.5833333333333334,0.717948717948718,1263,20,11,28,1,['ENSMUSG00000056380'],1.0,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Gpr50
4.1,cluster,3180 PAG Pou4f2 Mesi2 Glut_1,50,0.5555555555555556,0.7368421052631579,0.28,1267,5,36,14,1,['ENSMUSG00000053279'],0.0,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Aldh1a1
4.1,cluster,3181 PAG Pou4f2 Mesi2 Glut_2,50,0.27056277056277056,0.24271844660194175,0.5,1194,78,25,25,1,['ENSMUSG00000086541'],0.3619529902935028,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Has2os
4.1,cluster,3182 PAG Pou4f2 Mesi2 Glut_2,50,0.6774193548387097,0.6461538461538462,0.84,1249,23,8,42,1,['ENSMUSG00000034683'],1.0,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Ppp1r1c
4.1,cluster,3183 PAG Pou4f2 Mesi2 Glut_2,50,0.33834586466165417,0.3333333333333333,0.36,1236,36,32,18,1,['ENSMUSG00000021055'],0.19876085221767426,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Esr2
4.1,cluster,3184 PAG Pou4f2 Mesi2 Glut_2,50,0.39877300613496935,0.37681159420289856,0.52,1229,43,24,26,1,['ENSMUSG00000044748'],0.2640887200832367,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Defb1
4.1,cluster,3185 PAG Pou4f2 Mesi2 Glut_2,50,0.4794520547945206,0.5833333333333334,0.28,1262,10,36,14,1,['ENSMUSG00000075270'],0.08177541941404343,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Pde11a
4.1,cluster,3186 PAG Pou4f2 Mesi2 Glut_2,50,0.4518072289156626,0.5172413793103449,0.3,1258,14,35,15,1,['ENSMUSG00000026483'],0.0,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Fam129a
4.1,cluster,3187 PAG Pou4f2 Mesi2 Glut_2,50,0.8663366336633662,0.9210526315789473,0.7,1269,3,15,35,1,['ENSMUSG00000036198'],1.0,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Arhgap36
4.1,cluster,3188 PAG Pou4f2 Mesi2 Glut_3,50,0.5617977528089887,0.625,0.4,1260,12,30,20,1,['ENSMUSG00000037681'],1.0,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Esyt3
4.1,cluster,3189 PAG Pou4f2 Mesi2 Glut_3,50,0.747422680412371,0.8055555555555556,0.58,1265,7,21,29,1,['ENSMUSG00000049796'],1.0,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Crh
4.1,cluster,3190 PAG Pou4f2 Mesi2 Glut_3,50,0.5555555555555556,0.7368421052631579,0.28,1267,5,36,14,1,['ENSMUSG00000085139'],0.5234072208404541,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,A730046J19Rik
4.1,cluster,3191 PAG Pou4f2 Mesi2 Glut_3,50,0.2735562310030395,0.23684210526315788,0.72,1156,116,14,36,1,['ENSMUSG00000100005'],0.07342575490474701,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,B130024G19Rik
4.1,cluster,3192 PAG Pou4f2 Mesi2 Glut_3,50,0.5284552845528455,0.5306122448979592,0.52,1249,23,24,26,1,['ENSMUSG00000004366'],0.5728572607040405,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Sst
4.1,cluster,3193 PAG Pou4f2 Mesi2 Glut_4,50,0.37644787644787636,0.3333333333333333,0.78,1194,78,11,39,1,['ENSMUSG00000032532'],0.27324530482292175,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Cck
4.1,cluster,3194 PAG Pou4f2 Mesi2 Glut_4,50,0.22304832713754644,0.19672131147540983,0.48,1174,98,26,24,1,['ENSMUSG00000021614'],0.2659446895122528,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Vcan
4.1,cluster,3195 PAG Pou4f2 Mesi2 Glut_4,50,0.6775700934579438,0.7073170731707317,0.58,1260,12,21,29,1,['ENSMUSG00000022053'],1.0,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Ebf2
4.1,cluster,3196 PAG Pou4f2 Mesi2 Glut_5,50,0.2662721893491124,0.25,0.36,1218,54,32,18,1,['ENSMUSG00000037362'],0.0,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Ccn3
4.1,cluster,3197 PAG Pou4f2 Mesi2 Glut_5,33,0.24316109422492402,0.21621621621621623,0.48484848484848486,1231,58,17,16,1,['ENSMUSG00000005716'],0.0,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Pvalb
4.1,cluster,3198 PAG Pou4f2 Mesi2 Glut_5,50,0.6958762886597939,0.75,0.54,1263,9,23,27,1,['ENSMUSG00000028003'],1.0,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Lrat
4.1,cluster,3199 PAG Pou4f2 Mesi2 Glut_5,50,0.45321637426900585,0.4246575342465753,0.62,1230,42,19,31,1,['ENSMUSG00000031738'],0.15259140729904175,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Irx6
4.1,cluster,3200 PAG Pou4f2 Mesi2 Glut_6,50,0.5841121495327103,0.6097560975609756,0.5,1256,16,25,25,1,['ENSMUSG00000031654'],1.0,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Cbln1
4.1,cluster,3201 PAG Pou4f2 Mesi2 Glut_6,50,0.37671232876712335,0.3402061855670103,0.66,1208,64,17,33,1,['ENSMUSG00000025400'],0.1268734335899353,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,Tac2
4.1,cluster,3202 PAG Pou4f2 Mesi2 Glut_6,50,0.3685258964143427,0.3274336283185841,0.74,1196,76,13,37,1,['ENSMUSG00000058665'],0.15911510586738586,cluster_174_PAG_Pou4f2_Mesi2_Glut_individual_results.pkl,En1
4.1,cluster,3203 SC Bnc2 Glut_1,50,0.323943661971831,0.2787878787878788,0.92,226,119,4,46,1,['ENSMUSG00000027210'],0.29285603761672974,cluster_175_SC_Bnc2_Glut_individual_results.pkl,Meis2
4.1,cluster,3204 SC Bnc2 Glut_2,50,0.6701030927835051,0.7222222222222222,0.52,335,10,24,26,1,['ENSMUSG00000047259'],1.0,cluster_175_SC_Bnc2_Glut_individual_results.pkl,Mc4r
4.1,cluster,3205 SC Bnc2 Glut_2,50,0.6355932203389831,0.8823529411764706,0.3,343,2,35,15,1,['ENSMUSG00000052942'],0.0,cluster_175_SC_Bnc2_Glut_individual_results.pkl,Glis3
4.1,cluster,3206 SC Bnc2 Glut_3,50,0.7110091743119267,0.7380952380952381,0.62,334,11,19,31,1,['ENSMUSG00000031688'],1.0,cluster_175_SC_Bnc2_Glut_individual_results.pkl,Pou4f2
4.1,cluster,3207 SC Bnc2 Glut_3,50,0.6690140845070421,0.8260869565217391,0.38,341,4,31,19,1,['ENSMUSG00000029086'],0.0,cluster_175_SC_Bnc2_Glut_individual_results.pkl,Prom1
4.1,cluster,3208 SC Bnc2 Glut_3,45,0.7239819004524888,0.7272727272727273,0.7111111111111111,338,12,13,32,1,['ENSMUSG00000026398'],1.0,cluster_175_SC_Bnc2_Glut_individual_results.pkl,Nr5a2
4.1,cluster,3209 SC Bnc2 Glut_4,50,0.5095541401273885,0.48484848484848486,0.64,311,34,18,32,1,['ENSMUSG00000045518'],0.49659183621406555,cluster_175_SC_Bnc2_Glut_individual_results.pkl,Onecut3
4.1,cluster,3210 SC Bnc2 Glut_4,50,0.8448275862068965,0.8166666666666667,0.98,334,11,1,49,1,['ENSMUSG00000025927'],1.0,cluster_175_SC_Bnc2_Glut_individual_results.pkl,Tfap2b
4.1,cluster,3211 SCig Foxb1 Glut_1,50,0.3005464480874317,0.27848101265822783,0.44,1385,57,28,22,1,['ENSMUSG00000037225'],0.0,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Fgf2
4.1,cluster,3212 SCig Foxb1 Glut_1,50,0.3231292517006803,0.3114754098360656,0.38,1400,42,31,19,1,['ENSMUSG00000035305'],0.0,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Ror1
4.1,cluster,3213 SCig Foxb1 Glut_1,50,0.25303643724696356,0.22522522522522523,0.5,1356,86,25,25,1,['ENSMUSG00000047139'],0.0,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Cd24a
4.1,cluster,3214 SCig Foxb1 Glut_1,50,0.3735632183908046,0.41935483870967744,0.26,1424,18,37,13,1,['ENSMUSG00000045532'],0.05060998722910881,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,C1ql1
4.1,cluster,3215 SCig Foxb1 Glut_1,50,0.20080321285140565,0.17857142857142858,0.4,1350,92,30,20,1,['ENSMUSG00000034009'],0.2614402174949646,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Rxfp1
4.1,cluster,3216 SCig Foxb1 Glut_1,50,0.5844155844155845,0.6923076923076923,0.36,1434,8,32,18,1,['ENSMUSG00000034009'],0.5369240641593933,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Rxfp1
4.1,cluster,3217 SCig Foxb1 Glut_1,50,0.2076124567474049,0.18181818181818182,0.48,1334,108,26,24,1,['ENSMUSG00000035258'],0.0,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Abi3bp
4.1,cluster,3218 SCig Foxb1 Glut_1,50,0.34313725490196084,0.328125,0.42,1399,43,29,21,1,['ENSMUSG00000030607'],0.0,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Acan
4.1,cluster,3219 SCig Foxb1 Glut_1,50,0.32019704433497537,0.29213483146067415,0.52,1379,63,24,26,1,['ENSMUSG00000035551'],0.0,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Igfbpl1
4.1,cluster,3220 SCig Foxb1 Glut_1,50,0.27202072538860106,0.25,0.42,1379,63,29,21,1,['ENSMUSG00000032332'],0.0,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Col12a1
4.1,cluster,3221 SCig Foxb1 Glut_2,50,0.25933609958506226,0.23148148148148148,0.5,1359,83,25,25,1,['ENSMUSG00000034009'],0.10239802300930023,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Rxfp1
4.1,cluster,3222 SCig Foxb1 Glut_2,50,0.4069767441860465,0.35507246376811596,0.98,1353,89,1,49,1,['ENSMUSG00000024985'],0.11206742376089096,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Tcf7l2
4.1,cluster,3223 SCig Foxb1 Glut_2,50,0.3680981595092025,0.34782608695652173,0.48,1397,45,26,24,1,['ENSMUSG00000051354'],0.0,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Samd3
4.1,cluster,3224 SCig Foxb1 Glut_2,50,0.6818181818181818,0.7297297297297297,0.54,1432,10,23,27,1,['ENSMUSG00000034683'],1.0,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Ppp1r1c
4.1,cluster,3225 SCig Foxb1 Glut_2,50,0.34313725490196084,0.328125,0.42,1399,43,29,21,1,['ENSMUSG00000021994'],0.12527364492416382,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Wnt5a
4.1,cluster,3226 SCig Foxb1 Glut_2,50,0.45454545454545453,0.4864864864864865,0.36,1423,19,32,18,1,['ENSMUSG00000032724'],0.05929766967892647,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Abtb2
4.1,cluster,3227 SCig Foxb1 Glut_3,50,0.328054298642534,0.29591836734693877,0.58,1373,69,21,29,1,['ENSMUSG00000100005'],0.44636616110801697,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,B130024G19Rik
4.1,cluster,3228 SCig Foxb1 Glut_3,50,0.45238095238095233,0.475,0.38,1421,21,31,19,1,['ENSMUSG00000024697'],1.0,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Gna14
4.1,cluster,3229 SCig Foxb1 Glut_3,50,0.3311258278145695,0.31746031746031744,0.4,1399,43,30,20,1,['ENSMUSG00000016918'],0.0,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Sulf1
4.1,cluster,3230 SCig Foxb1 Glut_3,50,0.2843601895734597,0.25806451612903225,0.48,1373,69,26,24,1,['ENSMUSG00000022053'],0.3048842251300812,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Ebf2
4.1,cluster,3231 SCig Foxb1 Glut_3,50,0.3102189781021898,0.30357142857142855,0.34,1403,39,33,17,1,['ENSMUSG00000043659'],0.07243657857179642,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Npsr1
4.1,cluster,3232 SCig Foxb1 Glut_3,50,0.30534351145038163,0.3018867924528302,0.32,1405,37,34,16,1,['ENSMUSG00000055312'],0.04572566971182823,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Them7
4.1,cluster,3233 SCig Foxb1 Glut_3,50,0.6291390728476821,0.6031746031746031,0.76,1417,25,12,38,1,['ENSMUSG00000100005'],1.0,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,B130024G19Rik
4.1,cluster,3234 SCig Foxb1 Glut_4,50,0.4069767441860465,0.40384615384615385,0.42,1411,31,29,21,1,['ENSMUSG00000030559'],0.0,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Rab38
4.1,cluster,3235 SCig Foxb1 Glut_4,50,0.4640718562874251,0.43661971830985913,0.62,1402,40,19,31,1,['ENSMUSG00000055110'],1.0,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,A630012P03Rik
4.1,cluster,3236 SCig Foxb1 Glut_4,50,0.4816513761467891,0.5,0.42,1421,21,29,21,1,['ENSMUSG00000001988'],1.0,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Npas1
4.1,cluster,3237 SCig Foxb1 Glut_4,50,0.21739130434782605,0.20588235294117646,0.28,1388,54,36,14,1,['ENSMUSG00000041481'],0.12582403421401978,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Serpina3g
4.1,cluster,3238 SCig Foxb1 Glut_4,50,0.3832116788321168,0.375,0.42,1407,35,29,21,1,['ENSMUSG00000032769'],0.3244756758213043,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Trpa1
4.1,cluster,3239 SCig Foxb1 Glut_4,50,0.2372262773722628,0.23214285714285715,0.26,1399,43,37,13,1,['ENSMUSG00000037101'],0.20088495314121246,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Ttc29
4.1,cluster,3240 SCig Foxb1 Glut_4,42,0.425531914893617,0.4,0.5714285714285714,1414,36,18,24,1,['ENSMUSG00000028487'],0.0,cluster_176_SCig_Foxb1_Glut_individual_results.pkl,Bnc2
4.1,cluster,3241 SCig-an-PPT Foxb1 Glut_1,50,0.7,0.84,0.42,461,4,29,21,1,['ENSMUSG00000070469'],0.0,cluster_177_SCig-an-PPT_Foxb1_Glut_individual_results.pkl,Adamtsl3
4.1,cluster,3242 SCig-an-PPT Foxb1 Glut_1,50,0.548780487804878,0.5510204081632653,0.54,443,22,23,27,1,['ENSMUSG00000050447'],1.0,cluster_177_SCig-an-PPT_Foxb1_Glut_individual_results.pkl,Lypd6
4.1,cluster,3243 SCig-an-PPT Foxb1 Glut_1,49,0.5862068965517242,0.7083333333333334,0.3469387755102041,459,7,32,17,1,['ENSMUSG00000069372'],0.0,cluster_177_SCig-an-PPT_Foxb1_Glut_individual_results.pkl,Ctxn3
4.1,cluster,3244 SCig-an-PPT Foxb1 Glut_1,50,0.6593406593406593,0.7272727272727273,0.48,456,9,26,24,1,['ENSMUSG00000064179'],0.0,cluster_177_SCig-an-PPT_Foxb1_Glut_individual_results.pkl,Tnnt1
4.1,cluster,3245 SCig-an-PPT Foxb1 Glut_1,50,0.6756756756756757,0.6976744186046512,0.6,452,13,20,30,1,['ENSMUSG00000030669'],1.0,cluster_177_SCig-an-PPT_Foxb1_Glut_individual_results.pkl,Calca
4.1,cluster,3246 SCig-an-PPT Foxb1 Glut_1,50,0.7876712328767125,0.9583333333333334,0.46,464,1,27,23,1,['ENSMUSG00000032291'],0.0,cluster_177_SCig-an-PPT_Foxb1_Glut_individual_results.pkl,Crabp1
