software_version,cluster_header,clusterName,clusterSize,f_score,precision,recall,TN,FP,FN,TP,marker_count,markers,onTarget,file
4.1,cluster,2470 PMv-TMv Pitx2 Glut_3,50,0.5198019801980199,0.5526315789473685,0.42,633,17,29,21,1,['ENSMUSG00000032291'],0.0,cluster_136_PMv-TMv_Pitx2_Glut_results.csv
4.1,cluster,2471 PMv-TMv Pitx2 Glut_3,50,0.0,0.0,0.0,650,0,50,0,3,"['ENSMUSG00000063531', 'ENSMUSG00000046314', 'ENSMUSG00000021609']",0.0,cluster_136_PMv-TMv_Pitx2_Glut_results.csv
4.1,cluster,2472 PMv-TMv Pitx2 Glut_3,50,0.5454545454545454,0.8,0.24,647,3,38,12,1,['ENSMUSG00000026832'],0.0,cluster_136_PMv-TMv_Pitx2_Glut_results.csv
4.1,cluster,2473 PMv-TMv Pitx2 Glut_3,50,0.4320987654320988,0.5,0.28,636,14,36,14,2,"['ENSMUSG00000027765', 'ENSMUSG00000050830']",0.0805456489324569,cluster_136_PMv-TMv_Pitx2_Glut_results.csv
4.1,cluster,2474 PH-an Pitx2 Glut_1,50,0.4938271604938271,0.5714285714285714,0.32,265,12,34,16,1,['ENSMUSG00000024376'],0.0,cluster_137_PH-an_Pitx2_Glut_results.csv
4.1,cluster,2475 PH-an Pitx2 Glut_1,50,0.5970149253731342,0.7619047619047619,0.32,272,5,34,16,1,['ENSMUSG00000036466'],0.0,cluster_137_PH-an_Pitx2_Glut_results.csv
4.1,cluster,2476 PH-an Pitx2 Glut_2,50,0.5333333333333333,0.64,0.32,268,9,34,16,1,['ENSMUSG00000032269'],0.0,cluster_137_PH-an_Pitx2_Glut_results.csv
4.1,cluster,2477 PH-an Pitx2 Glut_2,50,0.4999999999999999,0.9,0.18,276,1,41,9,2,"['ENSMUSG00000022053', 'ENSMUSG00000024027']",0.0,cluster_137_PH-an_Pitx2_Glut_results.csv
4.1,cluster,2478 PH-an Pitx2 Glut_2,27,0.8267716535433072,0.84,0.7777777777777778,296,4,6,21,1,['ENSMUSG00000028197'],1.0,cluster_137_PH-an_Pitx2_Glut_results.csv
4.1,cluster,2479 PH-an Pitx2 Glut_2,50,0.7242990654205607,0.7560975609756098,0.62,267,10,19,31,1,['ENSMUSG00000066197'],1.0,cluster_137_PH-an_Pitx2_Glut_results.csv
4.1,cluster,2480 PH-an Pitx2 Glut_2,50,0.3431372549019608,0.5384615384615384,0.14,271,6,43,7,2,"['ENSMUSG00000062151', 'ENSMUSG00000022894']",0.1105275377631187,cluster_137_PH-an_Pitx2_Glut_results.csv
4.1,cluster,2481 PH Pitx2 Glut_1,50,0.1724137931034483,1.0,0.04,757,0,48,2,2,"['ENSMUSG00000041046', 'ENSMUSG00000085336']",0.0,cluster_138_PH_Pitx2_Glut_results.csv
4.1,cluster,2482 PH Pitx2 Glut_1,50,0.590909090909091,0.8666666666666667,0.26,755,2,37,13,2,"['ENSMUSG00000034009', 'ENSMUSG00000056162']",0.2429317533969879,cluster_138_PH_Pitx2_Glut_results.csv
4.1,cluster,2483 PH Pitx2 Glut_1,50,0.4999999999999999,0.5666666666666667,0.34,744,13,33,17,1,['ENSMUSG00000020123'],0.0,cluster_138_PH_Pitx2_Glut_results.csv
4.1,cluster,2484 PH Pitx2 Glut_1,50,0.3048780487804878,0.625,0.1,754,3,45,5,2,"['ENSMUSG00000028004', 'ENSMUSG00000035451']",0.1272049248218536,cluster_138_PH_Pitx2_Glut_results.csv
4.1,cluster,2485 PH Pitx2 Glut_2,50,0.0,0.0,0.0,757,0,50,0,4,"['ENSMUSG00000028023', 'ENSMUSG00000100005', 'ENSMUSG00000031736', 'ENSMUSG00000046782']",0.0610650442540645,cluster_138_PH_Pitx2_Glut_results.csv
4.1,cluster,2486 PH Pitx2 Glut_2,50,0.4477611940298507,0.5714285714285714,0.24,748,9,38,12,1,['ENSMUSG00000045518'],0.0,cluster_138_PH_Pitx2_Glut_results.csv
4.1,cluster,2487 PH Pitx2 Glut_2,50,0.4870129870129869,0.5769230769230769,0.3,746,11,35,15,1,['ENSMUSG00000043719'],0.0,cluster_138_PH_Pitx2_Glut_results.csv
4.1,cluster,2488 PH Pitx2 Glut_2,45,0.6375838926174496,0.7307692307692307,0.4222222222222222,755,7,26,19,2,"['ENSMUSG00000034810', 'ENSMUSG00000040254']",0.8514591455459595,cluster_138_PH_Pitx2_Glut_results.csv
4.1,cluster,2489 PH Pitx2 Glut_2,50,0.5597014925373135,0.7142857142857143,0.3,751,6,35,15,2,"['ENSMUSG00000031491', 'ENSMUSG00000024697']",0.5,cluster_138_PH_Pitx2_Glut_results.csv
4.1,cluster,2490 PH Pitx2 Glut_2,15,0.2968036529680365,0.2549019607843137,0.8666666666666667,754,38,2,13,1,['ENSMUSG00000046318'],1.0,cluster_138_PH_Pitx2_Glut_results.csv
4.1,cluster,2491 PH Pitx2 Glut_2,50,0.5970149253731342,0.7619047619047619,0.32,752,5,34,16,1,['ENSMUSG00000005611'],0.0,cluster_138_PH_Pitx2_Glut_results.csv
4.1,cluster,2492 PH Pitx2 Glut_2,50,0.5633802816901409,0.6956521739130435,0.32,750,7,34,16,1,['ENSMUSG00000022371'],0.0,cluster_138_PH_Pitx2_Glut_results.csv
4.1,cluster,2493 PH Pitx2 Glut_2,47,0.628930817610063,0.7142857142857143,0.425531914893617,752,8,27,20,1,['ENSMUSG00000040969'],0.0,cluster_138_PH_Pitx2_Glut_results.csv
4.1,cluster,2494 PH Pitx2 Glut_2,50,0.5379746835443038,0.6296296296296297,0.34,747,10,33,17,1,['ENSMUSG00000042282'],0.0,cluster_138_PH_Pitx2_Glut_results.csv
4.1,cluster,2495 PH Pitx2 Glut_2,50,0.6779661016949152,0.9411764705882352,0.32,756,1,34,16,2,"['ENSMUSG00000029802', 'ENSMUSG00000019890']",0.2820689380168915,cluster_138_PH_Pitx2_Glut_results.csv
4.1,cluster,2496 PH Pitx2 Glut_2,50,0.3658536585365853,0.75,0.12,755,2,44,6,1,['ENSMUSG00000117541'],0.0,cluster_138_PH_Pitx2_Glut_results.csv
4.1,cluster,2497 PH Pitx2 Glut_2,50,0.6849315068493151,0.8333333333333334,0.4,753,4,30,20,2,"['ENSMUSG00000030043', 'ENSMUSG00000052551']",0.5459731817245483,cluster_138_PH_Pitx2_Glut_results.csv
4.1,cluster,2498 PH-LHA Foxb1 Glut_1,50,0.2857142857142857,0.8,0.08,1127,1,46,4,2,"['ENSMUSG00000079502', 'ENSMUSG00000022860']",0.0,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2499 PH-LHA Foxb1 Glut_1,50,0.7178217821782179,0.7631578947368421,0.58,1119,9,21,29,1,['ENSMUSG00000031997'],1.0,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2500 PH-LHA Foxb1 Glut_1,50,0.5384615384615385,0.7,0.28,1122,6,36,14,1,['ENSMUSG00000024043'],0.0,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2501 PH-LHA Foxb1 Glut_1,50,0.6578947368421052,0.9375,0.3,1127,1,35,15,2,"['ENSMUSG00000028736', 'ENSMUSG00000032776']",0.1612090766429901,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2502 PH-LHA Foxb1 Glut_1,50,0.5097087378640776,0.5384615384615384,0.42,1110,18,29,21,1,['ENSMUSG00000047161'],0.0,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2503 PH-LHA Foxb1 Glut_1,38,0.7432432432432432,0.717391304347826,0.868421052631579,1127,13,5,33,1,['ENSMUSG00000035187'],1.0,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2504 PH-LHA Foxb1 Glut_1,50,0.6422018348623854,0.6666666666666666,0.56,1114,14,22,28,1,['ENSMUSG00000100005'],1.0,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2505 PH-LHA Foxb1 Glut_2,50,0.5412371134020619,0.5833333333333334,0.42,1113,15,29,21,2,"['ENSMUSG00000045648', 'ENSMUSG00000020000']",0.5347886085510254,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2506 PH-LHA Foxb1 Glut_2,50,0.5722891566265059,0.6551724137931034,0.38,1118,10,31,19,1,['ENSMUSG00000037362'],0.0,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2507 PH-LHA Foxb1 Glut_2,50,0.0,0.0,0.0,1128,0,50,0,3,"['ENSMUSG00000043441', 'ENSMUSG00000019890', 'ENSMUSG00000022309']",0.0,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2508 PH-LHA Foxb1 Glut_2,50,0.6716417910447761,0.8571428571428571,0.36,1125,3,32,18,1,['ENSMUSG00000026042'],0.0,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2509 PH-LHA Foxb1 Glut_3,50,0.5555555555555556,1.0,0.2,1128,0,40,10,1,['ENSMUSG00000086058'],0.0,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2510 PH-LHA Foxb1 Glut_3,50,0.4444444444444445,0.8,0.16,1126,2,42,8,2,"['ENSMUSG00000085257', 'ENSMUSG00000054667']",0.1038306802511215,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2511 PH-LHA Foxb1 Glut_3,50,0.2906976744186046,0.5555555555555556,0.1,1124,4,45,5,3,"['ENSMUSG00000050558', 'ENSMUSG00000102362', 'ENSMUSG00000043659']",0.0,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2512 PH-LHA Foxb1 Glut_3,50,0.5291970802919709,0.5178571428571429,0.58,1101,27,21,29,1,['ENSMUSG00000034738'],1.0,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2513 PH-LHA Foxb1 Glut_3,50,0.0925925925925925,1.0,0.02,1128,0,49,1,3,"['ENSMUSG00000029917', 'ENSMUSG00000052374', 'ENSMUSG00000047507']",0.2284978777170181,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2514 PH-LHA Foxb1 Glut_3,40,0.6547619047619048,1.0,0.275,1138,0,29,11,2,"['ENSMUSG00000055632', 'ENSMUSG00000027792']",0.5,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2515 PH-LHA Foxb1 Glut_4,50,0.6198347107438017,0.625,0.6,1110,18,20,30,1,['ENSMUSG00000040181'],1.0,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2516 PH-LHA Foxb1 Glut_4,50,0.6578947368421052,0.9375,0.3,1127,1,35,15,1,['ENSMUSG00000052942'],0.0,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2517 PH-LHA Foxb1 Glut_5,50,0.5188679245283019,0.7857142857142857,0.22,1125,3,39,11,2,"['ENSMUSG00000036907', 'ENSMUSG00000046818']",0.2485988438129425,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2518 PH-LHA Foxb1 Glut_5,50,0.5508474576271186,0.7647058823529411,0.26,1124,4,37,13,2,"['ENSMUSG00000032377', 'ENSMUSG00000020090']",0.7711331248283386,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2519 PH-LHA Foxb1 Glut_6,50,0.9251968503937008,0.9215686274509804,0.94,1124,4,3,47,1,['ENSMUSG00000025400'],1.0,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2520 PH-LHA Foxb1 Glut_7,50,0.6716417910447761,0.8571428571428571,0.36,1125,3,32,18,1,['ENSMUSG00000022876'],0.0,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2521 PH-LHA Foxb1 Glut_7,50,0.0,0.0,0.0,1123,5,50,0,2,"['ENSMUSG00000059246', 'ENSMUSG00000021743']",0.0235942974686622,cluster_139_PH-LHA_Foxb1_Glut_results.csv
4.1,cluster,2522 PMd-LHA Foxb1 Glut_1,50,0.6028368794326241,0.5862068965517241,0.68,626,24,16,34,1,['ENSMUSG00000019768'],1.0,cluster_140_PMd-LHA_Foxb1_Glut_results.csv
4.1,cluster,2523 PMd-LHA Foxb1 Glut_1,50,0.4651162790697674,0.8888888888888888,0.16,649,1,42,8,2,"['ENSMUSG00000051920', 'ENSMUSG00000036357']",0.1412444859743118,cluster_140_PMd-LHA_Foxb1_Glut_results.csv
4.1,cluster,2524 PMd-LHA Foxb1 Glut_2,50,0.5555555555555556,1.0,0.2,650,0,40,10,2,"['ENSMUSG00000005087', 'ENSMUSG00000050558']",0.0,cluster_140_PMd-LHA_Foxb1_Glut_results.csv
4.1,cluster,2525 PMd-LHA Foxb1 Glut_2,50,0.6343283582089552,0.8095238095238095,0.34,646,4,33,17,2,"['ENSMUSG00000032532', 'ENSMUSG00000023886']",0.0628706216812133,cluster_140_PMd-LHA_Foxb1_Glut_results.csv
4.1,cluster,2526 PMd-LHA Foxb1 Glut_2,50,0.5693069306930693,0.6052631578947368,0.46,635,15,27,23,1,['ENSMUSG00000024027'],0.0,cluster_140_PMd-LHA_Foxb1_Glut_results.csv
4.1,cluster,2527 PMd-LHA Foxb1 Glut_2,50,0.5952380952380953,0.7894736842105263,0.3,646,4,35,15,2,"['ENSMUSG00000028031', 'ENSMUSG00000019880']",0.1665929704904556,cluster_140_PMd-LHA_Foxb1_Glut_results.csv
4.1,cluster,2528 PMd-LHA Foxb1 Glut_2,50,0.6927710843373495,0.7931034482758621,0.46,644,6,27,23,1,['ENSMUSG00000063564'],0.0,cluster_140_PMd-LHA_Foxb1_Glut_results.csv
4.1,cluster,2529 PMd-LHA Foxb1 Glut_2,50,0.7307692307692308,0.95,0.38,649,1,31,19,1,['ENSMUSG00000046321'],0.0,cluster_140_PMd-LHA_Foxb1_Glut_results.csv
4.1,cluster,2530 PMd-LHA Foxb1 Glut_2,50,0.4999999999999999,0.9,0.18,649,1,41,9,2,"['ENSMUSG00000048251', 'ENSMUSG00000053441']",0.0837208405137062,cluster_140_PMd-LHA_Foxb1_Glut_results.csv
4.1,cluster,2531 PMd-LHA Foxb1 Glut_2,50,0.6153846153846154,0.8,0.32,646,4,34,16,2,"['ENSMUSG00000040113', 'ENSMUSG00000013611']",0.5,cluster_140_PMd-LHA_Foxb1_Glut_results.csv
4.1,cluster,2532 PMd-LHA Foxb1 Glut_2,50,0.5970149253731342,0.7619047619047619,0.32,645,5,34,16,1,['ENSMUSG00000031613'],0.0,cluster_140_PMd-LHA_Foxb1_Glut_results.csv
4.1,cluster,2533 PMd-LHA Foxb1 Glut_3,50,0.6779661016949152,0.9411764705882352,0.32,649,1,34,16,2,"['ENSMUSG00000075270', 'ENSMUSG00000113429']",0.6567651629447937,cluster_140_PMd-LHA_Foxb1_Glut_results.csv
4.1,cluster,2534 PMd-LHA Foxb1 Glut_3,50,0.4651162790697674,0.8888888888888888,0.16,649,1,42,8,2,"['ENSMUSG00000043659', 'ENSMUSG00000005268']",0.2112618535757064,cluster_140_PMd-LHA_Foxb1_Glut_results.csv
4.1,cluster,2535 PMd-LHA Foxb1 Glut_3,50,0.7203389830508474,1.0,0.34,650,0,33,17,2,"['ENSMUSG00000037610', 'ENSMUSG00000031283']",0.6443853378295898,cluster_140_PMd-LHA_Foxb1_Glut_results.csv
4.1,cluster,2536 PH-SUM Foxa1 Glut_1,50,0.6884057971014493,0.8636363636363636,0.38,1345,3,31,19,2,"['ENSMUSG00000001504', 'ENSMUSG00000022860']",1.0,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2537 PH-SUM Foxa1 Glut_1,50,0.3823529411764707,0.4333333333333333,0.26,1331,17,37,13,1,['ENSMUSG00000030562'],0.0,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2538 PH-SUM Foxa1 Glut_1,50,0.2564102564102564,0.5714285714285714,0.08,1345,3,46,4,2,"['ENSMUSG00000053963', 'ENSMUSG00000018819']",0.0,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2539 PH-SUM Foxa1 Glut_1,50,0.4268292682926829,0.875,0.14,1347,1,43,7,2,"['ENSMUSG00000061762', 'ENSMUSG00000023963']",0.0,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2540 PH-SUM Foxa1 Glut_2,50,0.5102040816326532,0.8333333333333334,0.2,1346,2,40,10,2,"['ENSMUSG00000037025', 'ENSMUSG00000031492']",0.1413850486278534,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2541 PH-SUM Foxa1 Glut_2,50,0.4069767441860465,0.7777777777777778,0.14,1346,2,43,7,2,"['ENSMUSG00000056494', 'ENSMUSG00000085139']",0.0,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2542 PH-SUM Foxa1 Glut_2,50,0.6493506493506493,0.7692307692307693,0.4,1342,6,30,20,2,"['ENSMUSG00000054160', 'ENSMUSG00000046321']",0.2516003549098968,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2543 PH-SUM Foxa1 Glut_3,50,0.7633587786259542,0.7547169811320755,0.8,1335,13,10,40,1,['ENSMUSG00000028736'],1.0,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2544 PH-SUM Foxa1 Glut_3,50,0.4999999999999999,0.9,0.18,1347,1,41,9,3,"['ENSMUSG00000031492', 'ENSMUSG00000031738', 'ENSMUSG00000053441']",0.2223612368106842,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2545 PH-SUM Foxa1 Glut_3,50,0.0,0.0,0.0,1348,0,50,0,3,"['ENSMUSG00000042064', 'ENSMUSG00000047143', 'ENSMUSG00000035451']",0.0,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2546 PH-SUM Foxa1 Glut_3,50,0.6521739130434782,0.8181818181818182,0.36,1344,4,32,18,2,"['ENSMUSG00000049001', 'ENSMUSG00000100005']",0.3510898351669311,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2547 PH-SUM Foxa1 Glut_3,50,0.4444444444444445,0.8,0.16,1346,2,42,8,2,"['ENSMUSG00000067780', 'ENSMUSG00000049001']",0.2704080641269684,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2548 PH-SUM Foxa1 Glut_3,50,0.1923076923076923,0.25,0.1,1333,15,45,5,2,"['ENSMUSG00000031738', 'ENSMUSG00000005148']",0.0,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2549 PH-SUM Foxa1 Glut_3,50,0.4661016949152542,0.6470588235294118,0.22,1342,6,39,11,1,['ENSMUSG00000035528'],0.0,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2550 PH-SUM Foxa1 Glut_4,50,0.3658536585365853,0.75,0.12,1346,2,44,6,2,"['ENSMUSG00000021680', 'ENSMUSG00000031283']",0.0,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2551 PH-SUM Foxa1 Glut_4,50,0.5188679245283019,0.7857142857142857,0.22,1345,3,39,11,2,"['ENSMUSG00000028602', 'ENSMUSG00000031283']",0.2726242840290069,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2552 PH-SUM Foxa1 Glut_5,48,0.3,0.4615384615384615,0.125,1343,7,42,6,2,"['ENSMUSG00000021919', 'ENSMUSG00000024553']",0.0,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2553 PH-SUM Foxa1 Glut_5,50,0.4794520547945206,0.5833333333333334,0.28,1338,10,36,14,1,['ENSMUSG00000072591'],0.0,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2554 PH-SUM Foxa1 Glut_5,50,0.5952380952380953,0.7894736842105263,0.3,1344,4,35,15,2,"['ENSMUSG00000048776', 'ENSMUSG00000051910']",0.1539733707904815,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2555 PH-SUM Foxa1 Glut_5,50,0.3846153846153846,0.5,0.2,1338,10,40,10,1,['ENSMUSG00000032852'],0.0,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2556 PH-SUM Foxa1 Glut_5,50,0.3968253968253967,0.5263157894736842,0.2,1339,9,40,10,2,"['ENSMUSG00000046500', 'ENSMUSG00000046782']",0.0491360314190387,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2557 PH-SUM Foxa1 Glut_5,50,0.0,0.0,0.0,1348,0,50,0,2,"['ENSMUSG00000033774', 'ENSMUSG00000047497']",0.0,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2558 PH-SUM Foxa1 Glut_6,50,0.1612903225806451,0.6666666666666666,0.04,1347,1,48,2,2,"['ENSMUSG00000097441', 'ENSMUSG00000019935']",0.3722953796386719,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2559 PH-SUM Foxa1 Glut_6,50,0.4268292682926829,0.875,0.14,1347,1,43,7,3,"['ENSMUSG00000027358', 'ENSMUSG00000038115', 'ENSMUSG00000043719']",0.0,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2560 PH-SUM Foxa1 Glut_6,50,0.5,0.6,0.3,1338,10,35,15,2,"['ENSMUSG00000028172', 'ENSMUSG00000040569']",0.247673749923706,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2561 PH-SUM Foxa1 Glut_6,50,0.5084745762711864,0.7058823529411765,0.24,1343,5,38,12,2,"['ENSMUSG00000040569', 'ENSMUSG00000003476']",0.2523262500762939,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2562 PH-SUM Foxa1 Glut_6,50,0.5102040816326532,0.8333333333333334,0.2,1346,2,40,10,2,"['ENSMUSG00000018168', 'ENSMUSG00000024517']",0.0,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2563 PH-SUM Foxa1 Glut_6,50,0.4069767441860465,0.7777777777777778,0.14,1346,2,43,7,3,"['ENSMUSG00000028197', 'ENSMUSG00000060969', 'ENSMUSG00000024256']",0.0,cluster_141_PH-SUM_Foxa1_Glut_results.csv
4.1,cluster,2564 HY Gnrh1 Glut_1,50,0.0,0.0,0.0,0,0,50,0,1,['ENSMUSG00000015812'],1.0,cluster_142_HY_Gnrh1_Glut_results.csv
4.1,cluster,2565 MM-ant Foxb1 Glut_1,50,0.6593406593406593,0.7272727272727273,0.48,241,9,26,24,1,['ENSMUSG00000057722'],1.0,cluster_143_MM-ant_Foxb1_Glut_results.csv
4.1,cluster,2566 MM-ant Foxb1 Glut_1,50,0.5864197530864198,0.6785714285714286,0.38,241,9,31,19,2,"['ENSMUSG00000027750', 'ENSMUSG00000022860']",0.8331266641616821,cluster_143_MM-ant_Foxb1_Glut_results.csv
4.1,cluster,2567 MM-ant Foxb1 Glut_1,50,0.3658536585365853,0.75,0.12,248,2,44,6,2,"['ENSMUSG00000046159', 'ENSMUSG00000024553']",0.5709478855133057,cluster_143_MM-ant_Foxb1_Glut_results.csv
4.1,cluster,2568 MM-ant Foxb1 Glut_1,50,0.7417582417582417,0.8181818181818182,0.54,244,6,23,27,1,['ENSMUSG00000050840'],1.0,cluster_143_MM-ant_Foxb1_Glut_results.csv
4.1,cluster,2569 MM-ant Foxb1 Glut_1,50,0.5882352941176471,0.9230769230769232,0.24,249,1,38,12,1,['ENSMUSG00000020000'],0.0,cluster_143_MM-ant_Foxb1_Glut_results.csv
4.1,cluster,2570 MM-ant Foxb1 Glut_1,50,0.5985915492957745,0.7391304347826086,0.34,244,6,33,17,1,['ENSMUSG00000024647'],0.0,cluster_143_MM-ant_Foxb1_Glut_results.csv
4.1,cluster,2571 MM Foxb1 Glut_1,50,0.5714285714285714,0.6,0.48,284,16,26,24,1,['ENSMUSG00000022309'],1.0,cluster_144_MM_Foxb1_Glut_results.csv
4.1,cluster,2572 MM Foxb1 Glut_1,50,0.4761904761904762,0.631578947368421,0.24,293,7,38,12,1,['ENSMUSG00000096606'],0.0,cluster_144_MM_Foxb1_Glut_results.csv
4.1,cluster,2573 MM Foxb1 Glut_1,50,0.630252100840336,0.6382978723404256,0.6,283,17,20,30,1,['ENSMUSG00000020182'],1.0,cluster_144_MM_Foxb1_Glut_results.csv
4.1,cluster,2574 MM Foxb1 Glut_2,50,0.1428571428571428,0.4,0.04,297,3,48,2,2,"['ENSMUSG00000028364', 'ENSMUSG00000040258']",0.0763811245560646,cluster_144_MM_Foxb1_Glut_results.csv
4.1,cluster,2575 MM Foxb1 Glut_2,50,0.3846153846153846,0.8571428571428571,0.12,299,1,44,6,1,['ENSMUSG00000041730'],0.0,cluster_144_MM_Foxb1_Glut_results.csv
4.1,cluster,2576 MM Foxb1 Glut_2,50,0.6779661016949152,0.9411764705882352,0.32,299,1,34,16,2,"['ENSMUSG00000058248', 'ENSMUSG00000005716']",0.1034735664725303,cluster_144_MM_Foxb1_Glut_results.csv
4.1,cluster,2577 MM Foxb1 Glut_2,50,0.5844155844155845,0.6923076923076923,0.36,292,8,32,18,1,['ENSMUSG00000025400'],0.0,cluster_144_MM_Foxb1_Glut_results.csv
4.1,cluster,2578 MH Tac2 Glut_1,50,0.4716981132075473,0.7142857142857143,0.2,988,4,40,10,2,"['ENSMUSG00000015957', 'ENSMUSG00000034329']",0.0,cluster_145_MH_Tac2_Glut_results.csv
4.1,cluster,2579 MH Tac2 Glut_1,50,0.0,0.0,0.0,992,0,50,0,2,"['ENSMUSG00000027748', 'ENSMUSG00000041700']",0.2565138041973114,cluster_145_MH_Tac2_Glut_results.csv
4.1,cluster,2580 MH Tac2 Glut_1,50,0.4918032786885246,0.6666666666666666,0.24,986,6,38,12,2,"['ENSMUSG00000018819', 'ENSMUSG00000024525']",0.2812737226486206,cluster_145_MH_Tac2_Glut_results.csv
4.1,cluster,2581 MH Tac2 Glut_1,50,0.5970149253731342,0.7619047619047619,0.32,987,5,34,16,2,"['ENSMUSG00000032356', 'ENSMUSG00000046318']",0.1001650914549827,cluster_145_MH_Tac2_Glut_results.csv
4.1,cluster,2582 MH Tac2 Glut_2,50,0.7876712328767125,0.9583333333333334,0.46,991,1,27,23,1,['ENSMUSG00000020061'],0.0,cluster_145_MH_Tac2_Glut_results.csv
4.1,cluster,2583 MH Tac2 Glut_2,50,0.5555555555555556,0.7368421052631579,0.28,987,5,36,14,3,"['ENSMUSG00000053368', 'ENSMUSG00000041479', 'ENSMUSG00000024256']",0.1677890717983245,cluster_145_MH_Tac2_Glut_results.csv
4.1,cluster,2584 MH Tac2 Glut_2,50,0.6716417910447761,0.8571428571428571,0.36,989,3,32,18,1,['ENSMUSG00000031521'],0.0,cluster_145_MH_Tac2_Glut_results.csv
4.1,cluster,2585 MH Tac2 Glut_2,50,0.4411764705882353,0.6923076923076923,0.18,988,4,41,9,2,"['ENSMUSG00000074575', 'ENSMUSG00000060429']",0.0,cluster_145_MH_Tac2_Glut_results.csv
4.1,cluster,2586 MH Tac2 Glut_2,50,0.4487179487179487,1.0,0.14,992,0,43,7,2,"['ENSMUSG00000005994', 'ENSMUSG00000074274']",0.0952350795269012,cluster_145_MH_Tac2_Glut_results.csv
4.1,cluster,2587 MH Tac2 Glut_3,50,0.1612903225806451,0.6666666666666666,0.04,991,1,48,2,3,"['ENSMUSG00000004098', 'ENSMUSG00000045312', 'ENSMUSG00000021919']",0.0912554413080215,cluster_145_MH_Tac2_Glut_results.csv
4.1,cluster,2588 MH Tac2 Glut_3,50,0.0,0.0,0.0,992,0,50,0,3,"['ENSMUSG00000074637', 'ENSMUSG00000000766', 'ENSMUSG00000041479']",0.0640652775764465,cluster_145_MH_Tac2_Glut_results.csv
