software_version,cluster_header,clusterName,clusterSize,f_score,precision,recall,TN,FP,FN,TP,marker_count,markers,onTarget,file
4.1,cluster,0001 CLA-EPd-CTX Car3 Glut_1,50,0.5555555555555556,0.7368421052631579,0.28,195,5,36,14,1,['ENSMUSG00000020140'],0.0,cluster_001_CLA-EPd-CTX_Car3_Glut_results.csv
4.1,cluster,0002 CLA-EPd-CTX Car3 Glut_1,50,0.4347826086956521,0.5454545454545454,0.24,190,10,38,12,1,['ENSMUSG00000112210'],0.0,cluster_001_CLA-EPd-CTX_Car3_Glut_results.csv
4.1,cluster,0003 CLA-EPd-CTX Car3 Glut_1,50,0.4268292682926829,0.875,0.14,199,1,43,7,1,['ENSMUSG00000046318'],0.0,cluster_001_CLA-EPd-CTX_Car3_Glut_results.csv
4.1,cluster,0004 CLA-EPd-CTX Car3 Glut_1,50,0.6578947368421052,0.9375,0.3,199,1,35,15,1,['ENSMUSG00000030351'],0.0,cluster_001_CLA-EPd-CTX_Car3_Glut_results.csv
4.1,cluster,0005 CLA-EPd-CTX Car3 Glut_2,50,0.5172413793103449,0.5806451612903226,0.36,187,13,32,18,1,['ENSMUSG00000037868'],0.0,cluster_001_CLA-EPd-CTX_Car3_Glut_results.csv
4.1,cluster,0006 IT EP-CLA Glut_1,50,0.0862068965517241,0.5,0.02,799,1,49,1,2,"['ENSMUSG00000087247', 'ENSMUSG00000070366']",0.0,cluster_002_IT_EP-CLA_Glut_results.csv
4.1,cluster,0007 IT EP-CLA Glut_1,50,0.3205128205128205,0.7142857142857143,0.1,798,2,45,5,2,"['ENSMUSG00000007279', 'ENSMUSG00000031283']",0.2630139291286468,cluster_002_IT_EP-CLA_Glut_results.csv
4.1,cluster,0008 IT EP-CLA Glut_1,50,0.0925925925925925,1.0,0.02,800,0,49,1,4,"['ENSMUSG00000023232', 'ENSMUSG00000032515', 'ENSMUSG00000005148', 'ENSMUSG00000053846']",0.2097035497426986,cluster_002_IT_EP-CLA_Glut_results.csv
4.1,cluster,0009 IT EP-CLA Glut_1,50,0.0,0.0,0.0,800,0,50,0,3,"['ENSMUSG00000047496', 'ENSMUSG00000036192', 'ENSMUSG00000025013']",0.0,cluster_002_IT_EP-CLA_Glut_results.csv
4.1,cluster,0010 IT EP-CLA Glut_1,50,0.4716981132075473,0.7142857142857143,0.2,796,4,40,10,1,['ENSMUSG00000057722'],0.0,cluster_002_IT_EP-CLA_Glut_results.csv
4.1,cluster,0011 IT EP-CLA Glut_1,50,0.2272727272727272,0.75,0.06,799,1,47,3,2,"['ENSMUSG00000025255', 'ENSMUSG00000015568']",0.0,cluster_002_IT_EP-CLA_Glut_results.csv
4.1,cluster,0012 IT EP-CLA Glut_1,50,0.3658536585365853,0.75,0.12,798,2,44,6,2,"['ENSMUSG00000030560', 'ENSMUSG00000030559']",0.5,cluster_002_IT_EP-CLA_Glut_results.csv
4.1,cluster,0013 IT EP-CLA Glut_2,50,0.0925925925925925,1.0,0.02,800,0,49,1,2,"['ENSMUSG00000027996', 'ENSMUSG00000051397']",0.0,cluster_002_IT_EP-CLA_Glut_results.csv
4.1,cluster,0014 IT EP-CLA Glut_2,50,0.2272727272727272,0.75,0.06,799,1,47,3,2,"['ENSMUSG00000030559', 'ENSMUSG00000039081']",0.0,cluster_002_IT_EP-CLA_Glut_results.csv
4.1,cluster,0015 IT EP-CLA Glut_2,50,0.0,0.0,0.0,800,0,50,0,2,"['ENSMUSG00000043013', 'ENSMUSG00000037868']",0.0,cluster_002_IT_EP-CLA_Glut_results.csv
4.1,cluster,0016 IT EP-CLA Glut_2,50,0.2439024390243902,0.5,0.08,796,4,46,4,3,"['ENSMUSG00000048251', 'ENSMUSG00000024014', 'ENSMUSG00000036192']",0.063788928091526,cluster_002_IT_EP-CLA_Glut_results.csv
4.1,cluster,0017 IT EP-CLA Glut_2,50,0.4081632653061224,0.6666666666666666,0.16,796,4,42,8,2,"['ENSMUSG00000028172', 'ENSMUSG00000096606']",0.5,cluster_002_IT_EP-CLA_Glut_results.csv
4.1,cluster,0018 IT EP-CLA Glut_3,50,0.4444444444444445,0.8,0.16,798,2,42,8,2,"['ENSMUSG00000079173', 'ENSMUSG00000057098']",0.0,cluster_002_IT_EP-CLA_Glut_results.csv
4.1,cluster,0019 IT EP-CLA Glut_3,50,0.0,0.0,0.0,800,0,50,0,2,"['ENSMUSG00000000440', 'ENSMUSG00000042655']",0.5185496807098389,cluster_002_IT_EP-CLA_Glut_results.csv
4.1,cluster,0020 IT EP-CLA Glut_3,50,0.1515151515151515,0.5,0.04,798,2,48,2,2,"['ENSMUSG00000026605', 'ENSMUSG00000037868']",0.0,cluster_002_IT_EP-CLA_Glut_results.csv
4.1,cluster,0021 IT EP-CLA Glut_4,50,0.5263157894736842,0.75,0.24,796,4,38,12,1,['ENSMUSG00000020019'],0.0,cluster_002_IT_EP-CLA_Glut_results.csv
4.1,cluster,0022 IT EP-CLA Glut_4,50,0.467032967032967,0.5151515151515151,0.34,784,16,33,17,1,['ENSMUSG00000110924'],0.0,cluster_002_IT_EP-CLA_Glut_results.csv
4.1,cluster,0023 L5/6 IT TPE-ENT Glut_1,50,0.2027027027027027,0.5,0.06,447,3,47,3,1,['ENSMUSG00000027971'],0.0,cluster_003_L5_6_IT_TPE-ENT_Glut_results.csv
4.1,cluster,0024 L5/6 IT TPE-ENT Glut_1,50,0.3571428571428571,0.5833333333333334,0.14,445,5,43,7,1,['ENSMUSG00000043850'],0.0,cluster_003_L5_6_IT_TPE-ENT_Glut_results.csv
4.1,cluster,0025 L5/6 IT TPE-ENT Glut_1,50,0.7142857142857143,0.8461538461538461,0.44,446,4,28,22,1,['ENSMUSG00000031548'],1.0,cluster_003_L5_6_IT_TPE-ENT_Glut_results.csv
4.1,cluster,0026 L5/6 IT TPE-ENT Glut_2,50,0.0,0.0,0.0,450,0,50,0,3,"['ENSMUSG00000061353', 'ENSMUSG00000044770', 'ENSMUSG00000021743']",0.0,cluster_003_L5_6_IT_TPE-ENT_Glut_results.csv
4.1,cluster,0027 L5/6 IT TPE-ENT Glut_2,50,0.4268292682926829,0.875,0.14,449,1,43,7,2,"['ENSMUSG00000026841', 'ENSMUSG00000053475']",0.5,cluster_003_L5_6_IT_TPE-ENT_Glut_results.csv
4.1,cluster,0028 L5/6 IT TPE-ENT Glut_2,50,0.0925925925925925,1.0,0.02,450,0,49,1,2,"['ENSMUSG00000021478', 'ENSMUSG00000118229']",0.0,cluster_003_L5_6_IT_TPE-ENT_Glut_results.csv
4.1,cluster,0029 L5/6 IT TPE-ENT Glut_3,50,0.4716981132075473,0.7142857142857143,0.2,446,4,40,10,1,['ENSMUSG00000031825'],0.0,cluster_003_L5_6_IT_TPE-ENT_Glut_results.csv
4.1,cluster,0030 L5/6 IT TPE-ENT Glut_4,50,0.4268292682926829,0.875,0.14,449,1,43,7,2,"['ENSMUSG00000075270', 'ENSMUSG00000032327']",0.0,cluster_003_L5_6_IT_TPE-ENT_Glut_results.csv
4.1,cluster,0031 L5/6 IT TPE-ENT Glut_5,50,0.2898550724637681,0.3636363636363636,0.16,436,14,42,8,1,['ENSMUSG00000038760'],0.0,cluster_003_L5_6_IT_TPE-ENT_Glut_results.csv
4.1,cluster,0032 L5/6 IT TPE-ENT Glut_6,50,0.704225352112676,0.8695652173913043,0.4,447,3,30,20,1,['ENSMUSG00000026042'],0.0,cluster_003_L5_6_IT_TPE-ENT_Glut_results.csv
4.1,cluster,0033 L6 IT CTX Glut_1,50,0.303030303030303,1.0,0.08,1050,0,46,4,3,"['ENSMUSG00000076498', 'ENSMUSG00000033063', 'ENSMUSG00000039316']",0.1652164161205291,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0034 L6 IT CTX Glut_1,50,0.303030303030303,1.0,0.08,1050,0,46,4,3,"['ENSMUSG00000026676', 'ENSMUSG00000034009', 'ENSMUSG00000028004']",0.1358377784490585,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0035 L6 IT CTX Glut_1,50,0.0,0.0,0.0,1047,3,50,0,2,"['ENSMUSG00000030559', 'ENSMUSG00000034796']",0.0,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0036 L6 IT CTX Glut_1,50,0.2419354838709677,1.0,0.06,1050,0,47,3,2,"['ENSMUSG00000026042', 'ENSMUSG00000051985']",0.0,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0037 L6 IT CTX Glut_1,50,0.0862068965517241,0.5,0.02,1049,1,49,1,3,"['ENSMUSG00000004633', 'ENSMUSG00000063564', 'ENSMUSG00000017692']",0.0,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0038 L6 IT CTX Glut_2,50,0.2027027027027027,0.5,0.06,1047,3,47,3,2,"['ENSMUSG00000075324', 'ENSMUSG00000045573']",0.0,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0039 L6 IT CTX Glut_2,50,0.2459016393442623,0.3333333333333333,0.12,1038,12,44,6,1,['ENSMUSG00000028871'],0.0,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0040 L6 IT CTX Glut_2,50,0.0925925925925925,1.0,0.02,1050,0,49,1,3,"['ENSMUSG00000044042', 'ENSMUSG00000037940', 'ENSMUSG00000009734']",0.0,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0041 L6 IT CTX Glut_2,50,0.0,0.0,0.0,1050,0,50,0,5,"['ENSMUSG00000042671', 'ENSMUSG00000039137', 'ENSMUSG00000076617', 'ENSMUSG00000009734', 'ENSMUSG00000022844']",0.0,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0042 L6 IT CTX Glut_2,50,0.0925925925925925,1.0,0.02,1050,0,49,1,4,"['ENSMUSG00000090125', 'ENSMUSG00000076617', 'ENSMUSG00000009734', 'ENSMUSG00000046318']",0.2535610795021057,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0043 L6 IT CTX Glut_2,50,0.0757575757575757,0.25,0.02,1047,3,49,1,4,"['ENSMUSG00000055214', 'ENSMUSG00000090125', 'ENSMUSG00000004633', 'ENSMUSG00000076617']",0.0870906710624694,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0044 L6 IT CTX Glut_3,50,0.3857142857142857,0.36,0.54,1002,48,23,27,1,['ENSMUSG00000042035'],1.0,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0045 L6 IT CTX Glut_3,50,0.0,0.0,0.0,1050,0,50,0,4,"['ENSMUSG00000028909', 'ENSMUSG00000041674', 'ENSMUSG00000021765', 'ENSMUSG00000051920']",0.0234570484608411,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0046 L6 IT CTX Glut_3,50,0.0,0.0,0.0,1050,0,50,0,4,"['ENSMUSG00000027270', 'ENSMUSG00000000440', 'ENSMUSG00000020140', 'ENSMUSG00000024256']",0.0,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0047 L6 IT CTX Glut_3,50,0.303030303030303,1.0,0.08,1050,0,46,4,2,"['ENSMUSG00000068696', 'ENSMUSG00000046593']",0.0,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0048 L6 IT CTX Glut_3,50,0.0,0.0,0.0,1050,0,50,0,2,"['ENSMUSG00000031557', 'ENSMUSG00000020140']",0.0,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0049 L6 IT CTX Glut_4,50,0.4054054054054054,1.0,0.12,1050,0,44,6,2,"['ENSMUSG00000032487', 'ENSMUSG00000031880']",0.3039531707763672,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0050 L6 IT CTX Glut_4,50,0.0,0.0,0.0,1050,0,50,0,4,"['ENSMUSG00000051985', 'ENSMUSG00000039714', 'ENSMUSG00000048387', 'ENSMUSG00000037833']",0.0,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0051 L6 IT CTX Glut_4,50,0.3846153846153846,0.8571428571428571,0.12,1049,1,44,6,2,"['ENSMUSG00000053475', 'ENSMUSG00000001435']",0.5,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0052 L6 IT CTX Glut_4,50,0.0,0.0,0.0,1049,1,50,0,2,"['ENSMUSG00000042581', 'ENSMUSG00000035021']",0.0,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0053 L6 IT CTX Glut_5,50,0.2419354838709677,1.0,0.06,1050,0,47,3,3,"['ENSMUSG00000030560', 'ENSMUSG00000046480', 'ENSMUSG00000062151']",0.0,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0054 L6 IT CTX Glut_5,50,0.510752688172043,0.5588235294117647,0.38,1035,15,31,19,2,"['ENSMUSG00000030047', 'ENSMUSG00000022687']",0.1502291858196258,cluster_004_L6_IT_CTX_Glut_results.csv
4.1,cluster,0055 L5 IT CTX Glut_1,50,0.6159420289855072,0.7727272727272727,0.34,495,5,33,17,1,['ENSMUSG00000007877'],0.0,cluster_005_L5_IT_CTX_Glut_results.csv
4.1,cluster,0056 L5 IT CTX Glut_1,50,0.0,0.0,0.0,499,1,50,0,2,"['ENSMUSG00000034009', 'ENSMUSG00000022231']",0.3448156416416168,cluster_005_L5_IT_CTX_Glut_results.csv
4.1,cluster,0057 L5 IT CTX Glut_1,50,0.4901960784313725,0.7692307692307693,0.2,497,3,40,10,1,['ENSMUSG00000027803'],0.0,cluster_005_L5_IT_CTX_Glut_results.csv
4.1,cluster,0058 L5 IT CTX Glut_2,50,0.0,0.0,0.0,499,1,50,0,3,"['ENSMUSG00000029361', 'ENSMUSG00000033278', 'ENSMUSG00000061132']",0.0,cluster_005_L5_IT_CTX_Glut_results.csv
4.1,cluster,0059 L5 IT CTX Glut_2,50,0.2868852459016394,0.3888888888888889,0.14,489,11,43,7,1,['ENSMUSG00000021108'],0.0,cluster_005_L5_IT_CTX_Glut_results.csv
4.1,cluster,0060 L5 IT CTX Glut_2,50,0.7323232323232323,0.7837837837837838,0.58,492,8,21,29,1,['ENSMUSG00000026344'],1.0,cluster_005_L5_IT_CTX_Glut_results.csv
4.1,cluster,0061 L5 IT CTX Glut_3,50,0.5555555555555556,1.0,0.2,500,0,40,10,3,"['ENSMUSG00000070695', 'ENSMUSG00000052430', 'ENSMUSG00000053368']",0.1245003417134285,cluster_005_L5_IT_CTX_Glut_results.csv
4.1,cluster,0062 L5 IT CTX Glut_3,50,0.0,0.0,0.0,500,0,50,0,2,"['ENSMUSG00000054162', 'ENSMUSG00000057606']",0.0,cluster_005_L5_IT_CTX_Glut_results.csv
4.1,cluster,0063 L5 IT CTX Glut_4,50,0.7307692307692308,0.95,0.38,499,1,31,19,2,"['ENSMUSG00000045648', 'ENSMUSG00000111765']",0.7939603328704834,cluster_005_L5_IT_CTX_Glut_results.csv
4.1,cluster,0064 L5 IT CTX Glut_4,50,0.1724137931034483,1.0,0.04,500,0,48,2,2,"['ENSMUSG00000051497', 'ENSMUSG00000022665']",0.0,cluster_005_L5_IT_CTX_Glut_results.csv
4.1,cluster,0065 L5 IT CTX Glut_5,50,0.6560283687943262,0.6379310344827587,0.74,479,21,13,37,1,['ENSMUSG00000020651'],1.0,cluster_005_L5_IT_CTX_Glut_results.csv
4.1,cluster,0066 L4/5 IT CTX Glut_1,50,0.4245283018867924,0.6428571428571429,0.18,1795,5,41,9,2,"['ENSMUSG00000009376', 'ENSMUSG00000031654']",0.206717312335968,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0067 L4/5 IT CTX Glut_1,50,0.0,0.0,0.0,1800,0,50,0,3,"['ENSMUSG00000030785', 'ENSMUSG00000110996', 'ENSMUSG00000022665']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0068 L4/5 IT CTX Glut_1,50,0.0925925925925925,1.0,0.02,1800,0,49,1,4,"['ENSMUSG00000028339', 'ENSMUSG00000091002', 'ENSMUSG00000041674', 'ENSMUSG00000022665']",0.0488816648721694,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0069 L4/5 IT CTX Glut_1,50,0.0,0.0,0.0,1800,0,50,0,5,"['ENSMUSG00000026344', 'ENSMUSG00000028871', 'ENSMUSG00000009376', 'ENSMUSG00000033208', 'ENSMUSG00000044071']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0070 L4/5 IT CTX Glut_1,50,0.0,0.0,0.0,1800,0,50,0,5,"['ENSMUSG00000052430', 'ENSMUSG00000035275', 'ENSMUSG00000076498', 'ENSMUSG00000097248', 'ENSMUSG00000024798']",0.073490023612976,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0071 L4/5 IT CTX Glut_1,50,0.0,0.0,0.0,1800,0,50,0,2,"['ENSMUSG00000050854', 'ENSMUSG00000041540']",0.0287003871053457,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0072 L4/5 IT CTX Glut_1,50,0.2857142857142857,0.8,0.08,1799,1,46,4,3,"['ENSMUSG00000075324', 'ENSMUSG00000034810', 'ENSMUSG00000056586']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0073 L4/5 IT CTX Glut_1,50,0.0,0.0,0.0,1800,0,50,0,5,"['ENSMUSG00000051985', 'ENSMUSG00000016194', 'ENSMUSG00000041272', 'ENSMUSG00000050010', 'ENSMUSG00000030340']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0074 L4/5 IT CTX Glut_1,50,0.0,0.0,0.0,1800,0,50,0,3,"['ENSMUSG00000100005', 'ENSMUSG00000112117', 'ENSMUSG00000022468']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0075 L4/5 IT CTX Glut_2,50,0.0,0.0,0.0,1800,0,50,0,5,"['ENSMUSG00000070867', 'ENSMUSG00000030792', 'ENSMUSG00000053930', 'ENSMUSG00000067586', 'ENSMUSG00000117254']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0076 L4/5 IT CTX Glut_2,50,0.404040404040404,0.4324324324324324,0.32,1779,21,34,16,1,['ENSMUSG00000016995'],0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0077 L4/5 IT CTX Glut_2,50,0.0,0.0,0.0,1800,0,50,0,3,"['ENSMUSG00000040998', 'ENSMUSG00000021647', 'ENSMUSG00000045036']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0078 L4/5 IT CTX Glut_2,50,0.0,0.0,0.0,1800,0,50,0,5,"['ENSMUSG00000106583', 'ENSMUSG00000041272', 'ENSMUSG00000028864', 'ENSMUSG00000055435', 'ENSMUSG00000020732']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0079 L4/5 IT CTX Glut_2,50,0.0,0.0,0.0,1800,0,50,0,5,"['ENSMUSG00000070695', 'ENSMUSG00000028864', 'ENSMUSG00000032128', 'ENSMUSG00000022636', 'ENSMUSG00000023963']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0080 L4/5 IT CTX Glut_2,50,0.2272727272727272,0.75,0.06,1799,1,47,3,6,"['ENSMUSG00000055214', 'ENSMUSG00000053819', 'ENSMUSG00000032128', 'ENSMUSG00000053930', 'ENSMUSG00000047773', 'ENSMUSG00000049148']",0.0641050636768341,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0081 L4/5 IT CTX Glut_2,50,0.0,0.0,0.0,1800,0,50,0,5,"['ENSMUSG00000033721', 'ENSMUSG00000038156', 'ENSMUSG00000070348', 'ENSMUSG00000032033', 'ENSMUSG00000068196']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0082 L4/5 IT CTX Glut_2,50,0.0,0.0,0.0,1800,0,50,0,5,"['ENSMUSG00000000247', 'ENSMUSG00000046818', 'ENSMUSG00000006205', 'ENSMUSG00000032128', 'ENSMUSG00000034209']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0083 L4/5 IT CTX Glut_3,50,0.4878048780487805,1.0,0.16,1800,0,42,8,2,"['ENSMUSG00000034009', 'ENSMUSG00000038760']",0.5,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0084 L4/5 IT CTX Glut_3,50,0.4929577464788733,0.6086956521739131,0.28,1791,9,36,14,2,"['ENSMUSG00000000792', 'ENSMUSG00000057606']",0.584145724773407,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0085 L4/5 IT CTX Glut_3,50,0.0925925925925925,1.0,0.02,1800,0,49,1,2,"['ENSMUSG00000030047', 'ENSMUSG00000091002']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0086 L4/5 IT CTX Glut_3,50,0.4385964912280701,0.625,0.2,1794,6,40,10,1,['ENSMUSG00000032511'],0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0087 L4/5 IT CTX Glut_3,50,0.1612903225806451,0.6666666666666666,0.04,1799,1,48,2,3,"['ENSMUSG00000028871', 'ENSMUSG00000009376', 'ENSMUSG00000063415']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0088 L4/5 IT CTX Glut_3,50,0.3846153846153846,0.8571428571428571,0.12,1799,1,44,6,2,"['ENSMUSG00000063415', 'ENSMUSG00000111765']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0089 L4/5 IT CTX Glut_4,50,0.0925925925925925,1.0,0.02,1800,0,49,1,3,"['ENSMUSG00000042453', 'ENSMUSG00000009376', 'ENSMUSG00000117254']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0090 L4/5 IT CTX Glut_4,50,0.1724137931034483,1.0,0.04,1800,0,48,2,2,"['ENSMUSG00000032487', 'ENSMUSG00000035021']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0091 L4/5 IT CTX Glut_4,50,0.2551020408163266,0.4166666666666667,0.1,1793,7,45,5,2,"['ENSMUSG00000043913', 'ENSMUSG00000032322']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0092 L4/5 IT CTX Glut_4,50,0.0,0.0,0.0,1800,0,50,0,4,"['ENSMUSG00000055214', 'ENSMUSG00000067578', 'ENSMUSG00000055026', 'ENSMUSG00000030551']",0.0200479198247194,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0093 L4/5 IT CTX Glut_4,50,0.4487179487179487,1.0,0.14,1800,0,43,7,2,"['ENSMUSG00000026604', 'ENSMUSG00000063415']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0094 L4/5 IT CTX Glut_4,50,0.0,0.0,0.0,1800,0,50,0,2,"['ENSMUSG00000062372', 'ENSMUSG00000076498']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0095 L4/5 IT CTX Glut_5,50,0.0,0.0,0.0,1800,0,50,0,5,"['ENSMUSG00000025776', 'ENSMUSG00000075324', 'ENSMUSG00000067578', 'ENSMUSG00000024211', 'ENSMUSG00000066705']",0.0520998910069465,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0096 L4/5 IT CTX Glut_5,50,0.0,0.0,0.0,1800,0,50,0,4,"['ENSMUSG00000067578', 'ENSMUSG00000028864', 'ENSMUSG00000024211', 'ENSMUSG00000053930']",0.0468860417604446,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0097 L4/5 IT CTX Glut_5,50,0.0,0.0,0.0,1800,0,50,0,4,"['ENSMUSG00000053930', 'ENSMUSG00000017493', 'ENSMUSG00000022861', 'ENSMUSG00000033207']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0098 L4/5 IT CTX Glut_5,50,0.0,0.0,0.0,1800,0,50,0,3,"['ENSMUSG00000026768', 'ENSMUSG00000063531', 'ENSMUSG00000021765']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0099 L4/5 IT CTX Glut_6,50,0.0,0.0,0.0,1800,0,50,0,4,"['ENSMUSG00000005672', 'ENSMUSG00000056586', 'ENSMUSG00000044071', 'ENSMUSG00000045875']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0100 L4/5 IT CTX Glut_6,50,0.0925925925925925,1.0,0.02,1800,0,49,1,4,"['ENSMUSG00000051985', 'ENSMUSG00000047907', 'ENSMUSG00000067578', 'ENSMUSG00000022935']",0.0884142518043518,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0101 L4/5 IT CTX Glut_6,50,0.0,0.0,0.0,1800,0,50,0,4,"['ENSMUSG00000051985', 'ENSMUSG00000030340', 'ENSMUSG00000032033', 'ENSMUSG00000022665']",0.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0102 L4/5 IT CTX Glut_6,50,0.7070707070707072,0.7567567567567568,0.56,1791,9,22,28,1,['ENSMUSG00000028004'],1.0,cluster_006_L4_5_IT_CTX_Glut_results.csv
4.1,cluster,0103 L2/3 IT CTX Glut_1,50,0.2777777777777778,0.5,0.1,845,5,45,5,2,"['ENSMUSG00000042501', 'ENSMUSG00000034112']",0.0,cluster_007_L2_3_IT_CTX_Glut_results.csv
4.1,cluster,0104 L2/3 IT CTX Glut_1,50,0.3571428571428571,1.0,0.1,850,0,45,5,3,"['ENSMUSG00000025776', 'ENSMUSG00000027318', 'ENSMUSG00000001119']",0.0,cluster_007_L2_3_IT_CTX_Glut_results.csv
4.1,cluster,0105 L2/3 IT CTX Glut_1,50,0.1612903225806451,0.6666666666666666,0.04,849,1,48,2,3,"['ENSMUSG00000026676', 'ENSMUSG00000015134', 'ENSMUSG00000031997']",0.0570602938532829,cluster_007_L2_3_IT_CTX_Glut_results.csv
4.1,cluster,0106 L2/3 IT CTX Glut_1,50,0.0,0.0,0.0,850,0,50,0,3,"['ENSMUSG00000009376', 'ENSMUSG00000037984', 'ENSMUSG00000015134']",0.0,cluster_007_L2_3_IT_CTX_Glut_results.csv
4.1,cluster,0107 L2/3 IT CTX Glut_1,50,0.7258064516129032,0.7941176470588235,0.54,843,7,23,27,1,['ENSMUSG00000033063'],1.0,cluster_007_L2_3_IT_CTX_Glut_results.csv
4.1,cluster,0108 L2/3 IT CTX Glut_2,50,0.6904761904761905,0.725,0.58,839,11,21,29,1,['ENSMUSG00000035910'],1.0,cluster_007_L2_3_IT_CTX_Glut_results.csv
4.1,cluster,0109 L2/3 IT CTX Glut_2,50,0.2647058823529412,0.3,0.18,829,21,41,9,2,"['ENSMUSG00000067578', 'ENSMUSG00000046593']",0.0,cluster_007_L2_3_IT_CTX_Glut_results.csv
4.1,cluster,0110 L2/3 IT CTX Glut_2,50,0.0,0.0,0.0,850,0,50,0,3,"['ENSMUSG00000026604', 'ENSMUSG00000040998', 'ENSMUSG00000036545']",0.0,cluster_007_L2_3_IT_CTX_Glut_results.csv
4.1,cluster,0111 L2/3 IT CTX Glut_2,50,0.0925925925925925,1.0,0.02,850,0,49,1,2,"['ENSMUSG00000070564', 'ENSMUSG00000035274']",0.0,cluster_007_L2_3_IT_CTX_Glut_results.csv
4.1,cluster,0112 L2/3 IT CTX Glut_2,50,0.7716049382716049,0.8928571428571429,0.5,847,3,25,25,2,"['ENSMUSG00000047907', 'ENSMUSG00000024647']",0.5960728526115417,cluster_007_L2_3_IT_CTX_Glut_results.csv
4.1,cluster,0113 L2/3 IT CTX Glut_3,50,0.7246376811594202,0.9090909090909092,0.4,848,2,30,20,2,"['ENSMUSG00000046000', 'ENSMUSG00000036192']",1.0,cluster_007_L2_3_IT_CTX_Glut_results.csv
