ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Cluster_ID	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Exemplar_of	Comment	Aliases	Rank	Atlas_url	cell_fullname
ID	LABEL	A skos:prefLabel	TI %	TYPE	I 'subcluster of' SPLIT=|	A oboInOwl:hasExactSynonym SPLIT=|	A 'cluster id'	TI capable_of some %	A n2o:cell_set_preferred_alias	A n2o:original_label	A n2o:cell_set_label	A n2o:cell_set_aligned_alias	A n2o:cell_set_additional_aliases SPLIT=|	A n2o:cell_set_alias_assignee SPLIT=|	A n2o:cell_set_alias_citation SPLIT=|	A n2o:node_metadata	TI 'exemplar data of' some %	A rdfs:comment	A oboInOwl:hasRelatedSynonym SPLIT=|	A 'cell_type_rank' SPLIT=|	AT 'ABC atlas reference'^^xsd:anyURI	
BICAN_INDV:CS20230722_CLUS_1890		1890 PVpo-VMPO-MPN Hmx2 Gaba_2 CS20230722_CLUS_1890	PCL:0010001	owl:NamedIndividual	BICAN_INDV:CS20230722_SUPT_0483		CS20230722_CLUS_1890										http://purl.obolibrary.org/obo/PCL_0114270				https://knowledge.brain-map.org/abcatlas#AQIBQVA4Sk5ONUxZQUJHVk1HS1kxQgACUTFOQ1dXUEc2RlowRE5JWEpCUQADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5MCBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQECgazGjoGWFSADhGpN%2FYRYGE0ABQEBQzIzMDA5OUQwOFJpawAABgEBAkNCR0MwVTMwVlY5SlBSNjBUSlUAA34AAAAEAAAIRzRJNEdGSlhKQjlBVFozUFRYMQAJTFZEQkpBVzhCSTVZU1MxUVVCRwAKAAsBbm9uZQACbm9uZQADAQQBAAIjMDAwMDAwAAPIAQAFAQECIzAwMDAwMAADyAEAAAABWkkzUlIwRlhMM0hZWEdWRTJTNQACRllZNE9NMkxVNUowWU9GMDdEUgADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5MCBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQAChFC%2FH4OCCX8DhKAah4TEPdkEMk5RVElFN1RBTVA4UFFBSE80UAAFga%2BmSoHprA6BoIFHgJLV6AYABwAABQAGAQECQ0JHQzBVMzBWVjlKUFI2MFRKVQADfgAAAAQAAAg0U1RDU1pCWEhZT0kwSlVVQTNNAAlMVkRCSkFXOEJJNVlTUzFRVUJHAAoACwFUTE9LV0NMOTVSVTAzRDlQRVRHAAJURlFGTE5FUDNWMjIyWTg4QzY0AAMBBAEAAiMwMDAwMDAAA8gBAAUBAQIjMDAwMDAwAAPIAQAAAAIDAA%3D%3D	
BICAN_INDV:CS20230722_CLUS_1891		1891 PVpo-VMPO-MPN Hmx2 Gaba_2 CS20230722_CLUS_1891	PCL:0010001	owl:NamedIndividual	BICAN_INDV:CS20230722_SUPT_0483		CS20230722_CLUS_1891										http://purl.obolibrary.org/obo/PCL_0114271				https://knowledge.brain-map.org/abcatlas#AQIBQVA4Sk5ONUxZQUJHVk1HS1kxQgACUTFOQ1dXUEc2RlowRE5JWEpCUQADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5MSBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQECgazGjoGWFSADhGpN%2FYRYGE0ABQEBQzIzMDA5OUQwOFJpawAABgEBAkNCR0MwVTMwVlY5SlBSNjBUSlUAA34AAAAEAAAIRzRJNEdGSlhKQjlBVFozUFRYMQAJTFZEQkpBVzhCSTVZU1MxUVVCRwAKAAsBbm9uZQACbm9uZQADAQQBAAIjMDAwMDAwAAPIAQAFAQECIzAwMDAwMAADyAEAAAABWkkzUlIwRlhMM0hZWEdWRTJTNQACRllZNE9NMkxVNUowWU9GMDdEUgADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5MSBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQAChFC%2FH4OCCX8DhKAah4TEPdkEMk5RVElFN1RBTVA4UFFBSE80UAAFga%2BmSoHprA6BoIFHgJLV6AYABwAABQAGAQECQ0JHQzBVMzBWVjlKUFI2MFRKVQADfgAAAAQAAAg0U1RDU1pCWEhZT0kwSlVVQTNNAAlMVkRCSkFXOEJJNVlTUzFRVUJHAAoACwFUTE9LV0NMOTVSVTAzRDlQRVRHAAJURlFGTE5FUDNWMjIyWTg4QzY0AAMBBAEAAiMwMDAwMDAAA8gBAAUBAQIjMDAwMDAwAAPIAQAAAAIDAA%3D%3D	
BICAN_INDV:CS20230722_CLUS_1892		1892 PVpo-VMPO-MPN Hmx2 Gaba_2 CS20230722_CLUS_1892	PCL:0010001	owl:NamedIndividual	BICAN_INDV:CS20230722_SUPT_0483		CS20230722_CLUS_1892										http://purl.obolibrary.org/obo/PCL_0114272				https://knowledge.brain-map.org/abcatlas#AQIBQVA4Sk5ONUxZQUJHVk1HS1kxQgACUTFOQ1dXUEc2RlowRE5JWEpCUQADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5MiBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQECgazGjoGWFSADhGpN%2FYRYGE0ABQEBQzIzMDA5OUQwOFJpawAABgEBAkNCR0MwVTMwVlY5SlBSNjBUSlUAA34AAAAEAAAIRzRJNEdGSlhKQjlBVFozUFRYMQAJTFZEQkpBVzhCSTVZU1MxUVVCRwAKAAsBbm9uZQACbm9uZQADAQQBAAIjMDAwMDAwAAPIAQAFAQECIzAwMDAwMAADyAEAAAABWkkzUlIwRlhMM0hZWEdWRTJTNQACRllZNE9NMkxVNUowWU9GMDdEUgADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5MiBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQAChFC%2FH4OCCX8DhKAah4TEPdkEMk5RVElFN1RBTVA4UFFBSE80UAAFga%2BmSoHprA6BoIFHgJLV6AYABwAABQAGAQECQ0JHQzBVMzBWVjlKUFI2MFRKVQADfgAAAAQAAAg0U1RDU1pCWEhZT0kwSlVVQTNNAAlMVkRCSkFXOEJJNVlTUzFRVUJHAAoACwFUTE9LV0NMOTVSVTAzRDlQRVRHAAJURlFGTE5FUDNWMjIyWTg4QzY0AAMBBAEAAiMwMDAwMDAAA8gBAAUBAQIjMDAwMDAwAAPIAQAAAAIDAA%3D%3D	
BICAN_INDV:CS20230722_CLUS_1893		1893 PVpo-VMPO-MPN Hmx2 Gaba_2 CS20230722_CLUS_1893	PCL:0010001	owl:NamedIndividual	BICAN_INDV:CS20230722_SUPT_0483		CS20230722_CLUS_1893										http://purl.obolibrary.org/obo/PCL_0114273				https://knowledge.brain-map.org/abcatlas#AQIBQVA4Sk5ONUxZQUJHVk1HS1kxQgACUTFOQ1dXUEc2RlowRE5JWEpCUQADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5MyBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQECgazGjoGWFSADhGpN%2FYRYGE0ABQEBQzIzMDA5OUQwOFJpawAABgEBAkNCR0MwVTMwVlY5SlBSNjBUSlUAA34AAAAEAAAIRzRJNEdGSlhKQjlBVFozUFRYMQAJTFZEQkpBVzhCSTVZU1MxUVVCRwAKAAsBbm9uZQACbm9uZQADAQQBAAIjMDAwMDAwAAPIAQAFAQECIzAwMDAwMAADyAEAAAABWkkzUlIwRlhMM0hZWEdWRTJTNQACRllZNE9NMkxVNUowWU9GMDdEUgADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5MyBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQAChFC%2FH4OCCX8DhKAah4TEPdkEMk5RVElFN1RBTVA4UFFBSE80UAAFga%2BmSoHprA6BoIFHgJLV6AYABwAABQAGAQECQ0JHQzBVMzBWVjlKUFI2MFRKVQADfgAAAAQAAAg0U1RDU1pCWEhZT0kwSlVVQTNNAAlMVkRCSkFXOEJJNVlTUzFRVUJHAAoACwFUTE9LV0NMOTVSVTAzRDlQRVRHAAJURlFGTE5FUDNWMjIyWTg4QzY0AAMBBAEAAiMwMDAwMDAAA8gBAAUBAQIjMDAwMDAwAAPIAQAAAAIDAA%3D%3D	
BICAN_INDV:CS20230722_CLUS_1894		1894 PVpo-VMPO-MPN Hmx2 Gaba_2 CS20230722_CLUS_1894	PCL:0010001	owl:NamedIndividual	BICAN_INDV:CS20230722_SUPT_0483		CS20230722_CLUS_1894										http://purl.obolibrary.org/obo/PCL_0114274				https://knowledge.brain-map.org/abcatlas#AQIBQVA4Sk5ONUxZQUJHVk1HS1kxQgACUTFOQ1dXUEc2RlowRE5JWEpCUQADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5NCBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQECgazGjoGWFSADhGpN%2FYRYGE0ABQEBQzIzMDA5OUQwOFJpawAABgEBAkNCR0MwVTMwVlY5SlBSNjBUSlUAA34AAAAEAAAIRzRJNEdGSlhKQjlBVFozUFRYMQAJTFZEQkpBVzhCSTVZU1MxUVVCRwAKAAsBbm9uZQACbm9uZQADAQQBAAIjMDAwMDAwAAPIAQAFAQECIzAwMDAwMAADyAEAAAABWkkzUlIwRlhMM0hZWEdWRTJTNQACRllZNE9NMkxVNUowWU9GMDdEUgADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5NCBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQAChFC%2FH4OCCX8DhKAah4TEPdkEMk5RVElFN1RBTVA4UFFBSE80UAAFga%2BmSoHprA6BoIFHgJLV6AYABwAABQAGAQECQ0JHQzBVMzBWVjlKUFI2MFRKVQADfgAAAAQAAAg0U1RDU1pCWEhZT0kwSlVVQTNNAAlMVkRCSkFXOEJJNVlTUzFRVUJHAAoACwFUTE9LV0NMOTVSVTAzRDlQRVRHAAJURlFGTE5FUDNWMjIyWTg4QzY0AAMBBAEAAiMwMDAwMDAAA8gBAAUBAQIjMDAwMDAwAAPIAQAAAAIDAA%3D%3D	
BICAN_INDV:CS20230722_CLUS_1895		1895 PVpo-VMPO-MPN Hmx2 Gaba_2 CS20230722_CLUS_1895	PCL:0010001	owl:NamedIndividual	BICAN_INDV:CS20230722_SUPT_0483		CS20230722_CLUS_1895										http://purl.obolibrary.org/obo/PCL_0114275				https://knowledge.brain-map.org/abcatlas#AQIBQVA4Sk5ONUxZQUJHVk1HS1kxQgACUTFOQ1dXUEc2RlowRE5JWEpCUQADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5NSBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQECgazGjoGWFSADhGpN%2FYRYGE0ABQEBQzIzMDA5OUQwOFJpawAABgEBAkNCR0MwVTMwVlY5SlBSNjBUSlUAA34AAAAEAAAIRzRJNEdGSlhKQjlBVFozUFRYMQAJTFZEQkpBVzhCSTVZU1MxUVVCRwAKAAsBbm9uZQACbm9uZQADAQQBAAIjMDAwMDAwAAPIAQAFAQECIzAwMDAwMAADyAEAAAABWkkzUlIwRlhMM0hZWEdWRTJTNQACRllZNE9NMkxVNUowWU9GMDdEUgADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5NSBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQAChFC%2FH4OCCX8DhKAah4TEPdkEMk5RVElFN1RBTVA4UFFBSE80UAAFga%2BmSoHprA6BoIFHgJLV6AYABwAABQAGAQECQ0JHQzBVMzBWVjlKUFI2MFRKVQADfgAAAAQAAAg0U1RDU1pCWEhZT0kwSlVVQTNNAAlMVkRCSkFXOEJJNVlTUzFRVUJHAAoACwFUTE9LV0NMOTVSVTAzRDlQRVRHAAJURlFGTE5FUDNWMjIyWTg4QzY0AAMBBAEAAiMwMDAwMDAAA8gBAAUBAQIjMDAwMDAwAAPIAQAAAAIDAA%3D%3D	
BICAN_INDV:CS20230722_CLUS_1896		1896 PVpo-VMPO-MPN Hmx2 Gaba_2 CS20230722_CLUS_1896	PCL:0010001	owl:NamedIndividual	BICAN_INDV:CS20230722_SUPT_0483		CS20230722_CLUS_1896										http://purl.obolibrary.org/obo/PCL_0114276				https://knowledge.brain-map.org/abcatlas#AQIBQVA4Sk5ONUxZQUJHVk1HS1kxQgACUTFOQ1dXUEc2RlowRE5JWEpCUQADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5NiBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQECgazGjoGWFSADhGpN%2FYRYGE0ABQEBQzIzMDA5OUQwOFJpawAABgEBAkNCR0MwVTMwVlY5SlBSNjBUSlUAA34AAAAEAAAIRzRJNEdGSlhKQjlBVFozUFRYMQAJTFZEQkpBVzhCSTVZU1MxUVVCRwAKAAsBbm9uZQACbm9uZQADAQQBAAIjMDAwMDAwAAPIAQAFAQECIzAwMDAwMAADyAEAAAABWkkzUlIwRlhMM0hZWEdWRTJTNQACRllZNE9NMkxVNUowWU9GMDdEUgADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5NiBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQAChFC%2FH4OCCX8DhKAah4TEPdkEMk5RVElFN1RBTVA4UFFBSE80UAAFga%2BmSoHprA6BoIFHgJLV6AYABwAABQAGAQECQ0JHQzBVMzBWVjlKUFI2MFRKVQADfgAAAAQAAAg0U1RDU1pCWEhZT0kwSlVVQTNNAAlMVkRCSkFXOEJJNVlTUzFRVUJHAAoACwFUTE9LV0NMOTVSVTAzRDlQRVRHAAJURlFGTE5FUDNWMjIyWTg4QzY0AAMBBAEAAiMwMDAwMDAAA8gBAAUBAQIjMDAwMDAwAAPIAQAAAAIDAA%3D%3D	
BICAN_INDV:CS20230722_CLUS_1897		1897 PVpo-VMPO-MPN Hmx2 Gaba_2 CS20230722_CLUS_1897	PCL:0010001	owl:NamedIndividual	BICAN_INDV:CS20230722_SUPT_0483		CS20230722_CLUS_1897										http://purl.obolibrary.org/obo/PCL_0114277				https://knowledge.brain-map.org/abcatlas#AQIBQVA4Sk5ONUxZQUJHVk1HS1kxQgACUTFOQ1dXUEc2RlowRE5JWEpCUQADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5NyBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQECgazGjoGWFSADhGpN%2FYRYGE0ABQEBQzIzMDA5OUQwOFJpawAABgEBAkNCR0MwVTMwVlY5SlBSNjBUSlUAA34AAAAEAAAIRzRJNEdGSlhKQjlBVFozUFRYMQAJTFZEQkpBVzhCSTVZU1MxUVVCRwAKAAsBbm9uZQACbm9uZQADAQQBAAIjMDAwMDAwAAPIAQAFAQECIzAwMDAwMAADyAEAAAABWkkzUlIwRlhMM0hZWEdWRTJTNQACRllZNE9NMkxVNUowWU9GMDdEUgADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5NyBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQAChFC%2FH4OCCX8DhKAah4TEPdkEMk5RVElFN1RBTVA4UFFBSE80UAAFga%2BmSoHprA6BoIFHgJLV6AYABwAABQAGAQECQ0JHQzBVMzBWVjlKUFI2MFRKVQADfgAAAAQAAAg0U1RDU1pCWEhZT0kwSlVVQTNNAAlMVkRCSkFXOEJJNVlTUzFRVUJHAAoACwFUTE9LV0NMOTVSVTAzRDlQRVRHAAJURlFGTE5FUDNWMjIyWTg4QzY0AAMBBAEAAiMwMDAwMDAAA8gBAAUBAQIjMDAwMDAwAAPIAQAAAAIDAA%3D%3D	
BICAN_INDV:CS20230722_CLUS_1898		1898 PVpo-VMPO-MPN Hmx2 Gaba_2 CS20230722_CLUS_1898	PCL:0010001	owl:NamedIndividual	BICAN_INDV:CS20230722_SUPT_0483		CS20230722_CLUS_1898										http://purl.obolibrary.org/obo/PCL_0114278				https://knowledge.brain-map.org/abcatlas#AQIBQVA4Sk5ONUxZQUJHVk1HS1kxQgACUTFOQ1dXUEc2RlowRE5JWEpCUQADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5OCBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQECgazGjoGWFSADhGpN%2FYRYGE0ABQEBQzIzMDA5OUQwOFJpawAABgEBAkNCR0MwVTMwVlY5SlBSNjBUSlUAA34AAAAEAAAIRzRJNEdGSlhKQjlBVFozUFRYMQAJTFZEQkpBVzhCSTVZU1MxUVVCRwAKAAsBbm9uZQACbm9uZQADAQQBAAIjMDAwMDAwAAPIAQAFAQECIzAwMDAwMAADyAEAAAABWkkzUlIwRlhMM0hZWEdWRTJTNQACRllZNE9NMkxVNUowWU9GMDdEUgADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5OCBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQAChFC%2FH4OCCX8DhKAah4TEPdkEMk5RVElFN1RBTVA4UFFBSE80UAAFga%2BmSoHprA6BoIFHgJLV6AYABwAABQAGAQECQ0JHQzBVMzBWVjlKUFI2MFRKVQADfgAAAAQAAAg0U1RDU1pCWEhZT0kwSlVVQTNNAAlMVkRCSkFXOEJJNVlTUzFRVUJHAAoACwFUTE9LV0NMOTVSVTAzRDlQRVRHAAJURlFGTE5FUDNWMjIyWTg4QzY0AAMBBAEAAiMwMDAwMDAAA8gBAAUBAQIjMDAwMDAwAAPIAQAAAAIDAA%3D%3D	
BICAN_INDV:CS20230722_CLUS_1899		1899 PVpo-VMPO-MPN Hmx2 Gaba_2 CS20230722_CLUS_1899	PCL:0010001	owl:NamedIndividual	BICAN_INDV:CS20230722_SUPT_0483		CS20230722_CLUS_1899										http://purl.obolibrary.org/obo/PCL_0114279				https://knowledge.brain-map.org/abcatlas#AQIBQVA4Sk5ONUxZQUJHVk1HS1kxQgACUTFOQ1dXUEc2RlowRE5JWEpCUQADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5OSBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQECgazGjoGWFSADhGpN%2FYRYGE0ABQEBQzIzMDA5OUQwOFJpawAABgEBAkNCR0MwVTMwVlY5SlBSNjBUSlUAA34AAAAEAAAIRzRJNEdGSlhKQjlBVFozUFRYMQAJTFZEQkpBVzhCSTVZU1MxUVVCRwAKAAsBbm9uZQACbm9uZQADAQQBAAIjMDAwMDAwAAPIAQAFAQECIzAwMDAwMAADyAEAAAABWkkzUlIwRlhMM0hZWEdWRTJTNQACRllZNE9NMkxVNUowWU9GMDdEUgADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTg5OSBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQAChFC%2FH4OCCX8DhKAah4TEPdkEMk5RVElFN1RBTVA4UFFBSE80UAAFga%2BmSoHprA6BoIFHgJLV6AYABwAABQAGAQECQ0JHQzBVMzBWVjlKUFI2MFRKVQADfgAAAAQAAAg0U1RDU1pCWEhZT0kwSlVVQTNNAAlMVkRCSkFXOEJJNVlTUzFRVUJHAAoACwFUTE9LV0NMOTVSVTAzRDlQRVRHAAJURlFGTE5FUDNWMjIyWTg4QzY0AAMBBAEAAiMwMDAwMDAAA8gBAAUBAQIjMDAwMDAwAAPIAQAAAAIDAA%3D%3D	
BICAN_INDV:CS20230722_CLUS_1900		1900 PVpo-VMPO-MPN Hmx2 Gaba_2 CS20230722_CLUS_1900	PCL:0010001	owl:NamedIndividual	BICAN_INDV:CS20230722_SUPT_0483		CS20230722_CLUS_1900										http://purl.obolibrary.org/obo/PCL_0114280				https://knowledge.brain-map.org/abcatlas#AQIBQVA4Sk5ONUxZQUJHVk1HS1kxQgACUTFOQ1dXUEc2RlowRE5JWEpCUQADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTkwMCBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQECgazGjoGWFSADhGpN%2FYRYGE0ABQEBQzIzMDA5OUQwOFJpawAABgEBAkNCR0MwVTMwVlY5SlBSNjBUSlUAA34AAAAEAAAIRzRJNEdGSlhKQjlBVFozUFRYMQAJTFZEQkpBVzhCSTVZU1MxUVVCRwAKAAsBbm9uZQACbm9uZQADAQQBAAIjMDAwMDAwAAPIAQAFAQECIzAwMDAwMAADyAEAAAABWkkzUlIwRlhMM0hZWEdWRTJTNQACRllZNE9NMkxVNUowWU9GMDdEUgADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTkwMCBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQAChFC%2FH4OCCX8DhKAah4TEPdkEMk5RVElFN1RBTVA4UFFBSE80UAAFga%2BmSoHprA6BoIFHgJLV6AYABwAABQAGAQECQ0JHQzBVMzBWVjlKUFI2MFRKVQADfgAAAAQAAAg0U1RDU1pCWEhZT0kwSlVVQTNNAAlMVkRCSkFXOEJJNVlTUzFRVUJHAAoACwFUTE9LV0NMOTVSVTAzRDlQRVRHAAJURlFGTE5FUDNWMjIyWTg4QzY0AAMBBAEAAiMwMDAwMDAAA8gBAAUBAQIjMDAwMDAwAAPIAQAAAAIDAA%3D%3D	
BICAN_INDV:CS20230722_CLUS_1901		1901 PVpo-VMPO-MPN Hmx2 Gaba_2 CS20230722_CLUS_1901	PCL:0010001	owl:NamedIndividual	BICAN_INDV:CS20230722_SUPT_0483		CS20230722_CLUS_1901										http://purl.obolibrary.org/obo/PCL_0114281				https://knowledge.brain-map.org/abcatlas#AQIBQVA4Sk5ONUxZQUJHVk1HS1kxQgACUTFOQ1dXUEc2RlowRE5JWEpCUQADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTkwMSBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQECgazGjoGWFSADhGpN%2FYRYGE0ABQEBQzIzMDA5OUQwOFJpawAABgEBAkNCR0MwVTMwVlY5SlBSNjBUSlUAA34AAAAEAAAIRzRJNEdGSlhKQjlBVFozUFRYMQAJTFZEQkpBVzhCSTVZU1MxUVVCRwAKAAsBbm9uZQACbm9uZQADAQQBAAIjMDAwMDAwAAPIAQAFAQECIzAwMDAwMAADyAEAAAABWkkzUlIwRlhMM0hZWEdWRTJTNQACRllZNE9NMkxVNUowWU9GMDdEUgADBAFGUzAwRFhWMFQ5UjFYOUZKNFFFAAIAAAFRWTVTOEtNTzVITEpVRjBQMDBLAAIAAAExNUJLNDdEQ0lPRjFTTExVVzlQAAIAAAFDQkdDMFUzMFZWOUpQUjYwVEpVAAIBMTkwMSBQVnBvLVZNUE8tTVBOIEhteDIgR2FiYV8yAAAEAQAChFC%2FH4OCCX8DhKAah4TEPdkEMk5RVElFN1RBTVA4UFFBSE80UAAFga%2BmSoHprA6BoIFHgJLV6AYABwAABQAGAQECQ0JHQzBVMzBWVjlKUFI2MFRKVQADfgAAAAQAAAg0U1RDU1pCWEhZT0kwSlVVQTNNAAlMVkRCSkFXOEJJNVlTUzFRVUJHAAoACwFUTE9LV0NMOTVSVTAzRDlQRVRHAAJURlFGTE5FUDNWMjIyWTg4QzY0AAMBBAEAAiMwMDAwMDAAA8gBAAUBAQIjMDAwMDAwAAPIAQAAAAIDAA%3D%3D	
