supertype_id	supertype_label	supertype_id_label	subclass_id	subclass_label	subclass_id_label	class_id	class_label	class_id_label	division_id	division_label	division_id_label	neighborhood	nt_type_label	cell_set_accession.supertype
295	PVa-ARH Six3 Dopa-Gaba_1	0295 PVa-ARH Six3 Dopa-Gaba_1	75	PVa-ARH Six3 Dopa-Gaba	075 PVa-ARH Six3 Dopa-Gaba	11	HY GABA	11 HY GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:4,HEAD-Gaba2:4	Dopa	CS202212150_5466
296	PVa-ARH Six3 Dopa-Gaba_2	0296 PVa-ARH Six3 Dopa-Gaba_2	75	PVa-ARH Six3 Dopa-Gaba	075 PVa-ARH Six3 Dopa-Gaba	11	HY GABA	11 HY GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:4,HEAD-Gaba2:4	Dopa	CS202212150_1224
297	PMv-TMv Tbx3 Hist-Gaba_1	0297 PMv-TMv Tbx3 Hist-Gaba_1	76	PMv-TMv Tbx3 Hist-Gaba	076 PMv-TMv Tbx3 Hist-Gaba	11	HY GABA	11 HY GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:6,HEAD-Gaba2:6	Hist	CS202212150_5467
298	PMv-TMv Tbx3 Hist-Gaba_2	0298 PMv-TMv Tbx3 Hist-Gaba_2	76	PMv-TMv Tbx3 Hist-Gaba	076 PMv-TMv Tbx3 Hist-Gaba	11	HY GABA	11 HY GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:6,HEAD-Gaba2:6	Hist	CS202212150_5468
299	MOB Eomes Ms4a15 Glut_1	0299 MOB Eomes Ms4a15 Glut_1	77	MOB Eomes Ms4a15 Glut	077 MOB Eomes Ms4a15 Glut	12	MOB-CR Glut	12 MOB-CR Glut	4	CBX-MOB-other neuronal	4 CBX-MOB-other neuronal	NN-IMN-GC:11	Glut	CS202212150_5469
300	MOB Eomes Ms4a15 Glut_2	0300 MOB Eomes Ms4a15 Glut_2	77	MOB Eomes Ms4a15 Glut	077 MOB Eomes Ms4a15 Glut	12	MOB-CR Glut	12 MOB-CR Glut	4	CBX-MOB-other neuronal	4 CBX-MOB-other neuronal	NN-IMN-GC:11	Glut	CS202212150_5470
301	MOB Eomes Ms4a15 Glut_3	0301 MOB Eomes Ms4a15 Glut_3	77	MOB Eomes Ms4a15 Glut	077 MOB Eomes Ms4a15 Glut	12	MOB-CR Glut	12 MOB-CR Glut	4	CBX-MOB-other neuronal	4 CBX-MOB-other neuronal	NN-IMN-GC:11	Glut	CS202212150_5471
302	MOB Eomes Ms4a15 Glut_4	0302 MOB Eomes Ms4a15 Glut_4	77	MOB Eomes Ms4a15 Glut	077 MOB Eomes Ms4a15 Glut	12	MOB-CR Glut	12 MOB-CR Glut	4	CBX-MOB-other neuronal	4 CBX-MOB-other neuronal	NN-IMN-GC:11	Glut	CS202212150_1240
303	MOB Eomes Ms4a15 Glut_5	0303 MOB Eomes Ms4a15 Glut_5	77	MOB Eomes Ms4a15 Glut	077 MOB Eomes Ms4a15 Glut	12	MOB-CR Glut	12 MOB-CR Glut	4	CBX-MOB-other neuronal	4 CBX-MOB-other neuronal	NN-IMN-GC:11	Glut	CS202212150_5472
304	BST-po Glut	0304 BST-po Glut	78	BST-po Glut	078 BST-po Glut	13	CNU-HYa Glut	13 CNU-HYa Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:1,HEAD-Glut:1	Glut	CS202212150_1243
305	TRS Sln Glut_1	0305 TRS Sln Glut_1	79	TRS Sln Glut	079 TRS Sln Glut	13	CNU-HYa Glut	13 CNU-HYa Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:5,HEAD-Glut:5	Glut	CS202212150_5473
306	TRS Sln Glut_2	0306 TRS Sln Glut_2	79	TRS Sln Glut	079 TRS Sln Glut	13	CNU-HYa Glut	13 CNU-HYa Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:5,HEAD-Glut:5	Glut	CS202212150_5474
307	GPi Skor1 Gaba-Glut	0307 GPi Skor1 Gaba-Glut	80	GPi Skor1 Gaba-Glut	080 GPi Skor1 Gaba-Glut	13	CNU-HYa Glut	13 CNU-HYa Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:3,HEAD-Glut:3	Glut-GABA	CS202212150_5475
308	RT ZI Gnb3 Gaba_1	0308 RT ZI Gnb3 Gaba_1	81	RT ZI Gnb3 Gaba	081 RT ZI Gnb3 Gaba	11	HY GABA	11 HY GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:25,HEAD-Gaba2:25	GABA	CS202212150_5476
309	RT ZI Gnb3 Gaba_2	0309 RT ZI Gnb3 Gaba_2	81	RT ZI Gnb3 Gaba	081 RT ZI Gnb3 Gaba	11	HY GABA	11 HY GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:25,HEAD-Gaba2:25	GABA	CS202212150_5477
310	RT ZI Gnb3 Gaba_3	0310 RT ZI Gnb3 Gaba_3	81	RT ZI Gnb3 Gaba	081 RT ZI Gnb3 Gaba	11	HY GABA	11 HY GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:25,HEAD-Gaba2:25	GABA	CS202212150_5478
311	RT ZI Gnb3 Gaba_4	0311 RT ZI Gnb3 Gaba_4	81	RT ZI Gnb3 Gaba	081 RT ZI Gnb3 Gaba	11	HY GABA	11 HY GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:25,HEAD-Gaba2:25	GABA	CS202212150_5479
312	RT ZI Gnb3 Gaba_5	0312 RT ZI Gnb3 Gaba_5	81	RT ZI Gnb3 Gaba	081 RT ZI Gnb3 Gaba	11	HY GABA	11 HY GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:25,HEAD-Gaba2:25	GABA	CS202212150_5480
313	SCH Gaba_1	0313 SCH Gaba_1	82	SCH Gaba	082 SCH Gaba	11	HY GABA	11 HY GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:14,HEAD-Gaba2:14	GABA	CS202212150_5481
314	SCH Gaba_2	0314 SCH Gaba_2	82	SCH Gaba	082 SCH Gaba	11	HY GABA	11 HY GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:14,HEAD-Gaba2:14	GABA	CS202212150_5482
315	SCH Gaba_3	0315 SCH Gaba_3	82	SCH Gaba	082 SCH Gaba	11	HY GABA	11 HY GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:14,HEAD-Gaba2:14	GABA	CS202212150_5483
316	MEA-BST Sox6 Gaba_1	0316 MEA-BST Sox6 Gaba_1	83	MEA-BST Sox6 Gaba	083 MEA-BST Sox6 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:57,Subpallium-GABA:57,Other-Sub-Gaba:57,HEAD-Gaba1:57	GABA	CS202212150_5484
317	MEA-BST Sox6 Gaba_10	0317 MEA-BST Sox6 Gaba_10	83	MEA-BST Sox6 Gaba	083 MEA-BST Sox6 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:57,Subpallium-GABA:57,Other-Sub-Gaba:57,HEAD-Gaba1:57	GABA	CS202212150_5485
318	MEA-BST Sox6 Gaba_11	0318 MEA-BST Sox6 Gaba_11	83	MEA-BST Sox6 Gaba	083 MEA-BST Sox6 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:57,Subpallium-GABA:57,Other-Sub-Gaba:57,HEAD-Gaba1:57	GABA	CS202212150_5486
319	MEA-BST Sox6 Gaba_2	0319 MEA-BST Sox6 Gaba_2	83	MEA-BST Sox6 Gaba	083 MEA-BST Sox6 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:57,Subpallium-GABA:57,Other-Sub-Gaba:57,HEAD-Gaba1:57	GABA	CS202212150_5487
320	MEA-BST Sox6 Gaba_3	0320 MEA-BST Sox6 Gaba_3	83	MEA-BST Sox6 Gaba	083 MEA-BST Sox6 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:57,Subpallium-GABA:57,Other-Sub-Gaba:57,HEAD-Gaba1:57	GABA	CS202212150_5488
321	MEA-BST Sox6 Gaba_4	0321 MEA-BST Sox6 Gaba_4	83	MEA-BST Sox6 Gaba	083 MEA-BST Sox6 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:57,Subpallium-GABA:57,Other-Sub-Gaba:57,HEAD-Gaba1:57	GABA	CS202212150_5489
322	MEA-BST Sox6 Gaba_5	0322 MEA-BST Sox6 Gaba_5	83	MEA-BST Sox6 Gaba	083 MEA-BST Sox6 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:57,Subpallium-GABA:57,Other-Sub-Gaba:57,HEAD-Gaba1:57	GABA	CS202212150_5490
323	MEA-BST Sox6 Gaba_6	0323 MEA-BST Sox6 Gaba_6	83	MEA-BST Sox6 Gaba	083 MEA-BST Sox6 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:57,Subpallium-GABA:57,Other-Sub-Gaba:57,HEAD-Gaba1:57	GABA	CS202212150_5491
324	MEA-BST Sox6 Gaba_7	0324 MEA-BST Sox6 Gaba_7	83	MEA-BST Sox6 Gaba	083 MEA-BST Sox6 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:57,Subpallium-GABA:57,Other-Sub-Gaba:57,HEAD-Gaba1:57	GABA	CS202212150_5492
325	MEA-BST Sox6 Gaba_8	0325 MEA-BST Sox6 Gaba_8	83	MEA-BST Sox6 Gaba	083 MEA-BST Sox6 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:57,Subpallium-GABA:57,Other-Sub-Gaba:57,HEAD-Gaba1:57	GABA	CS202212150_5493
326	MEA-BST Sox6 Gaba_9	0326 MEA-BST Sox6 Gaba_9	83	MEA-BST Sox6 Gaba	083 MEA-BST Sox6 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:57,Subpallium-GABA:57,Other-Sub-Gaba:57,HEAD-Gaba1:57	GABA	CS202212150_5494
327	MEA-BST Lhx6 Sp9 Gaba_1	0327 MEA-BST Lhx6 Sp9 Gaba_1	84	MEA-BST Lhx6 Sp9 Gaba	084 MEA-BST Lhx6 Sp9 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:25,Subpallium-GABA:25,Other-Sub-Gaba:25,HEAD-Gaba1:25	GABA	CS202212150_5495
328	MEA-BST Lhx6 Sp9 Gaba_2	0328 MEA-BST Lhx6 Sp9 Gaba_2	84	MEA-BST Lhx6 Sp9 Gaba	084 MEA-BST Lhx6 Sp9 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:25,Subpallium-GABA:25,Other-Sub-Gaba:25,HEAD-Gaba1:25	GABA	CS202212150_5496
329	MEA-BST Lhx6 Sp9 Gaba_3	0329 MEA-BST Lhx6 Sp9 Gaba_3	84	MEA-BST Lhx6 Sp9 Gaba	084 MEA-BST Lhx6 Sp9 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:25,Subpallium-GABA:25,Other-Sub-Gaba:25,HEAD-Gaba1:25	GABA	CS202212150_5497
330	MEA-BST Lhx6 Sp9 Gaba_4	0330 MEA-BST Lhx6 Sp9 Gaba_4	84	MEA-BST Lhx6 Sp9 Gaba	084 MEA-BST Lhx6 Sp9 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:25,Subpallium-GABA:25,Other-Sub-Gaba:25,HEAD-Gaba1:25	GABA	CS202212150_5498
331	MEA-BST Lhx6 Sp9 Gaba_5	0331 MEA-BST Lhx6 Sp9 Gaba_5	84	MEA-BST Lhx6 Sp9 Gaba	084 MEA-BST Lhx6 Sp9 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:25,Subpallium-GABA:25,Other-Sub-Gaba:25,HEAD-Gaba1:25	GABA	CS202212150_5499
332	MEA-BST Lhx6 Sp9 Gaba_6	0332 MEA-BST Lhx6 Sp9 Gaba_6	84	MEA-BST Lhx6 Sp9 Gaba	084 MEA-BST Lhx6 Sp9 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:25,Subpallium-GABA:25,Other-Sub-Gaba:25,HEAD-Gaba1:25	GABA	CS202212150_5500
333	MEA-BST Lhx6 Nr2e1 Gaba_1	0333 MEA-BST Lhx6 Nr2e1 Gaba_1	85	MEA-BST Lhx6 Nr2e1 Gaba	085 MEA-BST Lhx6 Nr2e1 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:12,Subpallium-GABA:12,Other-Sub-Gaba:12,HEAD-Gaba1:12	GABA	CS202212150_5501
334	MEA-BST Lhx6 Nr2e1 Gaba_2	0334 MEA-BST Lhx6 Nr2e1 Gaba_2	85	MEA-BST Lhx6 Nr2e1 Gaba	085 MEA-BST Lhx6 Nr2e1 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:12,Subpallium-GABA:12,Other-Sub-Gaba:12,HEAD-Gaba1:12	GABA	CS202212150_5502
335	MEA-BST Lhx6 Nr2e1 Gaba_3	0335 MEA-BST Lhx6 Nr2e1 Gaba_3	85	MEA-BST Lhx6 Nr2e1 Gaba	085 MEA-BST Lhx6 Nr2e1 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:12,Subpallium-GABA:12,Other-Sub-Gaba:12,HEAD-Gaba1:12	GABA	CS202212150_1383
336	MEA-BST Lhx6 Nfib Gaba_1	0336 MEA-BST Lhx6 Nfib Gaba_1	86	MEA-BST Lhx6 Nfib Gaba	086 MEA-BST Lhx6 Nfib Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:34,Subpallium-GABA:34,Other-Sub-Gaba:34,HEAD-Gaba1:34	GABA	CS202212150_5503
337	MEA-BST Lhx6 Nfib Gaba_2	0337 MEA-BST Lhx6 Nfib Gaba_2	86	MEA-BST Lhx6 Nfib Gaba	086 MEA-BST Lhx6 Nfib Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:34,Subpallium-GABA:34,Other-Sub-Gaba:34,HEAD-Gaba1:34	GABA	CS202212150_5504
338	MEA-BST Lhx6 Nfib Gaba_3	0338 MEA-BST Lhx6 Nfib Gaba_3	86	MEA-BST Lhx6 Nfib Gaba	086 MEA-BST Lhx6 Nfib Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:34,Subpallium-GABA:34,Other-Sub-Gaba:34,HEAD-Gaba1:34	GABA	CS202212150_5505
339	MEA-BST Lhx6 Nfib Gaba_4	0339 MEA-BST Lhx6 Nfib Gaba_4	86	MEA-BST Lhx6 Nfib Gaba	086 MEA-BST Lhx6 Nfib Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:34,Subpallium-GABA:34,Other-Sub-Gaba:34,HEAD-Gaba1:34	GABA	CS202212150_5506
340	MEA-BST Lhx6 Nfib Gaba_5	0340 MEA-BST Lhx6 Nfib Gaba_5	86	MEA-BST Lhx6 Nfib Gaba	086 MEA-BST Lhx6 Nfib Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:34,Subpallium-GABA:34,Other-Sub-Gaba:34,HEAD-Gaba1:34	GABA	CS202212150_5507
341	MEA-BST Lhx6 Nfib Gaba_6	0341 MEA-BST Lhx6 Nfib Gaba_6	86	MEA-BST Lhx6 Nfib Gaba	086 MEA-BST Lhx6 Nfib Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:34,Subpallium-GABA:34,Other-Sub-Gaba:34,HEAD-Gaba1:34	GABA	CS202212150_5508
342	DMH Prdm13 Gaba_1	0342 DMH Prdm13 Gaba_1	87	DMH Prdm13 Gaba	087 DMH Prdm13 Gaba	11	HY GABA	11 HY GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:6,HEAD-Gaba2:6	GABA	CS202212150_5509
343	DMH Prdm13 Gaba_2	0343 DMH Prdm13 Gaba_2	87	DMH Prdm13 Gaba	087 DMH Prdm13 Gaba	11	HY GABA	11 HY GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:6,HEAD-Gaba2:6	GABA	CS202212150_5510
344	DMH Nkx2-4 Glut_1	0344 DMH Nkx2-4 Glut_1	88	DMH Nkx2-4 Glut	088 DMH Nkx2-4 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:6,HEAD-Glut:6	Glut	CS202212150_1424
345	DMH Nkx2-4 Glut_2	0345 DMH Nkx2-4 Glut_2	88	DMH Nkx2-4 Glut	088 DMH Nkx2-4 Glut	15	HY Glut	15 HY Glut	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:6,HEAD-Glut:6	Glut	CS202212150_5511
346	MEA-BST Gal Avp Gaba	0346 MEA-BST Gal Avp Gaba	89	MEA-BST Gal Avp Gaba	089 MEA-BST Gal Avp Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:2,Subpallium-GABA:2,Other-Sub-Gaba:2,HEAD-Gaba1:2	GABA	CS202212150_5512
347	SI-MA-NDB Ebf1 Bnc2 Gaba_1	0347 SI-MA-NDB Ebf1 Bnc2 Gaba_1	90	SI-MA-NDB Ebf1 Bnc2 Gaba	090 SI-MA-NDB Ebf1 Bnc2 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:10,Subpallium-GABA:10,Other-Sub-Gaba:10,HEAD-Gaba1:10	GABA	CS202212150_5513
348	SI-MA-NDB Ebf1 Bnc2 Gaba_2	0348 SI-MA-NDB Ebf1 Bnc2 Gaba_2	90	SI-MA-NDB Ebf1 Bnc2 Gaba	090 SI-MA-NDB Ebf1 Bnc2 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:10,Subpallium-GABA:10,Other-Sub-Gaba:10,HEAD-Gaba1:10	GABA	CS202212150_5514
349	CEA-AAA-BST Six3 Cyp26b1 Gaba_1	0349 CEA-AAA-BST Six3 Cyp26b1 Gaba_1	91	CEA-AAA-BST Six3 Cyp26b1 Gaba	091 CEA-AAA-BST Six3 Cyp26b1 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:22,Subpallium-GABA:22,Other-Sub-Gaba:22,HEAD-Gaba1:22	GABA	CS202212150_5515
350	CEA-AAA-BST Six3 Cyp26b1 Gaba_2	0350 CEA-AAA-BST Six3 Cyp26b1 Gaba_2	91	CEA-AAA-BST Six3 Cyp26b1 Gaba	091 CEA-AAA-BST Six3 Cyp26b1 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:22,Subpallium-GABA:22,Other-Sub-Gaba:22,HEAD-Gaba1:22	GABA	CS202212150_5516
351	CEA-AAA-BST Six3 Cyp26b1 Gaba_3	0351 CEA-AAA-BST Six3 Cyp26b1 Gaba_3	91	CEA-AAA-BST Six3 Cyp26b1 Gaba	091 CEA-AAA-BST Six3 Cyp26b1 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:22,Subpallium-GABA:22,Other-Sub-Gaba:22,HEAD-Gaba1:22	GABA	CS202212150_5517
352	CEA-AAA-BST Six3 Cyp26b1 Gaba_4	0352 CEA-AAA-BST Six3 Cyp26b1 Gaba_4	91	CEA-AAA-BST Six3 Cyp26b1 Gaba	091 CEA-AAA-BST Six3 Cyp26b1 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:22,Subpallium-GABA:22,Other-Sub-Gaba:22,HEAD-Gaba1:22	GABA	CS202212150_5518
353	CEA-AAA-BST Six3 Cyp26b1 Gaba_5	0353 CEA-AAA-BST Six3 Cyp26b1 Gaba_5	91	CEA-AAA-BST Six3 Cyp26b1 Gaba	091 CEA-AAA-BST Six3 Cyp26b1 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:22,Subpallium-GABA:22,Other-Sub-Gaba:22,HEAD-Gaba1:22	GABA	CS202212150_5519
354	AAA-BST Six3 Meis2 Gaba_1	0354 AAA-BST Six3 Meis2 Gaba_1	92	AAA-BST Six3 Meis2 Gaba	092 AAA-BST Six3 Meis2 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:29,Subpallium-GABA:29,Other-Sub-Gaba:29,HEAD-Gaba1:29	GABA	CS202212150_5520
355	AAA-BST Six3 Meis2 Gaba_2	0355 AAA-BST Six3 Meis2 Gaba_2	92	AAA-BST Six3 Meis2 Gaba	092 AAA-BST Six3 Meis2 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:29,Subpallium-GABA:29,Other-Sub-Gaba:29,HEAD-Gaba1:29	GABA	CS202212150_5521
356	AAA-BST Six3 Meis2 Gaba_3	0356 AAA-BST Six3 Meis2 Gaba_3	92	AAA-BST Six3 Meis2 Gaba	092 AAA-BST Six3 Meis2 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:29,Subpallium-GABA:29,Other-Sub-Gaba:29,HEAD-Gaba1:29	GABA	CS202212150_5522
357	AAA-BST Six3 Meis2 Gaba_5	0357 AAA-BST Six3 Meis2 Gaba_5	92	AAA-BST Six3 Meis2 Gaba	092 AAA-BST Six3 Meis2 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:29,Subpallium-GABA:29,Other-Sub-Gaba:29,HEAD-Gaba1:29	GABA	CS202212150_5523
358	AAA-BST Six3 Meis2 Gaba_6	0358 AAA-BST Six3 Meis2 Gaba_6	92	AAA-BST Six3 Meis2 Gaba	092 AAA-BST Six3 Meis2 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:29,Subpallium-GABA:29,Other-Sub-Gaba:29,HEAD-Gaba1:29	GABA	CS202212150_1487
359	AAA-BST Six3 Meis2 Gaba_8	0359 AAA-BST Six3 Meis2 Gaba_8	92	AAA-BST Six3 Meis2 Gaba	092 AAA-BST Six3 Meis2 Gaba	14	CNU-HYa GABA	14 CNU-HYa GABA	3	PAL-sAMY-TH-HY-MB-HB neuronal	3 PAL-sAMY-TH-HY-MB-HB neuronal	HEAD:29,Subpallium-GABA:29,Other-Sub-Gaba:29,HEAD-Gaba1:29	GABA	CS202212150_5524
