defined_class	cell_set_accession	Taxonomy_label	Exclude_from_ontology	defined_class_name	defined_class_definition	Curated_synonyms	Classification	Classification_comment	Classification_pub	Expresses	Expresses_comment	Expresses_pub	Projection_type	Layers	Cross_species_text	Comment
http://purl.obolibrary.org/obo/PCL_0114050	CS20230722_CLUS_1670	1670 AHN-SBPV-PVHd Pdrm12 Gaba_5														
http://purl.obolibrary.org/obo/PCL_0114051	CS20230722_CLUS_1671	1671 AHN-SBPV-PVHd Pdrm12 Gaba_5														
http://purl.obolibrary.org/obo/PCL_0114052	CS20230722_CLUS_1672	1672 AHN-SBPV-PVHd Pdrm12 Gaba_6														
http://purl.obolibrary.org/obo/PCL_0114053	CS20230722_CLUS_1673	1673 AHN-SBPV-PVHd Pdrm12 Gaba_6														
http://purl.obolibrary.org/obo/PCL_0114054	CS20230722_CLUS_1674	1674 AHN-SBPV-PVHd Pdrm12 Gaba_6														
http://purl.obolibrary.org/obo/PCL_0114055	CS20230722_CLUS_1675	1675 AHN-SBPV-PVHd Pdrm12 Gaba_6														
http://purl.obolibrary.org/obo/PCL_0114056	CS20230722_CLUS_1676	1676 AHN-SBPV-PVHd Pdrm12 Gaba_6														
http://purl.obolibrary.org/obo/PCL_0114057	CS20230722_CLUS_1677	1677 AHN-SBPV-PVHd Pdrm12 Gaba_6														
http://purl.obolibrary.org/obo/PCL_0114058	CS20230722_CLUS_1678	1678 AHN-SBPV-PVHd Pdrm12 Gaba_7														
http://purl.obolibrary.org/obo/PCL_0114059	CS20230722_CLUS_1679	1679 AHN-SBPV-PVHd Pdrm12 Gaba_7														
http://purl.obolibrary.org/obo/PCL_0114060	CS20230722_CLUS_1680	1680 AHN-SBPV-PVHd Pdrm12 Gaba_7														
http://purl.obolibrary.org/obo/PCL_0114061	CS20230722_CLUS_1681	1681 AHN-SBPV-PVHd Pdrm12 Gaba_7														
http://purl.obolibrary.org/obo/PCL_0114062	CS20230722_CLUS_1682	1682 AHN-SBPV-PVHd Pdrm12 Gaba_7														
http://purl.obolibrary.org/obo/PCL_0114063	CS20230722_CLUS_1683	1683 SBPV-PVa Six6 Satb2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114064	CS20230722_CLUS_1684	1684 SBPV-PVa Six6 Satb2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114065	CS20230722_CLUS_1685	1685 SBPV-PVa Six6 Satb2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114066	CS20230722_CLUS_1686	1686 SBPV-PVa Six6 Satb2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114067	CS20230722_CLUS_1687	1687 SBPV-PVa Six6 Satb2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114068	CS20230722_CLUS_1688	1688 SBPV-PVa Six6 Satb2 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114069	CS20230722_CLUS_1689	1689 SBPV-PVa Six6 Satb2 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114070	CS20230722_CLUS_1690	1690 SBPV-PVa Six6 Satb2 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114071	CS20230722_CLUS_1691	1691 SBPV-PVa Six6 Satb2 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114072	CS20230722_CLUS_1692	1692 SBPV-PVa Six6 Satb2 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114073	CS20230722_CLUS_1693	1693 SBPV-PVa Six6 Satb2 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114074	CS20230722_CLUS_1694	1694 SBPV-PVa Six6 Satb2 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114075	CS20230722_CLUS_1695	1695 SBPV-PVa Six6 Satb2 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114076	CS20230722_CLUS_1696	1696 SBPV-PVa Six6 Satb2 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114077	CS20230722_CLUS_1697	1697 SBPV-PVa Six6 Satb2 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114078	CS20230722_CLUS_1698	1698 AHN Onecut3 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114079	CS20230722_CLUS_1699	1699 AHN Onecut3 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114080	CS20230722_CLUS_1700	1700 AHN Onecut3 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114081	CS20230722_CLUS_1701	1701 AHN Onecut3 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114082	CS20230722_CLUS_1702	1702 AHN Onecut3 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114083	CS20230722_CLUS_1703	1703 AHN Onecut3 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114084	CS20230722_CLUS_1704	1704 AHN Onecut3 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114085	CS20230722_CLUS_1705	1705 AHN Onecut3 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114086	CS20230722_CLUS_1706	1706 AHN Onecut3 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114087	CS20230722_CLUS_1707	1707 AHN Onecut3 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114088	CS20230722_CLUS_1708	1708 AHN Onecut3 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114089	CS20230722_CLUS_1709	1709 AHN Onecut3 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114090	CS20230722_CLUS_1710	1710 AHN Onecut3 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114091	CS20230722_CLUS_1711	1711 AHN Onecut3 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114092	CS20230722_CLUS_1712	1712 AHN Onecut3 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114093	CS20230722_CLUS_1713	1713 AHN Onecut3 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114094	CS20230722_CLUS_1714	1714 ZI Pax6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114095	CS20230722_CLUS_1715	1715 ZI Pax6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114096	CS20230722_CLUS_1716	1716 ZI Pax6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114097	CS20230722_CLUS_1717	1717 ZI Pax6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114098	CS20230722_CLUS_1718	1718 ZI Pax6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114099	CS20230722_CLUS_1719	1719 ZI Pax6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114100	CS20230722_CLUS_1720	1720 ZI Pax6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114101	CS20230722_CLUS_1721	1721 ZI Pax6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114102	CS20230722_CLUS_1722	1722 ZI Pax6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114103	CS20230722_CLUS_1723	1723 ZI Pax6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114104	CS20230722_CLUS_1724	1724 ZI Pax6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114105	CS20230722_CLUS_1725	1725 ZI Pax6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114106	CS20230722_CLUS_1726	1726 ZI Pax6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114107	CS20230722_CLUS_1727	1727 ZI Pax6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114108	CS20230722_CLUS_1728	1728 ZI Pax6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114109	CS20230722_CLUS_1729	1729 ZI Pax6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114110	CS20230722_CLUS_1730	1730 ZI Pax6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114111	CS20230722_CLUS_1731	1731 ZI Pax6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114112	CS20230722_CLUS_1732	1732 ZI Pax6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114113	CS20230722_CLUS_1733	1733 ZI Pax6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114114	CS20230722_CLUS_1734	1734 ZI Pax6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114115	CS20230722_CLUS_1735	1735 ZI Pax6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114116	CS20230722_CLUS_1736	1736 ZI Pax6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114117	CS20230722_CLUS_1737	1737 ZI Pax6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114118	CS20230722_CLUS_1738	1738 ZI Pax6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114119	CS20230722_CLUS_1739	1739 ZI Pax6 Gaba_4														
http://purl.obolibrary.org/obo/PCL_0114120	CS20230722_CLUS_1740	1740 ZI Pax6 Gaba_4														
http://purl.obolibrary.org/obo/PCL_0114121	CS20230722_CLUS_1741	1741 ZI Pax6 Gaba_4														
http://purl.obolibrary.org/obo/PCL_0114122	CS20230722_CLUS_1742	1742 ZI Pax6 Gaba_4														
http://purl.obolibrary.org/obo/PCL_0114123	CS20230722_CLUS_1743	1743 ZI Pax6 Gaba_4														
http://purl.obolibrary.org/obo/PCL_0114124	CS20230722_CLUS_1744	1744 ZI Pax6 Gaba_4														
http://purl.obolibrary.org/obo/PCL_0114125	CS20230722_CLUS_1745	1745 ZI Pax6 Gaba_4														
http://purl.obolibrary.org/obo/PCL_0114126	CS20230722_CLUS_1746	1746 ZI Pax6 Gaba_4														
http://purl.obolibrary.org/obo/PCL_0114127	CS20230722_CLUS_1747	1747 ZI Pax6 Gaba_4														
http://purl.obolibrary.org/obo/PCL_0114128	CS20230722_CLUS_1748	1748 ZI Pax6 Gaba_4														
http://purl.obolibrary.org/obo/PCL_0114129	CS20230722_CLUS_1749	1749 ZI Pax6 Gaba_5														
http://purl.obolibrary.org/obo/PCL_0114130	CS20230722_CLUS_1750	1750 ZI Pax6 Gaba_5														
http://purl.obolibrary.org/obo/PCL_0114131	CS20230722_CLUS_1751	1751 ZI Pax6 Gaba_5														
http://purl.obolibrary.org/obo/PCL_0114132	CS20230722_CLUS_1752	1752 ZI Pax6 Gaba_6														
http://purl.obolibrary.org/obo/PCL_0114133	CS20230722_CLUS_1753	1753 ZI Pax6 Gaba_6														
http://purl.obolibrary.org/obo/PCL_0114134	CS20230722_CLUS_1754	1754 ZI Pax6 Gaba_6														
http://purl.obolibrary.org/obo/PCL_0114135	CS20230722_CLUS_1755	1755 ZI Pax6 Gaba_6														
http://purl.obolibrary.org/obo/PCL_0114136	CS20230722_CLUS_1756	1756 ZI Pax6 Gaba_6														
http://purl.obolibrary.org/obo/PCL_0114137	CS20230722_CLUS_1757	1757 ZI Pax6 Gaba_6														
http://purl.obolibrary.org/obo/PCL_0114138	CS20230722_CLUS_1758	1758 ZI Pax6 Gaba_7														
http://purl.obolibrary.org/obo/PCL_0114139	CS20230722_CLUS_1759	1759 ZI Pax6 Gaba_7														
http://purl.obolibrary.org/obo/PCL_0114140	CS20230722_CLUS_1760	1760 ZI Pax6 Gaba_7														
http://purl.obolibrary.org/obo/PCL_0114141	CS20230722_CLUS_1761	1761 ZI Pax6 Gaba_7														
http://purl.obolibrary.org/obo/PCL_0114142	CS20230722_CLUS_1762	1762 ZI Pax6 Gaba_7														
http://purl.obolibrary.org/obo/PCL_0114143	CS20230722_CLUS_1763	1763 ZI Pax6 Gaba_7														
http://purl.obolibrary.org/obo/PCL_0114144	CS20230722_CLUS_1764	1764 ZI Pax6 Gaba_7														
http://purl.obolibrary.org/obo/PCL_0114145	CS20230722_CLUS_1765	1765 ZI Pax6 Gaba_7														
http://purl.obolibrary.org/obo/PCL_0114146	CS20230722_CLUS_1766	1766 ZI Pax6 Gaba_8														
http://purl.obolibrary.org/obo/PCL_0114147	CS20230722_CLUS_1767	1767 ZI Pax6 Gaba_8														
http://purl.obolibrary.org/obo/PCL_0114148	CS20230722_CLUS_1768	1768 ZI Pax6 Gaba_8														
http://purl.obolibrary.org/obo/PCL_0114149	CS20230722_CLUS_1769	1769 ZI Pax6 Gaba_8														
http://purl.obolibrary.org/obo/PCL_0114150	CS20230722_CLUS_1770	1770 ZI Pax6 Gaba_8														
http://purl.obolibrary.org/obo/PCL_0114151	CS20230722_CLUS_1771	1771 ZI Pax6 Gaba_8														
http://purl.obolibrary.org/obo/PCL_0114152	CS20230722_CLUS_1772	1772 ZI Pax6 Gaba_8														
http://purl.obolibrary.org/obo/PCL_0114153	CS20230722_CLUS_1773	1773 ZI Pax6 Gaba_8														
http://purl.obolibrary.org/obo/PCL_0114154	CS20230722_CLUS_1774	1774 ZI Pax6 Gaba_8														
http://purl.obolibrary.org/obo/PCL_0114155	CS20230722_CLUS_1775	1775 ZI Pax6 Gaba_9														
http://purl.obolibrary.org/obo/PCL_0114156	CS20230722_CLUS_1776	1776 ZI Pax6 Gaba_9														
http://purl.obolibrary.org/obo/PCL_0114157	CS20230722_CLUS_1777	1777 ZI Pax6 Gaba_9														
http://purl.obolibrary.org/obo/PCL_0114158	CS20230722_CLUS_1778	1778 ZI Pax6 Gaba_9														
http://purl.obolibrary.org/obo/PCL_0114159	CS20230722_CLUS_1779	1779 ZI Pax6 Gaba_10														
http://purl.obolibrary.org/obo/PCL_0114160	CS20230722_CLUS_1780	1780 ZI Pax6 Gaba_10														
http://purl.obolibrary.org/obo/PCL_0114161	CS20230722_CLUS_1781	1781 ZI Pax6 Gaba_10														
http://purl.obolibrary.org/obo/PCL_0114162	CS20230722_CLUS_1782	1782 ZI Pax6 Gaba_11														
http://purl.obolibrary.org/obo/PCL_0114163	CS20230722_CLUS_1783	1783 ZI Pax6 Gaba_11														
http://purl.obolibrary.org/obo/PCL_0114164	CS20230722_CLUS_1784	1784 ZI Pax6 Gaba_11														
http://purl.obolibrary.org/obo/PCL_0114165	CS20230722_CLUS_1785	1785 ZI Pax6 Gaba_11														
http://purl.obolibrary.org/obo/PCL_0114166	CS20230722_CLUS_1786	1786 ZI Pax6 Gaba_11														
http://purl.obolibrary.org/obo/PCL_0114167	CS20230722_CLUS_1787	1787 DMH-LHA Gsx1 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114168	CS20230722_CLUS_1788	1788 DMH-LHA Gsx1 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114169	CS20230722_CLUS_1789	1789 DMH-LHA Gsx1 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114170	CS20230722_CLUS_1790	1790 DMH-LHA Gsx1 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114171	CS20230722_CLUS_1791	1791 DMH-LHA Gsx1 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114172	CS20230722_CLUS_1792	1792 DMH-LHA Gsx1 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114173	CS20230722_CLUS_1793	1793 DMH-LHA Gsx1 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114174	CS20230722_CLUS_1794	1794 DMH-LHA Gsx1 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114175	CS20230722_CLUS_1795	1795 DMH-LHA Gsx1 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114176	CS20230722_CLUS_1796	1796 DMH-LHA Gsx1 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114177	CS20230722_CLUS_1797	1797 DMH-LHA Gsx1 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114178	CS20230722_CLUS_1798	1798 DMH-LHA Gsx1 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114179	CS20230722_CLUS_1799	1799 DMH-LHA Gsx1 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114180	CS20230722_CLUS_1800	1800 DMH-LHA Gsx1 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114181	CS20230722_CLUS_1801	1801 DMH-LHA Gsx1 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114182	CS20230722_CLUS_1802	1802 DMH-LHA Gsx1 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114183	CS20230722_CLUS_1803	1803 DMH-LHA Gsx1 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114184	CS20230722_CLUS_1804	1804 DMH-LHA Gsx1 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114185	CS20230722_CLUS_1805	1805 DMH-LHA Gsx1 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114186	CS20230722_CLUS_1806	1806 DMH-LHA Gsx1 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114187	CS20230722_CLUS_1807	1807 DMH-LHA Gsx1 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114188	CS20230722_CLUS_1808	1808 DMH-LHA Gsx1 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114189	CS20230722_CLUS_1809	1809 DMH-LHA Gsx1 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114191	CS20230722_CLUS_1811	1811 DMH-LHA Gsx1 Gaba_4														
http://purl.obolibrary.org/obo/PCL_0114192	CS20230722_CLUS_1812	1812 DMH-LHA Gsx1 Gaba_4														
http://purl.obolibrary.org/obo/PCL_0114193	CS20230722_CLUS_1813	1813 DMH-LHA Gsx1 Gaba_4														
http://purl.obolibrary.org/obo/PCL_0114194	CS20230722_CLUS_1814	1814 PVHd-DMH Lhx6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114195	CS20230722_CLUS_1815	1815 PVHd-DMH Lhx6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114196	CS20230722_CLUS_1816	1816 PVHd-DMH Lhx6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114197	CS20230722_CLUS_1817	1817 PVHd-DMH Lhx6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114198	CS20230722_CLUS_1818	1818 PVHd-DMH Lhx6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114199	CS20230722_CLUS_1819	1819 PVHd-DMH Lhx6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114200	CS20230722_CLUS_1820	1820 PVHd-DMH Lhx6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114201	CS20230722_CLUS_1821	1821 PVHd-DMH Lhx6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114202	CS20230722_CLUS_1822	1822 PVHd-DMH Lhx6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114203	CS20230722_CLUS_1823	1823 PVHd-DMH Lhx6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114204	CS20230722_CLUS_1824	1824 PVHd-DMH Lhx6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114205	CS20230722_CLUS_1825	1825 PVHd-DMH Lhx6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114206	CS20230722_CLUS_1826	1826 PVHd-DMH Lhx6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114207	CS20230722_CLUS_1827	1827 PVHd-DMH Lhx6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114208	CS20230722_CLUS_1828	1828 PVHd-DMH Lhx6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114209	CS20230722_CLUS_1829	1829 PVHd-DMH Lhx6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114210	CS20230722_CLUS_1830	1830 PVHd-DMH Lhx6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114211	CS20230722_CLUS_1831	1831 PVHd-DMH Lhx6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114212	CS20230722_CLUS_1832	1832 PVHd-DMH Lhx6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114213	CS20230722_CLUS_1833	1833 PVHd-DMH Lhx6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114214	CS20230722_CLUS_1834	1834 PVHd-DMH Lhx6 Gaba_4														
http://purl.obolibrary.org/obo/PCL_0114215	CS20230722_CLUS_1835	1835 PVHd-DMH Lhx6 Gaba_4														
http://purl.obolibrary.org/obo/PCL_0114216	CS20230722_CLUS_1836	1836 PVHd-DMH Lhx6 Gaba_4														
http://purl.obolibrary.org/obo/PCL_0114217	CS20230722_CLUS_1837	1837 TU-ARH Otp Six6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114218	CS20230722_CLUS_1838	1838 TU-ARH Otp Six6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114219	CS20230722_CLUS_1839	1839 TU-ARH Otp Six6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114220	CS20230722_CLUS_1840	1840 TU-ARH Otp Six6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114221	CS20230722_CLUS_1841	1841 TU-ARH Otp Six6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114222	CS20230722_CLUS_1842	1842 TU-ARH Otp Six6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114223	CS20230722_CLUS_1843	1843 TU-ARH Otp Six6 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114224	CS20230722_CLUS_1844	1844 TU-ARH Otp Six6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114225	CS20230722_CLUS_1845	1845 TU-ARH Otp Six6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114226	CS20230722_CLUS_1846	1846 TU-ARH Otp Six6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114227	CS20230722_CLUS_1847	1847 TU-ARH Otp Six6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114228	CS20230722_CLUS_1848	1848 TU-ARH Otp Six6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114229	CS20230722_CLUS_1849	1849 TU-ARH Otp Six6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114230	CS20230722_CLUS_1850	1850 TU-ARH Otp Six6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114231	CS20230722_CLUS_1851	1851 TU-ARH Otp Six6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114232	CS20230722_CLUS_1852	1852 TU-ARH Otp Six6 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114233	CS20230722_CLUS_1853	1853 TU-ARH Otp Six6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114234	CS20230722_CLUS_1854	1854 TU-ARH Otp Six6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114235	CS20230722_CLUS_1855	1855 TU-ARH Otp Six6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114236	CS20230722_CLUS_1856	1856 TU-ARH Otp Six6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114237	CS20230722_CLUS_1857	1857 TU-ARH Otp Six6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114238	CS20230722_CLUS_1858	1858 TU-ARH Otp Six6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114239	CS20230722_CLUS_1859	1859 TU-ARH Otp Six6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114240	CS20230722_CLUS_1860	1860 TU-ARH Otp Six6 Gaba_3														
http://purl.obolibrary.org/obo/PCL_0114241	CS20230722_CLUS_1861	1861 TMd-DMH Foxd2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114242	CS20230722_CLUS_1862	1862 TMd-DMH Foxd2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114243	CS20230722_CLUS_1863	1863 TMd-DMH Foxd2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114244	CS20230722_CLUS_1864	1864 TMd-DMH Foxd2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114245	CS20230722_CLUS_1865	1865 TMd-DMH Foxd2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114246	CS20230722_CLUS_1866	1866 TMd-DMH Foxd2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114247	CS20230722_CLUS_1867	1867 TMd-DMH Foxd2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114248	CS20230722_CLUS_1868	1868 TMd-DMH Foxd2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114249	CS20230722_CLUS_1869	1869 TMd-DMH Foxd2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114250	CS20230722_CLUS_1870	1870 PVpo-VMPO-MPN Hmx2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114251	CS20230722_CLUS_1871	1871 PVpo-VMPO-MPN Hmx2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114252	CS20230722_CLUS_1872	1872 PVpo-VMPO-MPN Hmx2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114253	CS20230722_CLUS_1873	1873 PVpo-VMPO-MPN Hmx2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114254	CS20230722_CLUS_1874	1874 PVpo-VMPO-MPN Hmx2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114255	CS20230722_CLUS_1875	1875 PVpo-VMPO-MPN Hmx2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114256	CS20230722_CLUS_1876	1876 PVpo-VMPO-MPN Hmx2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114257	CS20230722_CLUS_1877	1877 PVpo-VMPO-MPN Hmx2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114258	CS20230722_CLUS_1878	1878 PVpo-VMPO-MPN Hmx2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114259	CS20230722_CLUS_1879	1879 PVpo-VMPO-MPN Hmx2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114260	CS20230722_CLUS_1880	1880 PVpo-VMPO-MPN Hmx2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114261	CS20230722_CLUS_1881	1881 PVpo-VMPO-MPN Hmx2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114262	CS20230722_CLUS_1882	1882 PVpo-VMPO-MPN Hmx2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114263	CS20230722_CLUS_1883	1883 PVpo-VMPO-MPN Hmx2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114264	CS20230722_CLUS_1884	1884 PVpo-VMPO-MPN Hmx2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114265	CS20230722_CLUS_1885	1885 PVpo-VMPO-MPN Hmx2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114266	CS20230722_CLUS_1886	1886 PVpo-VMPO-MPN Hmx2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114267	CS20230722_CLUS_1887	1887 PVpo-VMPO-MPN Hmx2 Gaba_1														
http://purl.obolibrary.org/obo/PCL_0114268	CS20230722_CLUS_1888	1888 PVpo-VMPO-MPN Hmx2 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114269	CS20230722_CLUS_1889	1889 PVpo-VMPO-MPN Hmx2 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114270	CS20230722_CLUS_1890	1890 PVpo-VMPO-MPN Hmx2 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114271	CS20230722_CLUS_1891	1891 PVpo-VMPO-MPN Hmx2 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114272	CS20230722_CLUS_1892	1892 PVpo-VMPO-MPN Hmx2 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114273	CS20230722_CLUS_1893	1893 PVpo-VMPO-MPN Hmx2 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114274	CS20230722_CLUS_1894	1894 PVpo-VMPO-MPN Hmx2 Gaba_2														
http://purl.obolibrary.org/obo/PCL_0114275	CS20230722_CLUS_1895	1895 PVpo-VMPO-MPN Hmx2 Gaba_2														
