defined_class	cell_set_accession	Taxonomy_label	Exclude_from_ontology	defined_class_name	defined_class_definition	Curated_synonyms	Classification	Classification_comment	Classification_pub	Expresses	Expresses_comment	Expresses_pub	Projection_type	Layers	Cross_species_text	Comment
http://purl.obolibrary.org/obo/PCL_0111091	CS20230722_SUPT_0521	0521 AVPV-MEPO-SFO Tbr1 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111092	CS20230722_SUPT_0522	0522 AVPV-MEPO-SFO Tbr1 Glut_4														
http://purl.obolibrary.org/obo/PCL_0111093	CS20230722_SUPT_0523	0523 AVPV-MEPO-SFO Tbr1 Glut_5														
http://purl.obolibrary.org/obo/PCL_0111094	CS20230722_SUPT_0524	0524 LHA Barhl2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111095	CS20230722_SUPT_0525	0525 LHA Barhl2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0114492	CS20230722_CLUS_2112	0526 LHA Barhl2 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111097	CS20230722_SUPT_0527	0527 ADP-MPO Trp73 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111098	CS20230722_SUPT_0528	0528 ADP-MPO Trp73 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111099	CS20230722_SUPT_0529	0529 ADP-MPO Trp73 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111100	CS20230722_SUPT_0530	0530 SI-MA-LPO-LHA Skor1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111101	CS20230722_SUPT_0531	0531 SI-MA-LPO-LHA Skor1 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111102	CS20230722_SUPT_0532	0532 SI-MA-LPO-LHA Skor1 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111103	CS20230722_SUPT_0533	0533 SI-MA-LPO-LHA Skor1 Glut_4														
http://purl.obolibrary.org/obo/PCL_0111104	CS20230722_SUPT_0534	0534 SI-MA-LPO-LHA Skor1 Glut_5														
http://purl.obolibrary.org/obo/PCL_0111105	CS20230722_SUPT_0535	0535 SI-MA-LPO-LHA Skor1 Glut_6														
http://purl.obolibrary.org/obo/PCL_0111106	CS20230722_SUPT_0536	0536 SI-MA-LPO-LHA Skor1 Glut_7														
http://purl.obolibrary.org/obo/PCL_0111107	CS20230722_SUPT_0537	0537 SI-MA-LPO-LHA Skor1 Glut_8														
http://purl.obolibrary.org/obo/PCL_0111109	CS20230722_SUPT_0539	0539 MEA-BST Otp Zic2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111110	CS20230722_SUPT_0540	0540 MEA-BST Otp Zic2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0114597	CS20230722_CLUS_2217	0541 MEA-BST Otp Zic2 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111112	CS20230722_SUPT_0542	0542 LHA-MEA Otp Glut_1														
http://purl.obolibrary.org/obo/PCL_0114604	CS20230722_CLUS_2224	0543 LHA-MEA Otp Glut_2														
http://purl.obolibrary.org/obo/PCL_0114605	CS20230722_CLUS_2225	0544 DMH Nkx2-4 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111115	CS20230722_SUPT_0545	0545 DMH Nkx2-4 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111116	CS20230722_SUPT_0546	0546 MPN-MPO-PVpo Hmx2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111117	CS20230722_SUPT_0547	0547 MPN-MPO-PVpo Hmx2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111118	CS20230722_SUPT_0548	0548 MPN-MPO-PVpo Hmx2 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111119	CS20230722_SUPT_0549	0549 MPN-MPO-PVpo Hmx2 Glut_4														
http://purl.obolibrary.org/obo/PCL_0111120	CS20230722_SUPT_0550	0550 MPN-MPO-PVpo Hmx2 Glut_5														
http://purl.obolibrary.org/obo/PCL_0111121	CS20230722_SUPT_0551	0551 MPN-MPO-PVpo Hmx2 Glut_6														
http://purl.obolibrary.org/obo/PCL_0111122	CS20230722_SUPT_0552	0552 DMH Hmx2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111123	CS20230722_SUPT_0553	0553 DMH Hmx2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111124	CS20230722_SUPT_0554	0554 ARH-PVp Tbx3 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111125	CS20230722_SUPT_0555	0555 ARH-PVp Tbx3 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111126	CS20230722_SUPT_0556	0556 ARH-PVp Tbx3 Glut_3														
http://purl.obolibrary.org/obo/PCL_0114663	CS20230722_CLUS_2283	0557 ARH-PVp Tbx3 Glut_4														
http://purl.obolibrary.org/obo/PCL_0114664	CS20230722_CLUS_2284	0558 ARH-PVp Tbx3 Glut_5														
http://purl.obolibrary.org/obo/PCL_0114665	CS20230722_CLUS_2285	0559 DMH-LHA Vgll2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0114666	CS20230722_CLUS_2286	0560 DMH-LHA Vgll2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111131	CS20230722_SUPT_0561	0561 DMH-LHA Vgll2 Glut_3														
http://purl.obolibrary.org/obo/PCL_0114669	CS20230722_CLUS_2289	0562 DMH-LHA Vgll2 Glut_4														
http://purl.obolibrary.org/obo/PCL_0111133	CS20230722_SUPT_0563	0563 VMH Fezf1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111134	CS20230722_SUPT_0564	0564 VMH Fezf1 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111135	CS20230722_SUPT_0565	0565 VMH Fezf1 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111136	CS20230722_SUPT_0566	0566 VMH Nr5a1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111137	CS20230722_SUPT_0567	0567 VMH Nr5a1 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111138	CS20230722_SUPT_0568	0568 VMH Nr5a1 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111139	CS20230722_SUPT_0569	0569 VMH Nr5a1 Glut_4														
http://purl.obolibrary.org/obo/PCL_0111140	CS20230722_SUPT_0570	0570 VMH Nr5a1 Glut_5														
http://purl.obolibrary.org/obo/PCL_0114699	CS20230722_CLUS_2319	0571 VMH Nr5a1 Glut_6														
http://purl.obolibrary.org/obo/PCL_0111142	CS20230722_SUPT_0572	0572 LHA Pmch Glut_1														
http://purl.obolibrary.org/obo/PCL_0111143	CS20230722_SUPT_0573	0573 LHA Pmch Glut_2														
http://purl.obolibrary.org/obo/PCL_0111144	CS20230722_SUPT_0574	0574 LHA-AHN-PVH Otp Trh Glut_1														
http://purl.obolibrary.org/obo/PCL_0111145	CS20230722_SUPT_0575	0575 LHA-AHN-PVH Otp Trh Glut_2														
http://purl.obolibrary.org/obo/PCL_0111146	CS20230722_SUPT_0576	0576 LHA-AHN-PVH Otp Trh Glut_3														
http://purl.obolibrary.org/obo/PCL_0111147	CS20230722_SUPT_0577	0577 LHA-AHN-PVH Otp Trh Glut_4														
http://purl.obolibrary.org/obo/PCL_0114719	CS20230722_CLUS_2339	0578 LHA-AHN-PVH Otp Trh Glut_5														
http://purl.obolibrary.org/obo/PCL_0111149	CS20230722_SUPT_0579	0579 AHN-RCH-LHA Otp Fezf1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111150	CS20230722_SUPT_0580	0580 AHN-RCH-LHA Otp Fezf1 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111151	CS20230722_SUPT_0581	0581 AHN-RCH-LHA Otp Fezf1 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111152	CS20230722_SUPT_0582	0582 AHN-RCH-LHA Otp Fezf1 Glut_4														
http://purl.obolibrary.org/obo/PCL_0114740	CS20230722_CLUS_2360	0583 AHN-RCH-LHA Otp Fezf1 Glut_5														
http://purl.obolibrary.org/obo/PCL_0111154	CS20230722_SUPT_0584	0584 AHN-RCH-LHA Otp Fezf1 Glut_6														
http://purl.obolibrary.org/obo/PCL_0111155	CS20230722_SUPT_0585	0585 PVH-SO-PVa Otp Glut_1														
http://purl.obolibrary.org/obo/PCL_0111156	CS20230722_SUPT_0586	0586 PVH-SO-PVa Otp Glut_2														
http://purl.obolibrary.org/obo/PCL_0111157	CS20230722_SUPT_0587	0587 PVH-SO-PVa Otp Glut_3														
http://purl.obolibrary.org/obo/PCL_0111158	CS20230722_SUPT_0588	0588 PVH-SO-PVa Otp Glut_4														
http://purl.obolibrary.org/obo/PCL_0111159	CS20230722_SUPT_0589	0589 PVH-SO-PVa Otp Glut_5														
http://purl.obolibrary.org/obo/PCL_0111160	CS20230722_SUPT_0590	0590 PVH-SO-PVa Otp Glut_6														
http://purl.obolibrary.org/obo/PCL_0111161	CS20230722_SUPT_0591	0591 PH-ant-LHA Otp Bsx Glut_1														
http://purl.obolibrary.org/obo/PCL_0111162	CS20230722_SUPT_0592	0592 PH-ant-LHA Otp Bsx Glut_2														
http://purl.obolibrary.org/obo/PCL_0111163	CS20230722_SUPT_0593	0593 PH-ant-LHA Otp Bsx Glut_3														
http://purl.obolibrary.org/obo/PCL_0111164	CS20230722_SUPT_0594	0594 PH-ant-LHA Otp Bsx Glut_4														
http://purl.obolibrary.org/obo/PCL_0111165	CS20230722_SUPT_0595	0595 PH-ant-LHA Otp Bsx Glut_5														
http://purl.obolibrary.org/obo/PCL_0111166	CS20230722_SUPT_0596	0596 PH-ant-LHA Otp Bsx Glut_6														
http://purl.obolibrary.org/obo/PCL_0111167	CS20230722_SUPT_0597	0597 PH-ant-LHA Otp Bsx Glut_7														
http://purl.obolibrary.org/obo/PCL_0111168	CS20230722_SUPT_0598	0598 STN-PSTN Pitx2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111169	CS20230722_SUPT_0599	0599 STN-PSTN Pitx2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111170	CS20230722_SUPT_0600	0600 STN-PSTN Pitx2 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111171	CS20230722_SUPT_0601	0601 STN-PSTN Pitx2 Glut_4														
http://purl.obolibrary.org/obo/PCL_0111172	CS20230722_SUPT_0602	0602 STN-PSTN Pitx2 Glut_5														
http://purl.obolibrary.org/obo/PCL_0111173	CS20230722_SUPT_0603	0603 STN-PSTN Pitx2 Glut_6														
http://purl.obolibrary.org/obo/PCL_0114839	CS20230722_CLUS_2459	0604 STN-PSTN Pitx2 Glut_7														
http://purl.obolibrary.org/obo/PCL_0111175	CS20230722_SUPT_0605	0605 PMv-TMv Pitx2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111176	CS20230722_SUPT_0606	0606 PMv-TMv Pitx2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111177	CS20230722_SUPT_0607	0607 PMv-TMv Pitx2 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111178	CS20230722_SUPT_0608	0608 PH-an Pitx2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111179	CS20230722_SUPT_0609	0609 PH-an Pitx2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111180	CS20230722_SUPT_0610	0610 PH Pitx2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111181	CS20230722_SUPT_0611	0611 PH Pitx2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111182	CS20230722_SUPT_0612	0612 PH-LHA Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111183	CS20230722_SUPT_0613	0613 PH-LHA Foxb1 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111184	CS20230722_SUPT_0614	0614 PH-LHA Foxb1 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111185	CS20230722_SUPT_0615	0615 PH-LHA Foxb1 Glut_4														
http://purl.obolibrary.org/obo/PCL_0111186	CS20230722_SUPT_0616	0616 PH-LHA Foxb1 Glut_5														
http://purl.obolibrary.org/obo/PCL_0114899	CS20230722_CLUS_2519	0617 PH-LHA Foxb1 Glut_6														
http://purl.obolibrary.org/obo/PCL_0111188	CS20230722_SUPT_0618	0618 PH-LHA Foxb1 Glut_7														
http://purl.obolibrary.org/obo/PCL_0111189	CS20230722_SUPT_0619	0619 PMd-LHA Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111190	CS20230722_SUPT_0620	0620 PMd-LHA Foxb1 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111191	CS20230722_SUPT_0621	0621 PMd-LHA Foxb1 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111192	CS20230722_SUPT_0622	0622 PH-SUM Foxa1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111193	CS20230722_SUPT_0623	0623 PH-SUM Foxa1 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111194	CS20230722_SUPT_0624	0624 PH-SUM Foxa1 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111195	CS20230722_SUPT_0625	0625 PH-SUM Foxa1 Glut_4														
http://purl.obolibrary.org/obo/PCL_0111196	CS20230722_SUPT_0626	0626 PH-SUM Foxa1 Glut_5														
http://purl.obolibrary.org/obo/PCL_0111197	CS20230722_SUPT_0627	0627 PH-SUM Foxa1 Glut_6														
http://purl.obolibrary.org/obo/PCL_0111200	CS20230722_SUPT_0630	0630 MM Foxb1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111201	CS20230722_SUPT_0631	0631 MM Foxb1 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111202	CS20230722_SUPT_0632	0632 MH Tac2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111203	CS20230722_SUPT_0633	0633 MH Tac2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111204	CS20230722_SUPT_0634	0634 MH Tac2 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111205	CS20230722_SUPT_0635	0635 MH Tac2 Glut_4														
http://purl.obolibrary.org/obo/PCL_0111206	CS20230722_SUPT_0636	0636 MH Tac2 Glut_5														
http://purl.obolibrary.org/obo/PCL_0111207	CS20230722_SUPT_0637	0637 LH Pou4f1 Sox1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111208	CS20230722_SUPT_0638	0638 LH Pou4f1 Sox1 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111209	CS20230722_SUPT_0639	0639 LH Pou4f1 Sox1 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111210	CS20230722_SUPT_0640	0640 LH Pou4f1 Sox1 Glut_4														
http://purl.obolibrary.org/obo/PCL_0111213	CS20230722_SUPT_0643	0643 PVT-PT Ntrk1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111214	CS20230722_SUPT_0644	0644 PVT-PT Ntrk1 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111215	CS20230722_SUPT_0645	0645 PVT-PT Ntrk1 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111216	CS20230722_SUPT_0646	0646 PVT-PT Ntrk1 Glut_4														
http://purl.obolibrary.org/obo/PCL_0111217	CS20230722_SUPT_0647	0647 PVT-PT Ntrk1 Glut_5														
http://purl.obolibrary.org/obo/PCL_0115012	CS20230722_CLUS_2632	0648 PVT-PT Ntrk1 Glut_6														
http://purl.obolibrary.org/obo/PCL_0111219	CS20230722_SUPT_0649	0649 CM-IAD-CL-PCN Sema5b Glut_1														
http://purl.obolibrary.org/obo/PCL_0111220	CS20230722_SUPT_0650	0650 CM-IAD-CL-PCN Sema5b Glut_2														
http://purl.obolibrary.org/obo/PCL_0111221	CS20230722_SUPT_0651	0651 CM-IAD-CL-PCN Sema5b Glut_3														
http://purl.obolibrary.org/obo/PCL_0111222	CS20230722_SUPT_0652	0652 CM-IAD-CL-PCN Sema5b Glut_4														
http://purl.obolibrary.org/obo/PCL_0111223	CS20230722_SUPT_0653	0653 CM-IAD-CL-PCN Sema5b Glut_5														
http://purl.obolibrary.org/obo/PCL_0111224	CS20230722_SUPT_0654	0654 TH Prkcd Grin2c Glut_1														
http://purl.obolibrary.org/obo/PCL_0115030	CS20230722_CLUS_2650	0655 TH Prkcd Grin2c Glut_2														
http://purl.obolibrary.org/obo/PCL_0111226	CS20230722_SUPT_0656	0656 TH Prkcd Grin2c Glut_3														
http://purl.obolibrary.org/obo/PCL_0111227	CS20230722_SUPT_0657	0657 TH Prkcd Grin2c Glut_4														
http://purl.obolibrary.org/obo/PCL_0111228	CS20230722_SUPT_0658	0658 TH Prkcd Grin2c Glut_5														
http://purl.obolibrary.org/obo/PCL_0111229	CS20230722_SUPT_0659	0659 TH Prkcd Grin2c Glut_6														
http://purl.obolibrary.org/obo/PCL_0111230	CS20230722_SUPT_0660	0660 TH Prkcd Grin2c Glut_7														
http://purl.obolibrary.org/obo/PCL_0111231	CS20230722_SUPT_0661	0661 TH Prkcd Grin2c Glut_8														
http://purl.obolibrary.org/obo/PCL_0111232	CS20230722_SUPT_0662	0662 TH Prkcd Grin2c Glut_9														
http://purl.obolibrary.org/obo/PCL_0111233	CS20230722_SUPT_0663	0663 TH Prkcd Grin2c Glut_10														
http://purl.obolibrary.org/obo/PCL_0111234	CS20230722_SUPT_0664	0664 TH Prkcd Grin2c Glut_11														
http://purl.obolibrary.org/obo/PCL_0111235	CS20230722_SUPT_0665	0665 TH Prkcd Grin2c Glut_12														
http://purl.obolibrary.org/obo/PCL_0111236	CS20230722_SUPT_0666	0666 TH Prkcd Grin2c Glut_13														
http://purl.obolibrary.org/obo/PCL_0111237	CS20230722_SUPT_0667	0667 TH Prkcd Grin2c Glut_14														
http://purl.obolibrary.org/obo/PCL_0111238	CS20230722_SUPT_0668	0668 RE-Xi Nox4 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111239	CS20230722_SUPT_0669	0669 RE-Xi Nox4 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111240	CS20230722_SUPT_0670	0670 RE-Xi Nox4 Glut_3														
http://purl.obolibrary.org/obo/PCL_0115083	CS20230722_CLUS_2703	0671 RE-Xi Nox4 Glut_4														
http://purl.obolibrary.org/obo/PCL_0111242	CS20230722_SUPT_0672	0672 MG-POL-SGN Nts Glut_1														
http://purl.obolibrary.org/obo/PCL_0111243	CS20230722_SUPT_0673	0673 MG-POL-SGN Nts Glut_2														
http://purl.obolibrary.org/obo/PCL_0111244	CS20230722_SUPT_0674	0674 PF Fzd5 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111245	CS20230722_SUPT_0675	0675 PF Fzd5 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111246	CS20230722_SUPT_0676	0676 PRC-PAG Pax6 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111247	CS20230722_SUPT_0677	0677 PRC-PAG Pax6 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111248	CS20230722_SUPT_0678	0678 PRC-PAG Pax6 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111249	CS20230722_SUPT_0679	0679 PRC-PAG Pax6 Glut_4														
http://purl.obolibrary.org/obo/PCL_0115131	CS20230722_CLUS_2751	0680 PRC-PAG Pax6 Glut_5														
http://purl.obolibrary.org/obo/PCL_0111253	CS20230722_SUPT_0683	0683 MRN-PAG Nkx6-1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111254	CS20230722_SUPT_0684	0684 MRN-PAG Nkx6-1 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111255	CS20230722_SUPT_0685	0685 IF-RL-CLI-PAG Foxa1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111256	CS20230722_SUPT_0686	0686 IF-RL-CLI-PAG Foxa1 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111257	CS20230722_SUPT_0687	0687 IF-RL-CLI-PAG Foxa1 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111258	CS20230722_SUPT_0688	0688 IF-RL-CLI-PAG Foxa1 Glut_4														
http://purl.obolibrary.org/obo/PCL_0115160	CS20230722_CLUS_2780	0689 IF-RL-CLI-PAG Foxa1 Glut_5														
http://purl.obolibrary.org/obo/PCL_0111260	CS20230722_SUPT_0690	0690 PAG-SC Neurod2 Meis2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111261	CS20230722_SUPT_0691	0691 PAG-SC Neurod2 Meis2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0115170	CS20230722_CLUS_2790	0692 PAG-SC Neurod2 Meis2 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111263	CS20230722_SUPT_0693	0693 PAG-SC Neurod2 Meis2 Glut_4														
http://purl.obolibrary.org/obo/PCL_0111264	CS20230722_SUPT_0694	0694 PAG Pou4f3 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111265	CS20230722_SUPT_0695	0695 PAG Pou4f3 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111266	CS20230722_SUPT_0696	0696 PAG Pou4f3 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111267	CS20230722_SUPT_0697	0697 CUN Evx2 Lhx2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111268	CS20230722_SUPT_0698	0698 CUN Evx2 Lhx2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111269	CS20230722_SUPT_0699	0699 CUN Evx2 Lhx2 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111270	CS20230722_SUPT_0700	0700 CUN Evx2 Lhx2 Glut_4														
http://purl.obolibrary.org/obo/PCL_0111271	CS20230722_SUPT_0701	0701 CUN Evx2 Lhx2 Glut_5														
http://purl.obolibrary.org/obo/PCL_0111274	CS20230722_SUPT_0704	0704 PAG-MRN Pou3f1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0115248	CS20230722_CLUS_2868	0705 PAG-MRN Pou3f1 Glut_2														
http://purl.obolibrary.org/obo/PCL_0115249	CS20230722_CLUS_2869	0706 PAG-MRN Pou3f1 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111277	CS20230722_SUPT_0707	0707 PAG-MRN Pou3f1 Glut_4														
http://purl.obolibrary.org/obo/PCL_0111278	CS20230722_SUPT_0708	0708 PAG-MRN Pou3f1 Glut_5														
http://purl.obolibrary.org/obo/PCL_0111279	CS20230722_SUPT_0709	0709 PAG-MRN Pou3f1 Glut_6														
http://purl.obolibrary.org/obo/PCL_0111280	CS20230722_SUPT_0710	0710 MRN Pou3f1 C1ql4 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111281	CS20230722_SUPT_0711	0711 MRN Pou3f1 C1ql4 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111282	CS20230722_SUPT_0712	0712 MRN Pou3f1 C1ql4 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111283	CS20230722_SUPT_0713	0713 PRC-PAG Tcf7l2 Irx2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111284	CS20230722_SUPT_0714	0714 PRC-PAG Tcf7l2 Irx2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111285	CS20230722_SUPT_0715	0715 PRC-PAG Tcf7l2 Irx2 Glut_3														
http://purl.obolibrary.org/obo/PCL_0115300	CS20230722_CLUS_2920	0716 PRC-PAG Tcf7l2 Irx2 Glut_4														
http://purl.obolibrary.org/obo/PCL_0111287	CS20230722_SUPT_0717	0717 PRC-PAG Tcf7l2 Irx2 Glut_5														
http://purl.obolibrary.org/obo/PCL_0111288	CS20230722_SUPT_0718	0718 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111289	CS20230722_SUPT_0719	0719 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111290	CS20230722_SUPT_0720	0720 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111291	CS20230722_SUPT_0721	0721 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_4														
http://purl.obolibrary.org/obo/PCL_0111292	CS20230722_SUPT_0722	0722 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_5														
http://purl.obolibrary.org/obo/PCL_0111293	CS20230722_SUPT_0723	0723 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_6														
http://purl.obolibrary.org/obo/PCL_0111294	CS20230722_SUPT_0724	0724 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_7														
http://purl.obolibrary.org/obo/PCL_0111295	CS20230722_SUPT_0725	0725 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_8														
http://purl.obolibrary.org/obo/PCL_0111296	CS20230722_SUPT_0726	0726 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_9														
http://purl.obolibrary.org/obo/PCL_0111297	CS20230722_SUPT_0727	0727 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_10														
http://purl.obolibrary.org/obo/PCL_0111298	CS20230722_SUPT_0728	0728 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_11														
http://purl.obolibrary.org/obo/PCL_0111299	CS20230722_SUPT_0729	0729 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut_12														
http://purl.obolibrary.org/obo/PCL_0111300	CS20230722_SUPT_0730	0730 PAG-SC Pou4f1 Zic1 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111301	CS20230722_SUPT_0731	0731 PAG-SC Pou4f1 Zic1 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111302	CS20230722_SUPT_0732	0732 PAG-SC Pou4f1 Zic1 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111303	CS20230722_SUPT_0733	0733 PAG-MRN Tfap2b Glut_1														
http://purl.obolibrary.org/obo/PCL_0111304	CS20230722_SUPT_0734	0734 PAG-MRN Tfap2b Glut_2														
http://purl.obolibrary.org/obo/PCL_0111305	CS20230722_SUPT_0735	0735 PAG Pou4f1 Bnc2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111306	CS20230722_SUPT_0736	0736 PAG Pou4f1 Bnc2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111307	CS20230722_SUPT_0737	0737 PAG Pou4f1 Ebf2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111308	CS20230722_SUPT_0738	0738 PAG Pou4f1 Ebf2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111309	CS20230722_SUPT_0739	0739 PAG Pou4f1 Ebf2 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111310	CS20230722_SUPT_0740	0740 PAG Pou4f1 Ebf2 Glut_4														
http://purl.obolibrary.org/obo/PCL_0111311	CS20230722_SUPT_0741	0741 PAG Pou4f1 Ebf2 Glut_5														
http://purl.obolibrary.org/obo/PCL_0111312	CS20230722_SUPT_0742	0742 PAG Pou4f1 Ebf2 Glut_6														
http://purl.obolibrary.org/obo/PCL_0111313	CS20230722_SUPT_0743	0743 PAG Pou4f1 Ebf2 Glut_7														
http://purl.obolibrary.org/obo/PCL_0115522	CS20230722_CLUS_3142	0744 PAG Pou4f1 Ebf2 Glut_8														
http://purl.obolibrary.org/obo/PCL_0111315	CS20230722_SUPT_0745	0745 PAG Pou4f2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0111316	CS20230722_SUPT_0746	0746 PAG Pou4f2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0111317	CS20230722_SUPT_0747	0747 PAG Pou4f2 Glut_3														
http://purl.obolibrary.org/obo/PCL_0111318	CS20230722_SUPT_0748	0748 PAG Pou4f2 Glut_4														
http://purl.obolibrary.org/obo/PCL_0111319	CS20230722_SUPT_0749	0749 PAG Pou4f2 Glut_5														
http://purl.obolibrary.org/obo/PCL_0111320	CS20230722_SUPT_0750	0750 PAG Pou4f2 Mesi2 Glut_1														
