defined_class	prefLabel	Curated_synonyms	Classification	Classification_comment	Classification_pub	Expresses	Expresses_comment	Expresses_pub	Projection_type	Layers	Cross_species_text	Comment
http://purl.obolibrary.org/obo/PCL_0110788	0788 NDB-SI-MA-STRv Lhx8 Gaba_7											
http://purl.obolibrary.org/obo/PCL_0110789	0789 NDB-SI-MA-STRv Lhx8 Gaba_7											
http://purl.obolibrary.org/obo/PCL_0110790	0790 GPe Sox6 Cyp26b1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110791	0791 GPe Sox6 Cyp26b1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110792	0792 GPe Sox6 Cyp26b1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110793	0793 GPe Sox6 Cyp26b1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110794	0794 GPe Sox6 Cyp26b1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110795	0795 PAL-STR Gaba-Chol_1											
http://purl.obolibrary.org/obo/PCL_0110796	0796 PAL-STR Gaba-Chol_1											
http://purl.obolibrary.org/obo/PCL_0110797	0797 PAL-STR Gaba-Chol_1											
http://purl.obolibrary.org/obo/PCL_0110798	0798 PAL-STR Gaba-Chol_1											
http://purl.obolibrary.org/obo/PCL_0110799	0799 PAL-STR Gaba-Chol_1											
http://purl.obolibrary.org/obo/PCL_0110800	0800 PAL-STR Gaba-Chol_1											
http://purl.obolibrary.org/obo/PCL_0110801	0801 PAL-STR Gaba-Chol_2											
http://purl.obolibrary.org/obo/PCL_0110802	0802 PAL-STR Gaba-Chol_2											
http://purl.obolibrary.org/obo/PCL_0110803	0803 PAL-STR Gaba-Chol_2											
http://purl.obolibrary.org/obo/PCL_0110804	0804 PAL-STR Gaba-Chol_2											
http://purl.obolibrary.org/obo/PCL_0110805	0805 PAL-STR Gaba-Chol_2											
http://purl.obolibrary.org/obo/PCL_0110806	0806 PAL-STR Gaba-Chol_3											
http://purl.obolibrary.org/obo/PCL_0110807	0807 PAL-STR Gaba-Chol_3											
http://purl.obolibrary.org/obo/PCL_0110808	0808 PAL-STR Gaba-Chol_3											
http://purl.obolibrary.org/obo/PCL_0110809	0809 PAL-STR Gaba-Chol_3											
http://purl.obolibrary.org/obo/PCL_0110810	0810 PAL-STR Gaba-Chol_3											
http://purl.obolibrary.org/obo/PCL_0110811	0811 OT D3 Folh1 Gaba											
http://purl.obolibrary.org/obo/PCL_0110812	0812 OT D3 Folh1 Gaba											
http://purl.obolibrary.org/obo/PCL_0110813	0813 MSN D1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110814	0814 MSN D1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110815	0815 MSN D1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110816	0816 MSN D1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110817	0817 MSN D1 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110818	0818 MSN D1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110819	0819 MSN D1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110820	0820 MSN D1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110821	0821 MSN D1 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110822	0822 MSN D1 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110823	0823 MSN D1 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110824	0824 MSN D1 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110825	0825 MSN D1 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110826	0826 MSN D1 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110827	0827 MSN D1 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110828	0828 MSN D1 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110829	0829 MSN D1 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110830	0830 MSN D1 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110831	0831 MSN D1 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110832	0832 MSN D1 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110833	0833 MSN D1 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110834	0834 MSN D1 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110835	0835 MSN D1 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110836	0836 MSN D1 Gaba_7											
http://purl.obolibrary.org/obo/PCL_0110837	0837 MSN D2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110838	0838 MSN D2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110839	0839 MSN D2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110840	0840 MSN D2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110841	0841 MSN D2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110842	0842 MSN D2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110843	0843 MSN D2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110844	0844 MSN D2 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110845	0845 MSN D2 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110846	0846 MSN D2 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110847	0847 MSN D2 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110848	0848 MSN D2 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110849	0849 MSN D2 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110850	0850 MSN D2 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110851	0851 MSN D2 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110852	0852 MSN D2 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110853	0853 MSN D2 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110854	0854 MSN D2 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110855	0855 MSN D2 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110856	0856 MSN D2 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110857	0857 MSN D2 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110858	0858 MSN D2 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110859	0859 MSN D2 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110860	0860 MSN D2 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110861	0861 MSN D2 Gaba_6											
http://purl.obolibrary.org/obo/PCL_0110862	0862 MSN D1 Sema5a Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110863	0863 MSN D1 Sema5a Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110864	0864 MSN D1 Sema5a Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110865	0865 MSN D1 Sema5a Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110866	0866 MSN D1 Sema5a Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110867	0867 MSN D1 Sema5a Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110868	0868 MSN D1 Sema5a Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110869	0869 MSN D1 Sema5a Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110870	0870 MSN D1 Sema5a Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110871	0871 STR-PAL Chst9 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110872	0872 STR-PAL Chst9 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110873	0873 STR-PAL Chst9 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110874	0874 STR-PAL Chst9 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110875	0875 STR-PAL Chst9 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110876	0876 STR-PAL Chst9 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110877	0877 STR-PAL Chst9 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110878	0878 STR-PAL Chst9 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110879	0879 STR-PAL Chst9 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110880	0880 STR-PAL Chst9 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110881	0881 STR-PAL Chst9 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110882	0882 STR-PAL Chst9 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110883	0883 STR-PAL Chst9 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110884	0884 STR-PAL Chst9 Gaba_4											
http://purl.obolibrary.org/obo/PCL_0110885	0885 STR-PAL Chst9 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110886	0886 STR-PAL Chst9 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110887	0887 STR-PAL Chst9 Gaba_5											
http://purl.obolibrary.org/obo/PCL_0110888	0888 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110889	0889 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110890	0890 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110891	0891 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110892	0892 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110893	0893 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110894	0894 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110895	0895 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110896	0896 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110897	0897 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110898	0898 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110899	0899 FS Mgp Gaba											
http://purl.obolibrary.org/obo/PCL_0110900	0900 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110901	0901 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110902	0902 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110903	0903 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110904	0904 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110905	0905 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110906	0906 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110907	0907 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110908	0908 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110909	0909 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110910	0910 NDB-SI-ant Prdm12 Gaba_1											
http://purl.obolibrary.org/obo/PCL_0110911	0911 NDB-SI-ant Prdm12 Gaba_2											
http://purl.obolibrary.org/obo/PCL_0110912	0912 NDB-SI-ant Prdm12 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0110913	0913 NDB-SI-ant Prdm12 Gaba_3											
http://purl.obolibrary.org/obo/PCL_0111208	1208 MM-ant Foxb1 Glut											
http://purl.obolibrary.org/obo/PCL_0111209	1209 MM-ant Foxb1 Glut											
http://purl.obolibrary.org/obo/PCL_0111210	1210 MM-ant Foxb1 Glut											
http://purl.obolibrary.org/obo/PCL_0111211	1211 MM-ant Foxb1 Glut											
http://purl.obolibrary.org/obo/PCL_0111212	1212 MM-ant Foxb1 Glut											
http://purl.obolibrary.org/obo/PCL_0111213	1213 MM-ant Foxb1 Glut											
http://purl.obolibrary.org/obo/PCL_0111214	1214 MM Foxb1 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111215	1215 MM Foxb1 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111216	1216 MM Foxb1 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111217	1217 MM Foxb1 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111218	1218 MM Foxb1 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111219	1219 MM Foxb1 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111220	1220 MM Foxb1 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111232	1232 MOB Eomes Ms4a15 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111233	1233 MOB Eomes Ms4a15 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111243	1243 BST-po Glut											
http://purl.obolibrary.org/obo/PCL_0111244	1244 TRS Sln Glut_1											
http://purl.obolibrary.org/obo/PCL_0111245	1245 TRS Sln Glut_1											
http://purl.obolibrary.org/obo/PCL_0111246	1246 TRS Sln Glut_1											
http://purl.obolibrary.org/obo/PCL_0111247	1247 TRS Sln Glut_2											
http://purl.obolibrary.org/obo/PCL_0111248	1248 TRS Sln Glut_2											
http://purl.obolibrary.org/obo/PCL_0111249	1249 GPi Skor1 Gaba-Glut											
http://purl.obolibrary.org/obo/PCL_0111250	1250 GPi Skor1 Gaba-Glut											
http://purl.obolibrary.org/obo/PCL_0111251	1251 GPi Skor1 Gaba-Glut											
http://purl.obolibrary.org/obo/PCL_0111424	1424 DMH Nkx2-4 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111425	1425 DMH Nkx2-4 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111426	1426 DMH Nkx2-4 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111427	1427 DMH Nkx2-4 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111428	1428 DMH Nkx2-4 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111429	1429 DMH Nkx2-4 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111538	1538 MEA-COA-BMA Ccdc42 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111539	1539 MEA-COA-BMA Ccdc42 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111540	1540 MEA-COA-BMA Ccdc42 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111541	1541 MEA-COA-BMA Ccdc42 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111542	1542 MEA-COA-BMA Ccdc42 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111543	1543 MEA-COA-BMA Ccdc42 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111544	1544 MEA-COA-BMA Ccdc42 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111545	1545 MEA-COA-BMA Ccdc42 Glut_3											
http://purl.obolibrary.org/obo/PCL_0111546	1546 MEA-COA-BMA Ccdc42 Glut_3											
http://purl.obolibrary.org/obo/PCL_0111547	1547 MEA-COA-BMA Ccdc42 Glut_3											
http://purl.obolibrary.org/obo/PCL_0111548	1548 MEA-COA-BMA Ccdc42 Glut_3											
http://purl.obolibrary.org/obo/PCL_0111549	1549 MEA-COA-BMA Ccdc42 Glut_3											
http://purl.obolibrary.org/obo/PCL_0111550	1550 MEA-COA-BMA Ccdc42 Glut_4											
http://purl.obolibrary.org/obo/PCL_0111551	1551 MEA-COA-BMA Ccdc42 Glut_4											
http://purl.obolibrary.org/obo/PCL_0111552	1552 MEA-COA-BMA Ccdc42 Glut_4											
http://purl.obolibrary.org/obo/PCL_0111553	1553 MEA-COA-BMA Ccdc42 Glut_4											
http://purl.obolibrary.org/obo/PCL_0111554	1554 COAa-PAA-MEA Barhl2 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111555	1555 COAa-PAA-MEA Barhl2 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111556	1556 COAa-PAA-MEA Barhl2 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111557	1557 COAa-PAA-MEA Barhl2 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111558	1558 COAa-PAA-MEA Barhl2 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111559	1559 COAa-PAA-MEA Barhl2 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111560	1560 COAa-PAA-MEA Barhl2 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111561	1561 COAa-PAA-MEA Barhl2 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111562	1562 COAa-PAA-MEA Barhl2 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111563	1563 COAa-PAA-MEA Barhl2 Glut_1											
http://purl.obolibrary.org/obo/PCL_0111564	1564 COAa-PAA-MEA Barhl2 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111565	1565 COAa-PAA-MEA Barhl2 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111566	1566 COAa-PAA-MEA Barhl2 Glut_2											
http://purl.obolibrary.org/obo/PCL_0111567	1567 COAa-PAA-MEA Barhl2 Glut_3											
http://purl.obolibrary.org/obo/PCL_0111568	1568 COAa-PAA-MEA Barhl2 Glut_3											
http://purl.obolibrary.org/obo/PCL_0111569	1569 COAa-PAA-MEA Barhl2 Glut_3											
http://purl.obolibrary.org/obo/PCL_0111570	1570 COAa-PAA-MEA Barhl2 Glut_3											
http://purl.obolibrary.org/obo/PCL_0111571	1571 COAa-PAA-MEA Barhl2 Glut_3											
http://purl.obolibrary.org/obo/PCL_0111572	1572 COAa-PAA-MEA Barhl2 Glut_3											
http://purl.obolibrary.org/obo/PCL_0111573	1573 COAa-PAA-MEA Barhl2 Glut_4											
http://purl.obolibrary.org/obo/PCL_0111574	1574 COAa-PAA-MEA Barhl2 Glut_4											
http://purl.obolibrary.org/obo/PCL_0111575	1575 COAa-PAA-MEA Barhl2 Glut_4											
http://purl.obolibrary.org/obo/PCL_0111576	1576 COAa-PAA-MEA Barhl2 Glut_5											
http://purl.obolibrary.org/obo/PCL_0111577	1577 COAa-PAA-MEA Barhl2 Glut_5											
http://purl.obolibrary.org/obo/PCL_0111578	1578 COAa-PAA-MEA Barhl2 Glut_5											
http://purl.obolibrary.org/obo/PCL_0111579	1579 COAa-PAA-MEA Barhl2 Glut_6											
http://purl.obolibrary.org/obo/PCL_0111580	1580 COAa-PAA-MEA Barhl2 Glut_6											
http://purl.obolibrary.org/obo/PCL_0111581	1581 COAa-PAA-MEA Barhl2 Glut_6											
http://purl.obolibrary.org/obo/PCL_0111582	1582 COAa-PAA-MEA Barhl2 Glut_7											
http://purl.obolibrary.org/obo/PCL_0111583	1583 COAa-PAA-MEA Barhl2 Glut_7											
http://purl.obolibrary.org/obo/PCL_0111584	1584 COAa-PAA-MEA Barhl2 Glut_7											
http://purl.obolibrary.org/obo/PCL_0111585	1585 COAa-PAA-MEA Barhl2 Glut_7											
http://purl.obolibrary.org/obo/PCL_0111586	1586 COAa-PAA-MEA Barhl2 Glut_7											
http://purl.obolibrary.org/obo/PCL_0111587	1587 COAa-PAA-MEA Barhl2 Glut_7											
http://purl.obolibrary.org/obo/PCL_0111588	1588 COAa-PAA-MEA Barhl2 Glut_7											
http://purl.obolibrary.org/obo/PCL_0111589	1589 COAa-PAA-MEA Barhl2 Glut_7											
