defined_class	prefLabel	Curated_synonyms	Classification	Classification_comment	Classification_pub	Expresses	Expresses_comment	Expresses_pub	Projection_type	Layers	Cross_species_text	Comment
http://purl.obolibrary.org/obo/PCL_0110139	139 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110140	140 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110141	141 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110142	142 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110143	143 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110144	144 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110145	145 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110146	146 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110147	147 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110148	148 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110149	149 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110150	150 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110151	151 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110152	152 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110153	153 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110154	154 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110155	155 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110156	156 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110157	157 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110158	158 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110159	159 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110160	160 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110161	161 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110162	162 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110163	163 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110164	164 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110165	165 L2/3 IT ENTl-PIR Glut											
http://purl.obolibrary.org/obo/PCL_0110166	166 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110167	167 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110168	168 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110169	169 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110170	170 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110171	171 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110172	172 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110173	173 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110174	174 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110175	175 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110176	176 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110177	177 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110178	178 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110179	179 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110180	180 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110181	181 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110182	182 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110183	183 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110184	184 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110185	185 IT AON-TT-DP Glut											
http://purl.obolibrary.org/obo/PCL_0110186	186 L2 IT ENT-po Glut											
http://purl.obolibrary.org/obo/PCL_0110187	187 L2 IT ENT-po Glut											
http://purl.obolibrary.org/obo/PCL_0110188	188 L2 IT ENT-po Glut											
http://purl.obolibrary.org/obo/PCL_0110189	189 L2 IT ENT-po Glut											
http://purl.obolibrary.org/obo/PCL_0110190	190 L2 IT ENT-po Glut											
http://purl.obolibrary.org/obo/PCL_0110191	191 L2 IT ENT-po Glut											
http://purl.obolibrary.org/obo/PCL_0110192	192 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110193	193 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110194	194 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110195	195 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110196	196 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110197	197 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110198	198 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110199	199 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110200	200 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110201	201 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110202	202 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110203	203 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110204	204 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110205	205 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110206	206 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110207	207 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110208	208 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110209	209 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110210	210 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110211	211 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110212	212 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110213	213 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110214	214 MEA Slc17a7 Glut											
http://purl.obolibrary.org/obo/PCL_0110215	215 COAp Grxcr2 Glut											
http://purl.obolibrary.org/obo/PCL_0110216	216 COAp Grxcr2 Glut											
http://purl.obolibrary.org/obo/PCL_0110217	217 COAp Grxcr2 Glut											
http://purl.obolibrary.org/obo/PCL_0110218	218 COAp Grxcr2 Glut											
http://purl.obolibrary.org/obo/PCL_0110219	219 COAp Grxcr2 Glut											
http://purl.obolibrary.org/obo/PCL_0110220	220 COAp Grxcr2 Glut											
http://purl.obolibrary.org/obo/PCL_0110221	221 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110222	222 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110223	223 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110224	224 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110225	225 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110226	226 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110227	227 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110228	228 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110229	229 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110230	230 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110231	231 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110232	232 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110233	233 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110234	234 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110235	235 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110236	236 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110237	237 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110238	238 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110239	239 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110240	240 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110241	241 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110242	242 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110243	243 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110244	244 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110245	245 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110246	246 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110247	247 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110248	248 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110249	249 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110250	250 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110251	251 LA-BLA-BMA-PA Glut											
http://purl.obolibrary.org/obo/PCL_0110252	252 COAp-TR-ENTmv Glut											
http://purl.obolibrary.org/obo/PCL_0110253	253 COAp-TR-ENTmv Glut											
http://purl.obolibrary.org/obo/PCL_0110254	254 COAp-TR-ENTmv Glut											
http://purl.obolibrary.org/obo/PCL_0110255	255 COAp-TR-ENTmv Glut											
http://purl.obolibrary.org/obo/PCL_0110256	256 COAp-TR-ENTmv Glut											
http://purl.obolibrary.org/obo/PCL_0110257	257 COAp-TR-ENTmv Glut											
http://purl.obolibrary.org/obo/PCL_0110258	258 COAp-TR-ENTmv Glut											
http://purl.obolibrary.org/obo/PCL_0110259	259 COAp-TR-ENTmv Glut											
http://purl.obolibrary.org/obo/PCL_0110260	260 COAp-TR-ENTmv Glut											
http://purl.obolibrary.org/obo/PCL_0110261	261 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110262	262 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110263	263 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110264	264 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110265	265 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110266	266 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110267	267 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110268	268 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110269	269 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110270	270 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110271	271 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110272	272 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110273	273 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110274	274 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110275	275 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110276	276 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110277	277 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110278	278 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110279	279 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110280	280 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110281	281 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110282	282 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110283	283 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110284	284 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110285	285 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110286	286 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110287	287 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110288	288 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110289	289 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110290	290 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110291	291 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110292	292 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110293	293 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110294	294 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110295	295 CA1-ProS Glut											
http://purl.obolibrary.org/obo/PCL_0110296	296 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110297	297 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110298	298 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110299	299 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110300	300 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110301	301 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110302	302 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110303	303 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110304	304 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110305	305 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110306	306 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110307	307 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110308	308 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110309	309 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110310	310 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110311	311 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110312	312 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110313	313 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110314	314 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110315	315 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110316	316 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110317	317 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110318	318 CA3 Glut											
http://purl.obolibrary.org/obo/PCL_0110319	319 L2 IT PPP-APr Glut											
http://purl.obolibrary.org/obo/PCL_0110320	320 L2 IT PPP-APr Glut											
http://purl.obolibrary.org/obo/PCL_0110321	321 L2 IT PPP-APr Glut											
http://purl.obolibrary.org/obo/PCL_0110322	322 L2 IT PPP-APr Glut											
http://purl.obolibrary.org/obo/PCL_0110323	323 L2 IT PPP-APr Glut											
http://purl.obolibrary.org/obo/PCL_0110324	324 L2 IT PPP-APr Glut											
http://purl.obolibrary.org/obo/PCL_0110325	325 L2 IT PPP-APr Glut											
http://purl.obolibrary.org/obo/PCL_0110326	326 L2 IT PPP-APr Glut											
http://purl.obolibrary.org/obo/PCL_0110327	327 L2 IT PPP-APr Glut											
http://purl.obolibrary.org/obo/PCL_0110328	328 L2 IT PPP-APr Glut											
http://purl.obolibrary.org/obo/PCL_0110329	329 L2 IT PPP-APr Glut											
http://purl.obolibrary.org/obo/PCL_0110330	330 L2/3 IT PPP Glut											
http://purl.obolibrary.org/obo/PCL_0110331	331 L2/3 IT PPP Glut											
http://purl.obolibrary.org/obo/PCL_0110332	332 L2/3 IT PPP Glut											
http://purl.obolibrary.org/obo/PCL_0110333	333 L2/3 IT PPP Glut											
http://purl.obolibrary.org/obo/PCL_0110334	334 L2/3 IT PPP Glut											
http://purl.obolibrary.org/obo/PCL_0110335	335 L2/3 IT PPP Glut											
http://purl.obolibrary.org/obo/PCL_0110336	336 L2/3 IT PPP Glut											
http://purl.obolibrary.org/obo/PCL_0110337	337 L2/3 IT PPP Glut											
http://purl.obolibrary.org/obo/PCL_0110338	338 L2/3 IT PPP Glut											
http://purl.obolibrary.org/obo/PCL_0110339	339 L2/3 IT PPP Glut											
